,Q1,Q2,Q3,Q4,Q5
2018-01-31,-0.026273864161428573,-0.02259234652030043,-0.03004686336,-0.02317001030472103,-0.030154137627142856
2018-02-28,-0.05402692565291608,-0.04460050823361823,-0.04647952264295875,-0.05185740918233618,-0.04546070268421053
2018-03-31,0.04930494586666667,0.04698991274751773,0.05326133459716312,0.04549157339758866,0.0665101586
2018-04-30,-0.043621657346534656,-0.041590126457567184,-0.028404543556435645,-0.036109210494483734,-0.03711082605657708
2018-05-31,0.0005866880722849078,0.0014100885586741884,-0.01271282391101695,-0.003292433967277856,-0.019788030924541608
2018-06-30,-0.09035517976061884,-0.10389461758577465,-0.10098883540380281,-0.10724104982285915,-0.1069457448140647
2018-07-31,-0.016944430230042076,0.0009524055766853934,-0.0030606280076123592,0.0025676569271488765,0.007155004491839888
2018-08-31,-0.09935747884593837,-0.08424848646143057,-0.07435340587535014,-0.06824512228751753,-0.07532855172535013
2018-09-30,-0.00936392359020979,-0.008369788198041957,-0.005865891747899159,-0.002317417158041958,-0.006773779585174825
2018-10-31,-0.09109930106834031,-0.09349589254532775,-0.09305282061506276,-0.08961978921631798,-0.08814562618549512
2018-11-30,0.03844464767548747,0.050188570912256265,0.059051420664345405,0.06399925552089136,0.05416652157534819
2018-12-31,-0.04483441206805556,-0.04699281541029207,-0.0365498653875,-0.042372458798331014,-0.0315234654375
2019-01-31,-0.0480480281331484,-0.025335434470833335,-0.012906008227461858,-0.011422602445833334,-0.010015301791955618
2019-02-28,0.24597945469113572,0.22130057215256588,0.21152218595284328,0.2201967950513176,0.20837049938696256
2019-03-31,0.10824948193655173,0.10829135555586208,0.11080794830068964,0.10458370872,0.08899247039172414
2019-04-30,-0.06118682631181319,-0.040521131976616234,-0.030845108777166435,-0.027399730939477306,-0.03083609814718019
2019-05-31,-0.07201400236301371,-0.052495761644718794,-0.038644455530864194,-0.04286296432647462,-0.03489599775528121
2019-06-30,-0.021246936786885245,0.009204902985109288,0.008234132172366621,0.01674673119125683,0.01316335961885246
2019-07-31,-0.03404726438828338,-0.019272640173024522,-0.013276005742155525,-0.009552494229291553,-0.008608173895095368
2019-08-31,0.0015637397210242591,-0.02093921494871795,-0.016815291110661268,-0.014109566462887989,-0.00687253797705803
2019-09-30,0.012953655289932885,0.015410074688172045,0.01975886872311828,0.014584351907258064,0.01150295665188172
2019-10-31,-0.012640797951807227,-0.00100977077613941,-0.002207323113941019,0.0012291178163538873,-0.012622304532797859
2019-11-30,-0.02974769241097724,-0.022824268633199463,-0.019770706010723862,-0.015368051717536815,-0.01856743351137885
2019-12-31,0.09003823015528781,0.08736411325435073,0.08255098271849866,0.07396572176171352,0.08034801297590362
