,total_return,cagr,ann_vol,sharpe,max_drawdown,calmar,win_rate,n_obs,avg_turnover,avg_cost,avg_n_long,avg_n_short
0,1.2469278653406795,0.08432360710264653,0.12484261660324177,0.7151327025824824,-0.32776504299273856,0.25726845771199175,0.6666666666666666,120.0,1.0396784977608473,0.002079356995521695,553.6218487394958,553.7899159663865
