factor,total_return,cagr,ann_vol,sharpe,max_drawdown,calmar,win_rate,n_obs,avg_turnover,avg_cost,avg_n_long,avg_n_short
rev_1,2.004804497870989,0.11630179239305383,0.12922733752563895,0.9182030020930183,-0.2251430551886997,0.516568420445292,0.6166666666666667,120.0,1.583880323487586,0.0031677606469751717,553.6050420168067,553.8067226890756
vol_12,0.7967756029701196,0.0603503503223366,0.11666658923072003,0.5612706464831384,-0.1796658114373949,0.33590336324707976,0.5333333333333333,120.0,0.29158093603050106,0.0005831618720610022,536.25,536.3981481481482
max_ret,1.0237490496735444,0.0730393926923385,0.09088320227592582,0.8221654751070122,-0.1473931677690281,0.49554123707276987,0.575,120.0,0.28239991007224674,0.0005647998201444934,536.2129629629629,536.3981481481482
skew_12,0.3739551077632286,0.03227938473208636,0.04861593392311271,0.6783651906931522,-0.07044733316305496,0.4582059147274406,0.5,120.0,0.423462016552727,0.0008469240331054541,536.1574074074074,536.3148148148148
