factor,admitted,direction,ic_mean,icir,ic_tstat,hit_rate_adj,subperiod_sign_ratio,half_sample_sign_match,rolling_icir_pos_ratio,q_monotonicity,q_spread,ls_sharpe,ls_cagr,ls_max_drawdown,avg_turnover,n_fail,reject_summary
rev_1,True,1,0.06635900696213733,0.5882884118518708,6.417468925268306,0.7142857142857143,1.0,True,1.0,1.0,0.013165551011111895,0.922325239147297,0.1173343445942232,-0.2251430551886997,1.5971902421723554,0,
skew_12,True,1,0.02676895437809868,0.5696659943176428,5.9201426730144044,0.7222222222222222,1.0,True,1.0,0.75,0.003994670896642916,0.6813192895880885,0.03255500847324089,-0.07044733316305496,0.42702052089350623,0,
max_ret,True,1,0.0447452609518543,0.5028248204339338,5.225508817789625,0.6759259259259259,1.0,True,1.0,1.0,0.007546169353719185,0.8258081997609092,0.07367524572201578,-0.1473931677690281,0.28477301856024884,0,
vol_12,True,1,0.04175239876867272,0.35284458951148473,3.666868537258057,0.6851851851851852,0.7777777777777778,True,1.0,0.75,0.006711062446781572,0.5636861724296947,0.06087262903412971,-0.1796658114373949,0.294031195997144,0,
mom_6,True,-1,-0.052533671619142575,-0.43192155354879525,-4.611660225979419,0.6754385964912281,0.9,True,0.8901098901098901,1.0,-0.015018253171425959,1.1972669875940107,0.1585362579935501,-0.15401843576955498,0.6812246881630737,0,
liquidity_proxy,False,1,0.03533278028812006,0.2583451636148961,2.7583715279500782,0.6228070175438597,0.7,True,0.9560439560439561,1.0,0.005633846134396539,0.3732671605125302,0.04373943400387703,-0.24719402683659097,0.4968306396686899,2,min_abs_icir: value=0.2583451636148961 vs 0.3 (有效性：|ICIR| 下限); min_subperiod_sign_ratio: value=0.7 vs 0.75 (稳定性：年度子样本 IC 同号占比下限)
downside_vol,False,1,0.005184299732953857,0.04265371019326695,0.4432703591163412,0.5555555555555556,0.5555555555555556,False,0.4470588235294118,0.25,0.006105579533822297,0.41784206775712435,0.050226674157668905,-0.3329942919785568,0.29530470157009736,7,min_abs_ic: value=0.005184299732953857 vs 0.02 (有效性：|IC均值| 下限); min_abs_icir: value=0.04265371019326695 vs 0.3 (有效性：|ICIR| 下限)
mom_12_1,False,-1,-0.016942024096208118,-0.15059015962288572,-1.5577167235256042,0.5514018691588785,0.4444444444444444,True,0.6190476190476191,1.0,-0.007064764204288903,0.6248964586960982,0.06127111400260188,-0.16936239342363035,0.4736449830330195,4,min_abs_ic: value=0.016942024096208118 vs 0.02 (有效性：|IC均值| 下限); min_abs_icir: value=0.15059015962288572 vs 0.3 (有效性：|ICIR| 下限)
