hour_utc,mean_bar_return,mean_abs_return,mean_volume
0,2.475191841259284e-06,0.0010361932876686067,53.11090573012939
1,-2.9530049764068104e-05,0.0012882312503471702,53.27717391304348
2,-1.2935450765726471e-05,0.000942900287894481,33.78277153558052
3,0.0,0.000765810306576264,29.265979381443298
4,9.82570223397597e-07,0.0007442390093903433,29.574074074074073
5,-3.2887972784415158e-06,0.0010728797046519584,40.82509505703422
6,-1.3651347588174853e-05,0.0012858899600203056,78.88808664259928
7,-1.9215439683616557e-05,0.0021391013110144312,165.17844522968198
8,1.8598946506399974e-06,0.0016729289977550279,244.07950530035336
9,-1.2933811864451592e-05,0.0017293778156296626,178.7464539007092
10,-1.3839765094399764e-05,0.0012785895548065817,157.42857142857142
11,3.131002859336681e-05,0.0013543683263226385,172.96153846153845
12,-3.528694513426973e-05,0.0020211120232254743,252.81625441696113
13,-2.577287814298243e-05,0.0017644174032057384,331.282722513089
14,-1.5096018269063795e-05,0.001585214033428568,327.5899653979239
15,1.657560741571571e-05,0.001995753942425323,377.8327586206897
16,-9.888172764267166e-06,0.0012972754526320133,252.25565217391303
17,4.7624043976638225e-05,0.0011306986550802536,217.82280701754385
18,-2.0980280145676865e-05,0.0012504311028230556,281.50880281690144
19,-1.9933485988105575e-06,0.0008313619442166174,94.53636363636363
20,9.161579069845531e-07,0.0008409141026590027,66.92921960072596
22,-1.7488283393684553e-05,0.0017158578979642564,25.702479338842974
23,-1.6205942250639975e-05,0.0006973276038645128,18.89801699716714
