model,total_return,cagr,sharpe,calmar,profit_factor,max_drawdown,n_trades,win_rate,expectancy,ann_vol
A,0.19663794089793507,1.1813973820411432,2.7662618028785486,18.101147436408123,1.2177172953434057,-0.0652664360749261,472.0,0.3538135593220339,411.60418025402333,0.297819719446281
B,0.20327250727976698,1.2344348572688557,3.2458032802911414,26.271940054313617,1.3103696953856028,-0.04698681767379309,363.0,0.3608815426997245,564.5345919720809,0.2578918151051788
C,-0.06944140733696225,-0.26852941133058195,-4.075111119661195,-3.659584692152538,0.615192503275758,-0.07337701786391371,110.0,0.3181818181818182,-665.8480382644018,0.07599072543405619
D,-0.08031228852697492,-0.30493769568907814,-4.969206107477006,-3.766369603731364,0.4902026314786573,-0.08096329563274263,90.0,0.2222222222222222,-934.1083498049435,0.0726270316506012
E,-0.16732392486495218,-0.5486823618225778,-3.5582759204204186,-3.2791626317959106,0.7176293758312986,-0.16732392486495218,364.0,0.30494505494505497,-463.7915923543722,0.2168998008449489
SCORE,-0.1780206467141504,-0.5733366602588983,-6.214858156435785,-3.215803421293217,0.7232801897227391,-0.17828722255302976,1309.0,0.37815126050420167,-136.0118013239989,0.135376674788575
BHS,0.42131509969180425,3.6069482228009253,3.2197540145368877,16.66122004636841,inf,-0.21648764092681916,1.0,1.0,494479.74446264445,0.5165742256968471
DONCHIAN20,0.3504916184288529,2.689476744114182,2.9586570790170597,38.49289282301159,1.3037097218974674,-0.06986943684592017,529.0,0.34215500945179583,657.5185687526487,0.4775253055728043
RANDOM,0.22076873991249557,1.3790698074686238,1.6227571199898154,10.139161291028884,1.1588191587724967,-0.1360141897228544,854.0,0.4238875878220141,243.50722081977383,0.6447515149900584
