,Q1,Q2,Q3,Q4,Q5
2013-06-30,-0.14094936530985916,-0.15544529467540324,-0.1593228011468813,-0.15642599971022178,-0.13872230367238228
2013-07-31,0.06806046607927566,0.06384090131379032,0.07454078374245472,0.06872291459657258,0.071233385583501
2013-08-31,0.06814237784507042,0.0667158254314516,0.08826198125955735,0.09138243430040321,0.110329507777666
2013-09-30,0.061696204859698185,0.05174888207862903,0.05100282559758551,0.05452541158467742,0.05899846308853118
2013-10-31,-0.05343011110462777,-0.018066524354124747,-0.016235683159274192,-0.014678437392354124,-0.00956924830583501
2013-11-30,0.0877506547665996,0.08850955660764587,0.08816619519556451,0.08274833074446679,0.07668687291348089
2013-12-31,-0.050497829271629775,-0.034350545533199196,-0.019947688804435485,-0.02707010933802817,-0.025044810263581487
2014-01-31,0.05029528372837022,0.0332463119054326,0.019588202321931588,0.004976263909456741,0.0017584785311871229
2014-02-28,0.03777011994466403,0.04137721231881188,0.041251587861660076,0.029951019215841587,0.05138533502766799
2014-03-31,-0.0665838224229249,-0.026673049322376238,-0.021871796245059288,-0.0038473343663366338,-0.0005259705573122532
2014-04-30,-0.021660672017633133,-0.0038532738911067196,-0.009712539463510849,-0.011780119769762848,-0.012237978558185404
2014-05-31,0.03613930938224852,0.026908885431225295,0.028830097297140037,0.02156097728853755,0.03321285254220908
2014-06-30,0.06832065816449703,0.04514491006521739,0.03690730772386588,0.03825720784071146,0.04838147686844182
2014-07-31,0.04020283791470473,0.06680672795700197,0.08023153372110453,0.09102948671794872,0.09579670876377953
2014-08-31,0.04190095966156863,0.0659468642632613,0.058231703316306484,0.06485788630157172,0.07427268205500392
2014-09-30,0.1284021937068493,0.14014671103913895,0.1447099846399217,0.14259531475538162,0.13140073032485322
2014-10-31,0.008572188819066148,0.014977235276803119,0.027693301348927876,0.01856601309161793,0.02894578365497076
2014-11-30,0.07053979666344293,0.06742190146705428,0.06881906204263566,0.0522170404496124,0.053214528496124035
2014-12-31,-0.0531040109980695,-0.04712402919498069,-0.02559454886073501,-0.014934992484555985,-0.002366355100386101
2015-01-31,0.06901199098467434,0.06798553807088122,0.0797961960881226,0.08188120492145594,0.07777553900383141
2015-02-28,0.1114758764231499,0.07382978610076045,0.06389824676660341,0.06365432037642585,0.06635886421631879
2015-03-31,0.23752010526290018,0.22863100539433964,0.21192976839622643,0.21775452830188677,0.20019791225283018
2015-04-30,0.2185265370091418,0.17149598263364488,0.1721972926847015,0.16726960243719627,0.17189249127742537
2015-05-31,0.47392040961217713,0.25227333364850557,0.24674388949839482,0.27485544027362674,0.2415483606150738
2015-06-30,-0.1774457137061706,-0.11946898881634664,-0.05804011207278181,-0.04499478099473685,0.019562596030852992
2015-07-31,-0.1288043577044643,-0.12169225327755992,-0.17018034751375,-0.16017981777334528,-0.13770187142553572
2015-08-31,-0.1661074617315508,-0.14488046517714284,-0.12294102365632797,-0.11616645392500001,-0.08824342708110518
2015-09-30,-0.04432056257896613,-0.03995053875716071,-0.0362977305315508,-0.03019664182857143,-0.010058966393939394
2015-10-31,0.2280758485989305,0.19837928423696427,0.18504841905668448,0.1972802995184643,0.20150967070356507
2015-11-30,0.13454503838146167,0.12816374522678572,0.11683617215454546,0.09403832005357142,0.09561823588057042
2015-12-31,0.01760841562923351,0.06575363592156863,0.0739176550375,0.08963448960962567,0.09255125764884135
2016-01-31,-0.2759847723315697,-0.29135963378975266,-0.26383414321164017,-0.2519693255335689,-0.26220705764903
2016-02-29,-0.025405036984303353,-0.026569435128747796,-0.01646871844876325,-0.014104032380952381,-0.013228898026455025
2016-03-31,0.16505202027803162,0.17947973602640846,0.18488385318133801,0.193284876428169,0.18191273794542254
2016-04-30,-0.01244515041625874,-0.006884977042381787,-0.004169142546234675,0.001174552428196147,0.02292934945994755
2016-05-31,-0.002380830663275261,-0.012662044833104713,-0.009027686119197208,-0.01176909249504363,-0.010160936821167248
2016-06-30,0.09781906263700173,0.0651937520185764,0.05697327994124132,0.05161543864045139,0.04121630307482639
2016-07-31,-0.030715004748531952,-0.003355788049568221,0.004481439693944636,0.007667723490155441,0.020313818524369604
