,2019-12-31
002912.SZ,0.0013386880856760374
002774.SZ,0.0013386880856760374
002921.SZ,0.0013386880856760374
002922.SZ,0.0013386880856760374
002929.SZ,0.0013386880856760374
002792.SZ,0.0013386880856760374
002757.SZ,0.0013386880856760374
002770.SZ,0.0013386880856760374
600370.SH,0.0013386880856760374
600373.SH,0.0013386880856760374
600376.SH,0.0013386880856760374
600444.SH,0.0013386880856760374
600379.SH,0.0013386880856760374
600386.SH,0.0013386880856760374
600388.SH,0.0013386880856760374
600389.SH,0.0013386880856760374
600401.SH,0.0013386880856760374
600416.SH,0.0013386880856760374
600429.SH,0.0013386880856760374
600432.SH,0.0013386880856760374
600436.SH,0.0013386880856760374
600276.SH,0.0013386880856760374
600242.SH,0.0013386880856760374
600253.SH,0.0013386880856760374
600257.SH,0.0013386880856760374
300019.SZ,0.0013386880856760374
300020.SZ,0.0013386880856760374
002953.SZ,0.0013386880856760374
002959.SZ,0.0013386880856760374
002966.SZ,0.0013386880856760374
003816.SZ,0.0013386880856760374
300034.SZ,0.0013386880856760374
300041.SZ,0.0013386880856760374
300007.SZ,0.0013386880856760374
300012.SZ,0.0013386880856760374
300015.SZ,0.0013386880856760374
002865.SZ,0.0013386880856760374
300025.SZ,0.0013386880856760374
300028.SZ,0.0013386880856760374
300031.SZ,0.0013386880856760374
002891.SZ,0.0013386880856760374
002848.SZ,0.0013386880856760374
002852.SZ,0.0013386880856760374
002855.SZ,0.0013386880856760374
002858.SZ,0.0013386880856760374
002859.SZ,0.0013386880856760374
300102.SZ,0.0013386880856760374
300075.SZ,0.0013386880856760374
300077.SZ,0.0013386880856760374
300078.SZ,0.0013386880856760374
300082.SZ,0.0013386880856760374
300087.SZ,0.0013386880856760374
300092.SZ,0.0013386880856760374
300094.SZ,0.0013386880856760374
300096.SZ,0.0013386880856760374
002950.SZ,0.0013386880856760374
002951.SZ,0.0013386880856760374
300104.SZ,0.0013386880856760374
300106.SZ,0.0013386880856760374
002945.SZ,0.0013386880856760374
600312.SH,0.0013386880856760374
600261.SH,0.0013386880856760374
600263.SH,0.0013386880856760374
600265.SH,0.0013386880856760374
600270.SH,0.0013386880856760374
600337.SH,0.0013386880856760374
600277.SH,0.0013386880856760374
600297.SH,0.0013386880856760374
600299.SH,0.0013386880856760374
600160.SH,0.0013386880856760374
600161.SH,0.0013386880856760374
600315.SH,0.0013386880856760374
600323.SH,0.0013386880856760374
600329.SH,0.0013386880856760374
600185.SH,0.0013386880856760374
600145.SH,0.0013386880856760374
600153.SH,0.0013386880856760374
300144.SZ,0.0013386880856760374
300148.SZ,0.0013386880856760374
300149.SZ,0.0013386880856760374
300150.SZ,0.0013386880856760374
300155.SZ,0.0013386880856760374
300188.SZ,0.0013386880856760374
300162.SZ,0.0013386880856760374
300166.SZ,0.0013386880856760374
300180.SZ,0.0013386880856760374
300183.SZ,0.0013386880856760374
300186.SZ,0.0013386880856760374
300086.SZ,0.0013386880856760374
300042.SZ,0.0013386880856760374
300045.SZ,0.0013386880856760374
300068.SZ,0.0013386880856760374
600168.SH,0.0013386880856760374
600170.SH,0.0013386880856760374
600177.SH,0.0013386880856760374
600182.SH,0.0013386880856760374
600239.SH,0.0013386880856760374
600201.SH,0.0013386880856760374
600229.SH,0.0013386880856760374
600234.SH,0.0013386880856760374
600087.SH,0.0013386880856760374
600023.SH,0.0013386880856760374
600027.SH,0.0013386880856760374
600048.SH,0.0013386880856760374
600050.SH,0.0013386880856760374
600102.SH,0.0013386880856760374
600074.SH,0.0013386880856760374
600079.SH,0.0013386880856760374
600085.SH,0.0013386880856760374
600089.SH,0.0013386880856760374
600090.SH,0.0013386880856760374
600096.SH,0.0013386880856760374
600097.SH,0.0013386880856760374
300762.SZ,0.0013386880856760374
300766.SZ,0.0013386880856760374
600104.SH,0.0013386880856760374
300777.SZ,0.0013386880856760374
300755.SZ,0.0013386880856760374
300756.SZ,0.0013386880856760374
300757.SZ,0.0013386880856760374
300759.SZ,0.0013386880856760374
300761.SZ,0.0013386880856760374
300203.SZ,0.0013386880856760374
300206.SZ,0.0013386880856760374
300208.SZ,0.0013386880856760374
300209.SZ,0.0013386880856760374
300253.SZ,0.0013386880856760374
300215.SZ,0.0013386880856760374
300222.SZ,0.0013386880856760374
300140.SZ,0.0013386880856760374
300248.SZ,0.0013386880856760374
300130.SZ,0.0013386880856760374
300788.SZ,0.0013386880856760374
300768.SZ,0.0013386880856760374
300772.SZ,0.0013386880856760374
300773.SZ,0.0013386880856760374
600021.SH,0.0013386880856760374
300783.SZ,0.0013386880856760374
300785.SZ,0.0013386880856760374
300689.SZ,0.0013386880856760374
300790.SZ,0.0013386880856760374
600001.SH,0.0013386880856760374
600005.SH,0.0013386880856760374
600007.SH,0.0013386880856760374
600011.SH,0.0013386880856760374
600019.SH,0.0013386880856760374
300711.SZ,0.0013386880856760374
300673.SZ,0.0013386880856760374
300682.SZ,0.0013386880856760374
300307.SZ,0.0013386880856760374
300276.SZ,0.0013386880856760374
300284.SZ,0.0013386880856760374
300286.SZ,0.0013386880856760374
300327.SZ,0.0013386880856760374
300299.SZ,0.0013386880856760374
300300.SZ,0.0013386880856760374
300301.SZ,0.0013386880856760374
300303.SZ,0.0013386880856760374
300305.SZ,0.0013386880856760374
300201.SZ,0.0013386880856760374
300309.SZ,0.0013386880856760374
300213.SZ,0.0013386880856760374
300214.SZ,0.0013386880856760374
300193.SZ,0.0013386880856760374
300738.SZ,0.0013386880856760374
300739.SZ,0.0013386880856760374
300697.SZ,0.0013386880856760374
300698.SZ,0.0013386880856760374
300712.SZ,0.0013386880856760374
300718.SZ,0.0013386880856760374
300723.SZ,0.0013386880856760374
300736.SZ,0.0013386880856760374
300740.SZ,0.0013386880856760374
300743.SZ,0.0013386880856760374
300751.SZ,0.0013386880856760374
300628.SZ,0.0013386880856760374
300597.SZ,0.0013386880856760374
300599.SZ,0.0013386880856760374
300605.SZ,0.0013386880856760374
300395.SZ,0.0013386880856760374
300396.SZ,0.0013386880856760374
300349.SZ,0.0013386880856760374
300357.SZ,0.0013386880856760374
300372.SZ,0.0013386880856760374
300378.SZ,0.0013386880856760374
300389.SZ,0.0013386880856760374
300268.SZ,0.0013386880856760374
300270.SZ,0.0013386880856760374
300402.SZ,0.0013386880856760374
300258.SZ,0.0013386880856760374
300261.SZ,0.0013386880856760374
300644.SZ,0.0013386880856760374
300650.SZ,0.0013386880856760374
300616.SZ,0.0013386880856760374
300617.SZ,0.0013386880856760374
300619.SZ,0.0013386880856760374
300620.SZ,0.0013386880856760374
300625.SZ,0.0013386880856760374
300672.SZ,0.0013386880856760374
300640.SZ,0.0013386880856760374
300642.SZ,0.0013386880856760374
300656.SZ,0.0013386880856760374
300667.SZ,0.0013386880856760374
300528.SZ,0.0013386880856760374
300488.SZ,0.0013386880856760374
