,total_return,cagr,ann_vol,sharpe,max_drawdown,calmar,win_rate,n_obs,avg_turnover,avg_cost,avg_n_long,avg_n_short
0,1.2251587436565852,0.08326846330411697,0.12787343318239225,0.6939379258716801,-0.3319120755486855,0.25087506432679635,0.65,120.0,0.8565913045815045,0.0017131826091630088,553.6386554621848,553.7899159663865
