hour_utc,mean_bar_return,mean_abs_return,mean_volume
0,-9.115989224393157e-05,0.0011642495623734258,75.9812925170068
1,5.048702811311629e-06,0.001644132688389964,160.53151618398638
2,1.5308542297254123e-06,0.0012224289292438078,108.49053356282272
3,-1.7387005881301307e-05,0.0008903910052409055,60.505208333333336
4,-1.0221295329929042e-06,0.0006874014363979002,40.20401337792642
5,-7.204811122180494e-05,0.0012009246027350835,108.92153589315527
6,6.0580704102439946e-05,0.0011175329940242423,137.69166666666666
7,-2.8189161829650182e-05,0.001068545362770832,121.415
8,6.1531341036190694e-06,0.0010866865783331365,113.42904841402337
9,2.2350916539221056e-05,0.0008084069818401298,86.47
10,-5.96340801881103e-05,0.0008014322034248648,84.57666666666667
11,-1.6392370426318906e-05,0.0009877175754977503,140.1839464882943
12,-3.568196863386219e-05,0.0016265275135707504,309.04333333333335
13,-3.117402662157061e-05,0.0019167550062234213,447.18666666666667
14,1.2528354140789454e-06,0.0016250514139235486,376.7816666666667
15,-6.153616251802403e-06,0.0012511650150520248,299.87333333333333
16,7.547470029328577e-06,0.0010468475936823748,241.22
17,2.6972955022970998e-06,0.0008401943641137405,259.57666666666665
18,-3.6734402591592405e-05,0.0009034985348460487,129.37166666666667
19,-5.3957228535457714e-05,0.0008766822707390445,111.72454090150251
20,-1.777550758618925e-05,0.0006170501584855193,58.13333333333333
21,0.0,9.5264815967111e-05,1.0
22,-2.40953069703154e-05,0.0007254009452276355,32.54130052724077
23,4.4372457627459e-05,0.0006332984994962827,37.24531516183986
