hour_utc,mean_bar_return,mean_abs_return,mean_volume
0,4.621989367420175e-05,0.0011642495623734258,75.9812925170068
1,-0.00011714206511103558,0.001644132688389964,160.53151618398638
2,-1.2528652046779053e-08,0.0012224289292438078,108.49053356282272
3,-1.3004782355058348e-05,0.0008903910052409055,60.505208333333336
4,-3.500269557675417e-05,0.0006874014363979002,40.20401337792642
5,-3.193195634409117e-05,0.0012009246027350835,108.92153589315527
6,8.61962464551321e-05,0.0011175329940242423,137.69166666666666
7,3.2653317981830205e-05,0.001068545362770832,121.415
8,1.9751313589180367e-05,0.0010866865783331365,113.42904841402337
9,-1.4818654804861405e-05,0.0008084069818401298,86.47
10,-2.3724393745880683e-05,0.0008014322034248648,84.57666666666667
11,-5.311432376844439e-05,0.0009877175754977503,140.1839464882943
12,3.7931616729289796e-05,0.0016265275135707504,309.04333333333335
13,-9.213714663760198e-05,0.0019167550062234213,447.18666666666667
14,-1.9263717208928462e-05,0.0016250514139235486,376.7816666666667
15,1.2094447953903132e-06,0.0012511650150520248,299.87333333333333
16,-2.5140646075386315e-05,0.0010468475936823748,241.22
17,-3.2981237271568395e-05,0.0008401943641137405,259.57666666666665
18,1.3698281574987537e-05,0.0009034985348460487,129.37166666666667
19,1.3554142754951455e-05,0.0008766822707390445,111.72454090150251
20,-3.3215360840762227e-06,0.0006170501584855193,58.13333333333333
21,3.1908380378975476e-05,9.5264815967111e-05,1.0
22,5.213269126836035e-06,0.0007254009452276355,32.54130052724077
23,-5.972443367614182e-05,0.0006332984994962827,37.24531516183986
