,total_return,cagr,ann_vol,sharpe,max_drawdown,calmar,win_rate,n_obs,avg_turnover,avg_cost,avg_n_long,avg_n_short,excess_cagr,excess_sharpe,info_ratio
0,2.0695349522793243,0.11868356642608746,0.24855741770407716,0.5771697405585577,-0.4029614661403258,0.29452832689654135,0.5583333333333333,120.0,0.5223738076802928,0.0010447476153605856,116.31932773109244,,0.08746672645684028,0.8034542112109111,0.8034542112109111
