,nav
2021-07-05,1.024911607030423
2021-07-06,1.0252888092302086
2021-07-07,1.0249933129090918
2021-07-08,1.0227474380194526
2021-07-09,1.0236416095452925
2021-07-12,1.027191592406032
2021-07-13,1.0292676294426422
2021-07-14,1.0279405084882562
2021-07-15,1.0280572852676475
2021-07-16,1.0268734691498569
2021-07-19,1.0230125597741346
2021-07-20,1.0212609531001604
2021-07-21,1.0250553011649786
2021-07-22,1.0284515687290796
2021-07-23,1.0287841828678856
2021-07-26,1.0321648030356367
2021-07-27,1.0346934918626727
2021-07-28,1.0342681352079106
2021-07-29,1.033267019897052
2021-07-30,1.0292195848743084
2021-08-02,1.0291203751267666
2021-08-03,1.0268681329751814
2021-08-04,1.029382047525813
2021-08-05,1.0275271303903
2021-08-06,1.0276610577321408
2021-08-09,1.0290957296979184
2021-08-10,1.028593326538272
2021-08-11,1.0293332222116638
2021-08-12,1.029608215386062
2021-08-13,1.0335004197456832
2021-08-16,1.0333176773430064
2021-08-17,1.0348097470453494
2021-08-18,1.0333991182045974
2021-08-19,1.0241012141936048
2021-08-20,1.026844500040205
2021-08-23,1.0347082534988943
2021-08-24,1.0377917272614534
2021-08-25,1.0355381353425368
2021-08-26,1.0354444429959417
2021-08-27,1.0370016317390574
2021-08-30,1.034582640084368
2021-08-31,1.046088067351856
2021-09-01,1.0573915770639826
2021-09-02,1.0613184451006483
2021-09-03,1.0669163654484521
2021-09-06,1.0710184135971166
2021-09-07,1.074658108697264
2021-09-08,1.080434942559923
2021-09-09,1.0851530330683758
2021-09-10,1.0816151529201206
2021-09-13,1.0854845501238757
2021-09-14,1.0735838499567087
2021-09-15,1.0666582909080895
2021-09-16,1.064083937119376
2021-09-17,1.0690854857900671
2021-09-22,1.06789925357459
2021-09-23,1.0678883441755465
2021-09-24,1.0698847642005151
2021-09-27,1.068662911507638
2021-09-28,1.0704738717488667
2021-09-29,1.0688156430942477
2021-09-30,1.071117526292436
2021-10-08,1.070561146941215
2021-10-11,1.0696993044167749
2021-10-12,1.0727321173508806
2021-10-13,1.0721975567977469
2021-10-14,1.0730703087212305
2021-10-15,1.0721866473987034
2021-10-18,1.0745976245873268
2021-10-19,1.0726339327594887
2021-10-20,1.0738339666542787
2021-10-21,1.0754703765108105
2021-10-22,1.0760049370639442
2021-10-25,1.0766455642888884
2021-10-26,1.0821599486744313
2021-10-27,1.0815363745028905
2021-10-28,1.0802743544824025
2021-10-29,1.0800369643380365
2021-11-01,1.088721286553607
2021-11-02,1.0856536297164405
2021-11-03,1.0920786475083386
2021-11-04,1.0951143072928655
2021-11-05,1.097632865065519
2021-11-08,1.0984758225654232
2021-11-09,1.099072513161635
2021-11-10,1.0955536022292858
2021-11-11,1.0957731680018066
2021-11-12,1.0942669392099287
2021-11-15,1.096907653328235
2021-11-16,1.0967217062641392
2021-11-17,1.0999341563978904
2021-11-18,1.099789230095693
2021-11-19,1.1027022426928221
2021-11-22,1.0982534102738224
2021-11-23,1.085777095646708
2021-11-24,1.0857145278927154
2021-11-25,1.0897448869781476
2021-11-26,1.0825207216420127
2021-11-29,1.0822126397437744
2021-11-30,1.0826387421238373
2021-12-01,1.0833926155654874
2021-12-02,1.0852390592124275
2021-12-03,1.0841246376030318
2021-12-06,1.0854362228632102
2021-12-07,1.096738338933977
2021-12-08,1.0927857910128682
2021-12-09,1.0993036295260874
2021-12-10,1.0955455328053216
2021-12-13,1.0979890653945894
2021-12-14,1.0916661142622575
2021-12-15,1.0930133189476283
2021-12-16,1.1044452707759893
2021-12-17,1.0980306370842317
2021-12-20,1.092590085868267
2021-12-21,1.1024976392174888
2021-12-22,1.0988239374862243
2021-12-23,1.1059508357333858
2021-12-24,1.105019562693974
2021-12-27,1.1077286063685527
2021-12-28,1.1078532562616838
2021-12-29,1.1048761204678232
2021-12-30,1.1074546130420215
2021-12-31,1.1129919153169214
2022-01-04,1.1125637874435155
2022-01-05,1.112060132510064
2022-01-06,1.1029641471249152
2022-01-07,1.110488948287214
2022-01-10,1.1091661426952817
2022-01-11,1.1103467084645138
2022-01-12,1.1104716919917323
2022-01-13,1.1076342323108108
2022-01-14,1.0970365606484185
2022-01-17,1.0948129908000137
2022-01-18,1.0941584054496312
2022-01-19,1.094520539200151
2022-01-20,1.102828940594836
2022-01-21,1.1022167863466743
2022-01-24,1.1011196267639207
2022-01-25,1.102099030588472
2022-01-26,1.1023790336688284
2022-01-27,1.0917139596066727
2022-01-28,1.0914365486098836
2022-02-07,1.0951253573024693
2022-02-08,1.0962136049347357
2022-02-09,1.0974650897118423
2022-02-10,1.0973018525670024
2022-02-11,1.0957783058818293
2022-02-14,1.101133919083634
2022-02-15,1.1050094563665371
2022-02-16,1.0979921291830068
2022-02-17,1.1018695693869618
2022-02-18,1.1095511878180238
2022-02-21,1.107354778548053
2022-02-22,1.111569045090276
2022-02-23,1.1057590019023253
2022-02-24,1.1127784709480149
2022-02-25,1.1059229507427095
2022-02-28,1.1014357501928322
2022-03-01,1.1039705438696952
2022-03-02,1.1118640456246522
2022-03-03,1.1143441750982948
2022-03-04,1.1138035953478655
2022-03-07,1.1210361229343777
2022-03-08,1.1258732563801825
2022-03-09,1.1310146411085713
2022-03-10,1.1170234578569969
2022-03-11,1.119077101308406
2022-03-14,1.1178108773727635
2022-03-15,1.1103138206269803
2022-03-16,1.1053962819592593
2022-03-17,1.1101027931858896
2022-03-18,1.1104762130139083
2022-03-21,1.1167597959646074
2022-03-22,1.117474008186245
2022-03-23,1.1192560609695406
2022-03-24,1.12071056897252
2022-03-25,1.1281812935401814
2022-03-28,1.1252005179837559
2022-03-29,1.122154143911522
2022-03-30,1.1256955911663205
2022-03-31,1.125008601687796
2022-04-01,1.1233936812491165
2022-04-06,1.1255697521110457
2022-04-07,1.119445202044629
2022-04-08,1.1230957744822614
2022-04-11,1.1204843057961056
2022-04-12,1.1130323448366917
2022-04-13,1.1160258601779243
2022-04-14,1.1179534588675972
2022-04-15,1.1127935673852285
2022-04-18,1.1138883238455561
2022-04-19,1.1115787159024175
2022-04-20,1.1098231043200673
2022-04-21,1.1220165432039149
2022-04-22,1.1196015030589768
2022-04-25,1.1066637417035534
2022-04-26,1.0939057536052648
2022-04-27,1.09572366240665
2022-04-28,1.0986300608265955
2022-04-29,1.1144546719024755
2022-05-05,1.1152873495457778
2022-05-06,1.1152873495457778
2022-05-09,1.1144051066556573
2022-05-10,1.1144051066556573
2022-05-11,1.1147359477394525
2022-05-12,1.1146256673781876
2022-05-13,1.114394078619531
2022-05-16,1.1140742655718623
2022-05-17,1.1146918355949467
2022-05-18,1.114570527197555
2022-05-19,1.1141845459331272
2022-05-20,1.113875760921585
2022-05-23,1.1142396861137596
2022-05-24,1.11307071428435
2022-05-25,1.1136221160906752
2022-05-26,1.113897816993838
2022-05-27,1.1142837982582656
2022-05-30,1.1146918355949464
2022-05-31,1.1144051066556573
2022-06-01,1.1148462281007174
2022-06-02,1.115099872931627
2022-06-06,1.1147138916671995
2022-06-07,1.114702863631073
2022-06-08,1.1151109009677538
2022-06-09,1.1178127698187477
2022-06-10,1.1195882836351152
2022-06-13,1.1196985639963801
2022-06-14,1.1178568819632537
2022-06-15,1.11903688182879
2022-06-16,1.1193677229125851
2022-06-17,1.1188163211062598
2022-06-20,1.118262403668489
2022-06-21,1.1169744487911755
2022-06-22,1.1110455068702205
