abs_lb,sma_lb,abs_margin,require_abs_pos,sma_buffer,sma_slope_lb,ann,sharpe,mdd,vol,ymin,y2020,y2021,y2022,y2023,y2024,y2025,y2026
4,40,0.0,False,0.0,0,0.17360615169525673,2.131198403922429,-0.08715914559656845,0.08145940395588604,0.011971143089845038,0.02578494859763336,0.0782834142413038,0.011971143089845038,0.21406049152222706,0.2763796989453915,0.3003475949473964,0.10249945513168357
4,40,0.0,False,0.0005,0,0.17222506184995567,2.1106978106656875,-0.0871783017269322,0.08159626687424197,0.0035343665437588268,0.02578494859763336,0.0782834142413038,0.0035343665437588268,0.21609145722731005,0.2763796989453924,0.30034759494739416,0.1024994551316849
4,40,0.0,False,0.001,0,0.17222506184995567,2.1106978106656875,-0.0871783017269322,0.08159626687424197,0.0035343665437588268,0.02578494859763336,0.0782834142413038,0.0035343665437588268,0.21609145722731005,0.2763796989453924,0.30034759494739416,0.1024994551316849
4,40,0.0,False,0.0015,0,0.17222506184995567,2.1106978106656875,-0.0871783017269322,0.08159626687424197,0.0035343665437588268,0.02578494859763336,0.0782834142413038,0.0035343665437588268,0.21609145722731005,0.2763796989453924,0.30034759494739416,0.1024994551316849
4,40,0.0,False,0.002,0,0.17762583947754051,2.1646366288568393,-0.08717830172693097,0.08205804018540795,0.003534366543759715,0.04740850142360342,0.08400974869798827,0.003534366543759715,0.21609145722731182,0.2763796989453924,0.30034759494739305,0.10249945513168379
4,40,0.0,False,0.0025,0,0.18339561635259738,2.231936830619691,-0.08717830172693097,0.08216882029841234,0.003534366543759715,0.04740850142360342,0.08400974869798827,0.003534366543759715,0.22747678771430513,0.2763796989453897,0.3003475949473948,0.12307848474389971
4,40,0.0,False,0.003,0,0.18192955883512618,2.212577055696948,-0.08717830172693097,0.08222518549882527,0.003534366543759715,0.04740850142360342,0.08400974869798827,0.003534366543759715,0.22747678771430513,0.2674077284480634,0.3003475949473968,0.12307848474389926
4,40,0.0,False,0.0035,0,0.181163012185938,2.203764543073278,-0.08951443776057844,0.08220615616825182,0.0009660744017985223,0.04740850142360342,0.08400974869798827,0.0009660744017985223,0.2260914316701208,0.26740772844806404,0.3003475949473955,0.12307848474389949
4,40,0.0,False,0.004,0,0.17883385905203286,2.171072650246893,-0.0895144377605781,0.08237119979918497,0.0009660744017994105,0.04740850142360342,0.0755216613979135,0.0009660744017994105,0.22196507978888746,0.2674077284480638,0.30034759494739593,0.12307848474389882
4,40,0.0,False,0.0045,0,0.1778782720611667,2.1757089301368535,-0.0895144377605781,0.08175646548914887,0.0009660744017994105,0.04740850142360342,0.0755216613979135,0.0009660744017994105,0.22196507978888746,0.2674077284480638,0.30034759494739593,0.11790776799990188
4,40,0.0,False,0.005,0,0.1747028818244869,2.1362065622954063,-0.0895144377605781,0.08178182995410536,0.0009660744017994105,0.04740850142360342,0.0755216613979135,0.0009660744017994105,0.22196507978888746,0.2480873204840639,0.30034759494739305,0.11790776799990343
4,40,0.0,False,0.0055,0,0.17575155555106337,2.1453882918109732,-0.08951443776057788,0.08192062771196877,0.0009660744017994105,0.04740850142360342,0.08268713874992106,0.0009660744017994105,0.22001906325708176,0.24812634807981127,0.3003475949473944,0.11790776799990299
4,40,0.0,False,0.006,0,0.16730064111655651,2.004723901006917,-0.0935744958750433,0.08345320821112877,-0.01481828019774356,0.04740850142360342,0.08268713874992106,-0.01481828019774356,0.20356248745875738,0.2548460259770595,0.3012272541705934,0.09838360182868322
4,40,0.0,False,0.0065,0,0.16752021648565352,2.0075766255484377,-0.0935744958750433,0.08344399628576551,-0.016082320107642323,0.04740850142360342,0.08268713874992106,-0.016082320107642323,0.20639923292453188,0.2548460259770624,0.30122725417059315,0.09838360182868278
4,40,0.0,False,0.007,0,0.16362647607072844,1.9698885666183479,-0.09055118749899604,0.08306382342815533,-0.021167678305150983,0.04740850142360342,0.06877506830283275,-0.021167678305150983,0.20520769458270083,0.2601534990708336,0.2930220876890681,0.10080068549862076
4,40,0.0,False,0.0075,0,0.1617151160521031,1.959515486825245,-0.09056172780410743,0.0825281132705461,-0.021138015996596815,0.04740850142360342,0.061177993163499034,-0.021138015996596815,0.2195772221504333,0.24426517713883622,0.2961482353554681,0.09659241482413017
4,40,0.0,False,0.008,0,0.1608174288612092,1.9426226973492553,-0.09982537469476405,0.08278366616463792,-0.031108821109737117,0.04740850142360342,0.061177993163499034,-0.031108821109737117,0.21957722215043463,0.24426517713883533,0.2961482353554685,0.10301467263802477
4,40,0.0,True,0.0,0,0.1730723003371608,2.1314202408899003,-0.08715914559656845,0.08120045827513607,0.003394052084707777,0.02578494859763336,0.08468868153942632,0.003394052084707777,0.21406049152222328,0.2763796989453913,0.3003475949473957,0.10249945513168401
4,40,0.001,False,0.0,0,0.1723022659767488,2.1159597343430905,-0.08715914559656845,0.08142984158923083,0.011971143089845038,0.02578494859763336,0.0782834142413038,0.011971143089845038,0.21406049152222706,0.2763796989453915,0.2921479753450542,0.10249945513168313
4,40,0.001,True,0.0,0,0.17176900773173487,2.116143481514049,-0.08715914559656845,0.0811707756266311,0.003394052084707777,0.02578494859763336,0.08468868153942632,0.003394052084707777,0.21406049152222328,0.2763796989453913,0.29214797534505466,0.10249945513168313
4,40,0.002,False,0.0,0,0.17368556552823788,2.1315562200923956,-0.08715914559656845,0.08148298594756709,0.011971143089845038,0.02578494859763336,0.0782834142413038,0.011971143089845038,0.22286452322099803,0.2817782504563726,0.28604347642624384,0.1024994551316849
4,40,0.002,True,0.0,0,0.1731516780462825,2.131776672964113,-0.08715914559656845,0.08122411706734976,0.003394052084707777,0.02578494859763336,0.08468868153942632,0.003394052084707777,0.22286452322099937,0.2817782504563713,0.2860434764262443,0.10249945513168424
4,40,0.003,False,0.0,0,0.17841371419247287,2.1843494819459606,-0.09122970648390405,0.08167819099786648,-0.012428589587380023,0.04740850142360342,0.0810653305547,-0.012428589587380023,0.2491218229196206,0.2727683322817811,0.28604347642624406,0.11319696777758259
4,40,0.003,True,0.0,0,0.17841371419247287,2.1843494819459606,-0.09122970648390405,0.08167819099786648,-0.012428589587380023,0.04740850142360342,0.0810653305547,-0.012428589587380023,0.2491218229196206,0.2727683322817811,0.28604347642624406,0.11319696777758259
4,40,0.004,False,0.0,0,0.17791111938880078,2.177273637636316,-0.09122970648390405,0.08171279728621708,-0.012428589587380023,0.04740850142360342,0.0810653305547,-0.012428589587380023,0.244638244736046,0.2509070384335106,0.2860434764262443,0.13397567497557095
4,40,0.004,True,0.0,0,0.17791111938880078,2.177273637636316,-0.09122970648390405,0.08171279728621708,-0.012428589587380023,0.04740850142360342,0.0810653305547,-0.012428589587380023,0.244638244736046,0.2509070384335106,0.2860434764262443,0.13397567497557095
4,40,0.005,False,0.0,0,0.17731422347423642,2.157752377555984,-0.0912297064839045,0.0821754272263041,-0.03198978284205922,0.04740850142360342,0.07938283439054206,-0.03198978284205922,0.2677584679274898,0.2512497684282957,0.28604347642624584,0.1339756749755716
4,40,0.005,True,0.0,0,0.17731422347423642,2.157752377555984,-0.0912297064839045,0.0821754272263041,-0.03198978284205922,0.04740850142360342,0.07938283439054206,-0.03198978284205922,0.2677584679274898,0.2512497684282957,0.28604347642624584,0.1339756749755716
4,40,0.006,False,0.0,0,0.17676884390113434,2.112891155932508,-0.09125110176975337,0.08366206815945461,-0.02366530603112693,0.04740850142360342,0.0790320658537862,-0.02366530603112693,0.2677584679274898,0.25464641949804734,0.2912416524285679,0.11417088414568433
4,40,0.006,True,0.0,0,0.17676884390113434,2.112891155932508,-0.09125110176975337,0.08366206815945461,-0.02366530603112693,0.04740850142360342,0.0790320658537862,-0.02366530603112693,0.2677584679274898,0.25464641949804734,0.2912416524285679,0.11417088414568433
4,40,0.007,False,0.0,0,0.17424247956249905,2.0960013848481878,-0.09846577268824974,0.0831308990643245,-0.031416549016964335,0.04740850142360342,0.08871432808472623,-0.031416549016964335,0.234890232176316,0.26573901725784754,0.30277002044765267,0.10904117849769546
4,40,0.007,True,0.0,0,0.17424247956249905,2.0960013848481878,-0.09846577268824974,0.0831308990643245,-0.031416549016964335,0.04740850142360342,0.08871432808472623,-0.031416549016964335,0.234890232176316,0.26573901725784754,0.30277002044765267,0.10904117849769546
4,40,0.008,False,0.0,0,0.165747470669942,1.9999499878974398,-0.09760292707162888,0.08287580773166901,-0.030489531539764303,0.04740850142360342,0.08097552054605028,-0.030489531539764303,0.21881934315629947,0.2729021067497448,0.26719878101231576,0.10904117849769479
4,40,0.008,True,0.0,0,0.165747470669942,1.9999499878974398,-0.09760292707162888,0.08287580773166901,-0.030489531539764303,0.04740850142360342,0.08097552054605028,-0.030489531539764303,0.21881934315629947,0.2729021067497448,0.26719878101231576,0.10904117849769479
4,40,0.009,False,0.0,0,0.1645281072521816,1.9789765857546773,-0.10215021609891273,0.08313797567718026,-0.027175570249662884,0.04740850142360342,0.07277027677708481,-0.027175570249662884,0.21708923442057326,0.27290210674974746,0.26678369888307607,0.10904117849769546
4,40,0.009,True,0.0,0,0.1645281072521816,1.9789765857546773,-0.10215021609891273,0.08313797567718026,-0.027175570249662884,0.04740850142360342,0.07277027677708481,-0.027175570249662884,0.21708923442057326,0.27290210674974746,0.26678369888307607,0.10904117849769546
4,40,0.01,False,0.0,0,0.17327727307400176,2.1047483026042326,-0.07237128620446398,0.082326838254058,0.005090039223753395,0.04740850142360342,0.07277027677708481,0.005090039223753395,0.2170892344205706,0.2687114310191232,0.283695599143833,0.10904117849769634
