abs_lb,sma_lb,ann,sharpe,mdd,vol,ymin,y2020,y2021,y2022,y2023,y2024,y2025,y2026
5,30,0.14654500545818605,1.801810058164698,-0.10069436224947115,0.08133210534269912,-0.009746565325113865,0.03625561548873879,0.060827492916244674,-0.009746565325113865,0.24223803996024107,0.16100669714173899,0.3050386487208754,0.06277844027660606
5,40,0.13515209562391006,1.6754682461665986,-0.09649047962164348,0.08066526831119146,-0.007232780228720759,0.03625561548873879,0.06838933870936281,-0.007232780228720759,0.20279591743321168,0.14437542316836893,0.24653453639717204,0.09087536947357222
5,50,0.12078417136026576,1.5010457329799576,-0.1050896672801026,0.08046668313061885,-0.026085278568474313,0.01450734230984918,0.04579838592050689,-0.026085278568474313,0.1831742092390256,0.1425519430250024,0.25279640743603027,0.09338839311375091
5,60,0.1111990967440013,1.4047673228873867,-0.11979526269545471,0.07915837372657591,-0.04583690735629331,-0.008834496519059654,0.056020594424003756,-0.04583690735629331,0.15051843222313588,0.1425519430250024,0.2751892219138117,0.0884093241745374
5,80,0.1084726427145577,1.3764572937858048,-0.1152660233362327,0.0788056725074374,-0.04385969750149632,0.00729455409432922,0.04490611400592903,-0.04385969750149632,0.14829716441705854,0.1339259110003701,0.25985284930641983,0.08840932417453784
5,100,0.11403196089631829,1.4397530802039462,-0.09850379724302605,0.07920244274119924,-0.022294783132507323,0.00729455409432922,0.07057533249910541,-0.022294783132507323,0.12621444525554226,0.1339259110003721,0.2588937117425565,0.09067027362596392
6,20,0.11734615168688811,1.4631047531586385,-0.0869344471025435,0.08020352024252138,-0.009791311884543852,0.03625561548873879,-0.00543122927554307,-0.009791311884543852,0.20486814742296033,0.1943021332173107,0.21891387182429134,0.050403050901613344
6,30,0.15244959703205474,1.85762806111653,-0.08132915446444466,0.0820668034807919,0.005535152136472821,0.03625561548873879,0.005535152136472821,0.013605911225424316,0.22206208785677606,0.19697533001798995,0.3374458184314564,0.08510115917688221
6,40,0.1377206839744749,1.655522932627021,-0.08157201453735674,0.08318862956246496,0.011715668293702963,0.03625561548873879,0.013741044641758293,0.011715668293702963,0.1848610634411858,0.19505416539531528,0.2854558549457771,0.07722138123963429
6,50,0.12473283907201638,1.5090849269972824,-0.1066398604800527,0.08265461859738064,-0.025430652252812713,0.010694790942730403,0.01448214595657138,-0.025430652252812713,0.16419860635932992,0.19143060576748994,0.3008833036205434,0.08263959313857061
6,60,0.1111602894440562,1.3575906742338744,-0.11221914814706502,0.08188056352610627,-0.02655469046466641,-0.008834496519059654,-0.011783380777750097,-0.02655469046466641,0.1653288153072574,0.19143060576748927,0.2970059094662083,0.06101667637019803
6,80,0.11024079421264088,1.349659148241974,-0.12442322941687456,0.08168047047748113,-0.0495505534691415,0.00729455409432922,-0.005868191868324879,-0.0495505534691415,0.17850899183787705,0.18414189588139807,0.2921429154765878,0.05649807486921099
6,100,0.12296390134940349,1.522265444655269,-0.10230316242917314,0.08077691166224285,-0.02987390180431404,0.00729455409432922,0.013945650850991864,-0.02987390180431404,0.1590907867765381,0.1820029165244359,0.33282067501076873,0.06929685047494916
8,20,0.09852006220021048,1.2395786258814523,-0.11926128307364536,0.07947867133490932,-0.06098490977391746,0.05027540715006107,0.009449313407124516,-0.06098490977391746,0.20591815886996434,0.12211799308370774,0.2389246708556092,0.022716739267286234
8,30,0.12228490966978955,1.48379028842912,-0.14187997471402602,0.08241387655883087,-0.05614546787733854,0.05027540715006107,0.01297814268472397,-0.05614546787733854,0.2153920318761806,0.14775598296897208,0.30972783528053105,0.05088522651321026
8,40,0.1192866440221787,1.439255311255718,-0.11668703482752174,0.08288080863019624,-0.039802630775978454,0.05027540715006107,0.0013530386583231468,-0.039802630775978454,0.21018604479104397,0.14735868380555672,0.27294017338271703,0.06387145518794668
8,50,0.11654478928654521,1.4008103227656665,-0.11419665978442495,0.0831981228239716,-0.031287539444302626,0.010694790942730403,0.0114620868577191,-0.031287539444302626,0.19127405457616486,0.15099274127776385,0.2897319463135952,0.06927604995526782
8,60,0.11138793314444473,1.3404926433305995,-0.1282598196363247,0.08309477392407713,-0.033776216505185586,-0.008834496519059654,0.0016138695764300603,-0.033776216505185586,0.192458828630111,0.14804250732840307,0.3089475275007316,0.06108387139061744
8,80,0.11519328198313161,1.4108277546488495,-0.12849435658945685,0.08164942999140448,-0.052101764958593755,0.00729455409432922,-0.0019851912056348953,-0.052101764958593755,0.19644312900045646,0.14804250732840152,0.3326226664566596,0.06618473355913101
8,100,0.11871959745557992,1.4492748338683492,-0.1014959993810649,0.08191655211365127,-0.038210867480242605,0.00729455409432922,0.02569389232743191,-0.038210867480242605,0.1689314342745778,0.14804250732840174,0.33172178322059365,0.06618473355913079
10,20,0.12363577588593078,1.6071122480050468,-0.062365434148627386,0.07693039240999085,0.01263658003808854,0.01263658003808854,0.07040025061068333,0.024572167731944372,0.1981302099397404,0.14477340852003362,0.21801036930522022,0.046325066785061875
10,30,0.1361602817891021,1.6895327177382524,-0.05820927760368633,0.08059049721829446,-0.004093841079502281,0.01263658003808854,0.01687261944147922,-0.004093841079502281,0.20377076274323302,0.16877196492851887,0.31158816713098014,0.09261734635460961
10,40,0.12586717423644989,1.5421850078878723,-0.061792296500561505,0.0816161313932325,-0.0064837313627632565,0.01263658003808854,0.026540237266681865,-0.0064837313627632565,0.19517178779623467,0.14799892615882682,0.26994586794001196,0.09100023817587855
10,50,0.1320769859766313,1.5769746699137452,-0.06351181466354694,0.0837533972462953,-0.0035589671775340115,0.010694790942730403,0.025069815722713384,-0.0035589671775340115,0.2025279770091848,0.1565474390843269,0.2866512625220441,0.09656734910364184
10,60,0.12641337081696236,1.5215820148080033,-0.06564294451876762,0.08308022149756646,-0.008834496519059654,-0.008834496519059654,0.01546738009839177,-0.005007776709602396,0.20670208262730227,0.15122573527760563,0.30582094492402745,0.08369996415682968
10,80,0.141240723484519,1.7020282325040554,-0.06564294451876707,0.08298377241176724,0.00729455409432922,0.00729455409432922,0.027945534538786454,0.028878742293073856,0.22663574979172485,0.15930896336872258,0.3005908549290226,0.07636022845847212
10,100,0.13692416545833908,1.6563983210961721,-0.0656429445187674,0.08266379150138557,0.00729455409432922,0.00729455409432922,0.024222636047922075,0.025592371948079062,0.20772276687385727,0.15930896336872347,0.2997116259261854,0.07795261751072524
12,20,0.08838874900062255,1.1130559086493463,-0.09753745739828701,0.07941087982532624,-0.054402825955920275,-0.005414278162318875,0.05858620499779166,-0.054402825955920275,0.19694734855429608,0.11545628292450205,0.16787163620636636,0.04308907499828818
12,30,0.11302901809567412,1.4202071884501928,-0.10927961243201112,0.07958628784228132,-0.06585866624837322,-0.01014576439803605,-0.003591629774699956,-0.06585866624837322,0.22207121604994629,0.15444092527081876,0.3127295012369886,0.07790225593019473
12,40,0.11582531388960327,1.4344716938235313,-0.12197027792729342,0.08074423105615641,-0.0787348099212507,-0.008834496519059654,0.06466320794395775,-0.0787348099212507,0.2183456311425418,0.1423289370423475,0.26926598643385,0.08639480702156455
12,50,0.10873617613168762,1.3394702013121265,-0.13391357465294496,0.08117849581511494,-0.08619907712617902,-0.008834496519059654,0.005740152055506487,-0.08619907712617902,0.22593162776335562,0.15127101154221823,0.28164687471863137,0.09193841754556065
12,60,0.10010303754812311,1.226707643680281,-0.149670726502799,0.08160301116882349,-0.08282242206660084,-0.008834496519059654,0.008886584007238518,-0.08282242206660084,0.1960004988979962,0.14114601680347127,0.2905896173678715,0.06530231191709057
12,80,0.11975729133059598,1.4473213120268662,-0.09749712903001195,0.08274409444222498,-0.04515611968895339,0.00729455409432922,0.041854221269979286,-0.04515611968895339,0.21894606159721652,0.1455131434681285,0.29964448837933433,0.04672701448442673
12,100,0.11351882711795769,1.3825719119807194,-0.12194794682988563,0.08210699648550415,-0.05693732997604117,0.00729455409432922,0.03210399808614972,-0.05693732997604117,0.22060769261206792,0.1455131434681276,0.2935149520975584,0.039832160162918795
