signal_date,regime,us_pick,eligible,breadth_weak,safe_w,gold_w,cn_w,hk_w,vig_w,us_w
2026-04-10,allocated,513110,"HK0005,513110",1,0.7461216205408661,0.0,0.0,0.1092477398006396,0.0,0.14463063965849435
2026-04-17,allocated,513110,"HK0005,513110",0,0.7252136648534306,0.0,0.0,0.13223256019893545,0.0,0.14255377494763397
2026-04-24,allocated,513110,"513110,HK0005",2,0.6582240206171206,0.0,0.0,0.16408403267308716,0.0,0.17769194670979227
2026-04-30,allocated,513110,"513110,HK0005",1,0.5941672407158407,0.0,0.0,0.18358322933666424,0.0,0.22224952994749503
2026-05-08,allocated,513110,513110,2,0.65,0.0,0.0,0.0,0.0,0.35
2026-05-15,allocated,513110,513110,2,0.65,0.0,0.0,0.0,0.0,0.35
2026-05-22,allocated,513110,"513110,HK0005",2,0.5096472471573232,0.0,0.0,0.22601415569653108,0.0,0.26433859714614566
2026-05-29,allocated,513110,"513110,HK0005",1,0.5465333425912361,0.0,0.0,0.24643959127943482,0.0,0.2070270661293291
2026-06-05,canary_safe,513110,,4,1.0,0.0,0.0,0.0,0.0,0.0
2026-06-12,allocated,513110,"513110,HK0005",2,0.6659870511920064,0.0,0.0,0.1903306050928021,0.0,0.14368234371519148
2026-06-18,allocated,513110,"513110,HK0005",1,0.6718376718607227,0.0,0.0,0.19358062228503312,0.0,0.13458170585424412
2026-06-26,canary_safe,513110,,4,1.0,0.0,0.0,0.0,0.0,0.0
2026-07-03,allocated,513400,"HK0005,513400",0,0.4762091443860743,0.0,0.0,0.21571370769549592,0.0,0.3080771479184298
2026-07-10,allocated,513400,"HK0005,513400",2,0.38560245377630475,0.0,0.0,0.33376348789101856,0.0,0.28063405833267674
2026-07-17,allocated,513400,"HK0005,515450",2,0.30000000000000004,0.0,0.35,0.35,0.0,0.0
2026-07-24,allocated,VIG,"HK0005,VIG,515450",0,0.1565654376868144,0.0,0.2085820353915358,0.28485252692164975,0.35,0.35
2026-07-31,allocated,VIG,"HK0005,515450,VIG",0,0.11180093980672645,0.0,0.2572985694435388,0.2809004907497348,0.35,0.35
2026-08-07,allocated,513400,"HK0005,513400,159934",2,0.19950224118377125,0.2609717351317689,0.0,0.2507006834799184,0.0,0.2888253402045415
