tilt,dev,temp,ema,bond_c,ann,vol,sharpe,mdd,ymean,ystd,ymin,ymax,yrange,util,y2021,y2022,y2023,y2024,y2025
0.25,0.22,0.06,0.3,0.4,0.10917700110233763,0.07185872968209676,1.519328292962275,-0.07987251218675251,0.1187222113100161,0.06865969787999583,0.007733456356297408,0.19041948976934653,0.18268603341304912,0.3153960375426049,0.10775831250643186,0.007733456356297408,0.14655216995693743,0.19041948976934653,0.14114762796106728
0.25,0.18,0.06,0.3,0.4,0.10916545924888155,0.07185341498678621,1.519280040746247,-0.07987251218675251,0.1187222113100161,0.06865969787999583,0.007733456356297408,0.19041948976934653,0.18268603341304912,0.31537012426445066,0.10775831250643186,0.007733456356297408,0.14655216995693743,0.19041948976934653,0.14114762796106728
0.25,0.12,0.06,0.3,0.4,0.10822371983891887,0.07083039164143362,1.5279277345631856,-0.08139689185865273,0.11868405377081573,0.06897375582942206,0.007495266952174617,0.1922602245010241,0.18476495754884947,0.3142212179342557,0.10839644710729401,0.007495266952174617,0.14281615228668976,0.1922602245010241,0.14245217800689614
0.25,0.15,0.08,0.3,0.4,0.1082925334603122,0.07177740777665917,1.508727283622064,-0.0847925626386885,0.11796391711554324,0.06770656022468255,0.008721304319678325,0.1869193305978749,0.1781980262781966,0.3140595077038554,0.10469565075522902,0.008721304319678325,0.14039568361181898,0.1869193305978749,0.14908761629311496
0.35,0.18,0.1,0.3,0.45,0.09979094303613922,0.0664951813953513,1.500724427576577,-0.08091459756984676,0.1081563468711598,0.06369227936046969,0.005677842673879718,0.17698945227586793,0.1713116096019882,0.30975178701893824,0.09921660326748372,0.005677842673879718,0.12984853426453347,0.17698945227586793,0.12904930187403418
0.25,0.12,0.14,0.3,0.35,0.11076064816161191,0.07278499620124353,1.5217511017706087,-0.0835091013186029,0.12081426972218852,0.07084070030456072,0.0075259161047109835,0.19652918115324236,0.18900326504853138,0.3091257338730249,0.10706087264399566,0.0075259161047109835,0.14612965591281646,0.19652918115324236,0.14682572279617712
0.35,0.22,0.14,0.3,0.45,0.09875160039599273,0.0649776800900023,1.5197772567319932,-0.07334856547792223,0.1065712278291068,0.06486083063291054,0.002899502584384095,0.17614419848574037,0.17324469590135627,0.30798846518926504,0.09414112313917578,0.002899502584384095,0.128715464426983,0.17614419848574037,0.13095585050925074
0.35,0.12,0.14,0.3,0.4,0.10390088453562263,0.06872304020056515,1.5118784651027153,-0.08129036240452203,0.11391669553103956,0.06762235026652624,0.006884660948979215,0.18847101284901013,0.18158635190003092,0.30790776761454464,0.10056006742490387,0.006884660948979215,0.14173964249891702,0.18847101284901013,0.13192809393338756
0.35,0.12,0.08,0.3,0.45,0.09940379158044843,0.06681368965631071,1.4877758149831426,-0.07960285766514297,0.10850561114346217,0.06406577008275519,0.006373156432292415,0.18063662808259817,0.17426347165030576,0.3069760774260716,0.10101771251412872,0.006373156432292415,0.12371645157583866,0.18063662808259817,0.13078410711245292
0.35,0.12,0.1,0.3,0.45,0.09998826639491809,0.06592622540403953,1.5166690612441989,-0.07879413593059459,0.10897296908136118,0.06546168437304895,0.004224694647944061,0.1800769611934525,0.17585226654550845,0.3068204531963954,0.09841107016448625,0.004224694647944061,0.13456194941539112,0.1800769611934525,0.12759016998553196
