abs_lb,sma_lb,ann,sharpe,mdd,vol,ymin,y2020,y2021,y2022,y2023,y2024,y2025,y2026,d_ann,d_sh,d_mdd,score
4,30,0.17491556259969632,2.1409839992565853,-0.08825342698910865,0.08169867811269599,0.017034514317173732,0.02578494859763336,0.0637984297018852,0.017034514317173732,0.24324149816138196,0.2651048255445112,0.30034759494739593,0.10249945513168357,0.0013094109044395896,0.009785595334156127,-0.0010942813925401973,0.05143302268453609
