,ann_return,sharpe_rf0,max_drawdown,ann_vol,yearly_std,yearly_min,yearly_max,by_year
v1_hard_switch,0.1583462881532396,2.039293974576001,-0.05320895814444748,0.07764760261509726,0.10929810099955588,0.012118243563853603,0.27282611952625135,"{'2020': 0.019668297546751257, '2021': 0.09152350621736427, '2022': 0.012118243563853603, '2023': 0.19615459090742093, '2024': 0.25619714798319193, '2025': 0.27282611952625135, '2026': 0.071355253533816}"
final_ytd_mediation,0.1510321638650023,2.0321580921367484,-0.053910238574332525,0.07432107002373858,0.09445701718355352,0.012283642320921384,0.23701014910592644,"{'2020': 0.02139396047323916, '2021': 0.09455937453384067, '2022': 0.012283642320921384, '2023': 0.21878570383647666, '2024': 0.20352057068582408, '2025': 0.23701014910592644, '2026': 0.0842458598043172}"
