date,open,high,low,close,volume
2020-09-04,88.488,101.288,88.488,95.962,210840.0
2020-09-07,96.058,96.058,91.289,93.291,204240.0
2020-09-08,93.293,95.956,93.293,95.862,102080.0
2020-09-09,95.858,95.876,95.848,95.866,190130.0
2020-09-10,95.858,95.877,95.858,95.876,152090.0
2020-09-11,95.868,95.879,95.868,95.877,208390.0
2020-09-14,95.828,95.847,95.828,95.828,116180.0
2020-09-15,95.808,95.817,95.808,95.808,184050.0
2020-09-16,95.803,95.812,95.803,95.811,170660.0
2020-09-17,95.809,95.823,95.808,95.82,177760.0
2020-09-18,95.828,95.833,95.818,95.818,191850.0
2020-09-21,95.818,95.841,95.788,95.818,228540.0
2020-09-22,95.848,95.848,95.798,95.817,194120.0
2020-09-23,95.808,95.822,95.688,95.688,178469.0
2020-09-24,95.688,95.838,95.688,95.827,152030.0
2020-09-25,95.798,95.818,95.798,95.798,158070.0
2020-09-28,95.798,95.812,95.798,95.798,156290.0
2020-09-29,93.838,95.815,93.838,95.808,153470.0
2020-09-30,95.833,95.837,95.828,95.828,154030.0
2020-10-09,95.868,95.876,95.868,95.868,146624.0
2020-10-12,95.868,95.868,95.848,95.857,152070.0
2020-10-13,95.857,95.857,95.838,95.838,175160.0
2020-10-14,95.868,95.877,95.868,95.871,180850.0
2020-10-15,95.868,95.877,95.868,95.868,151630.0
2020-10-16,95.868,95.897,95.868,95.889,175100.0
2020-10-19,95.838,95.847,95.827,95.828,153250.0
2020-10-20,93.837,95.747,93.837,95.738,174271.0
2020-10-21,95.763,95.767,95.758,95.758,151020.0
2020-10-22,95.808,95.817,95.808,95.816,155810.0
2020-10-23,95.783,95.787,95.778,95.779,178110.0
2020-10-26,95.953,95.957,95.949,95.951,172400.0
2020-10-27,95.898,95.907,95.898,95.898,155230.0
2020-10-28,95.903,95.927,95.903,95.927,176660.0
2020-10-29,95.983,95.987,95.968,95.968,160300.0
2020-10-30,96.268,96.277,96.268,96.268,151650.0
2020-11-02,95.713,96.176,95.713,95.798,180310.0
2020-11-03,95.798,96.188,95.288,96.07,148760.0
2020-11-04,96.293,96.297,96.288,96.288,152670.0
2020-11-05,96.308,96.317,96.308,96.308,156540.0
2020-11-06,96.333,96.337,96.328,96.33,157670.0
2020-11-09,96.298,96.307,96.298,96.298,164520.0
2020-11-10,96.338,96.338,96.328,96.336,164930.0
2020-11-11,96.338,96.347,96.288,96.339,166020.0
2020-11-12,96.348,96.348,96.288,96.297,190600.0
2020-11-13,96.278,96.278,96.269,96.277,156800.0
2020-11-16,96.243,96.247,96.238,96.238,160840.0
2020-11-17,96.238,96.267,96.238,96.258,188050.0
2020-11-18,96.088,96.277,96.088,96.268,194220.0
2020-11-19,96.253,96.257,96.248,96.248,174110.0
2020-11-20,96.258,96.258,95.253,96.188,176740.0
2020-11-23,96.188,96.267,96.188,96.267,160140.0
2020-11-24,96.228,96.228,96.218,96.225,173630.0
2020-11-25,96.253,96.257,96.248,96.248,169410.0
2020-11-26,96.253,96.257,96.248,96.248,156810.0
2020-11-27,96.233,96.237,96.228,96.228,156420.0
2020-11-30,96.298,96.307,96.298,96.298,222260.0
2020-12-01,96.293,96.297,96.188,96.188,231719.99999999997
2020-12-02,96.188,96.238,96.188,96.19,207100.0
2020-12-03,96.213,96.217,96.208,96.209,207769.99999999997
2020-12-04,96.243,96.248,96.238,96.247,220130.00000000003
2020-12-07,96.273,96.277,96.268,96.27,206130.00000000003
2020-12-08,96.328,96.337,96.318,96.318,181250.0
2020-12-09,96.343,96.347,96.339,96.346,157600.0
2020-12-10,96.313,96.317,96.309,96.316,194800.0
2020-12-11,96.358,96.367,96.348,96.356,218510.0
2020-12-14,96.383,96.387,96.378,96.387,219750.0
2020-12-15,96.393,96.396,96.387,96.387,175040.0
2020-12-16,96.354,96.362,96.353,96.354,160640.0
2020-12-17,96.398,96.398,96.338,96.338,209619.99999999997
2020-12-18,96.403,96.407,96.328,96.338,194700.0
2020-12-21,96.412,96.412,95.22,96.032,175620.0
2020-12-22,96.032,96.482,96.032,96.482,208810.0
2020-12-23,96.387,96.392,96.382,96.384,192000.0
2020-12-24,96.422,96.422,96.412,96.421,190690.0
2020-12-25,96.442,96.442,96.433,96.442,238900.0
2020-12-28,96.537,96.541,96.532,96.54,210110.0
2020-12-29,96.552,96.561,96.542,96.553,140700.0
2020-12-30,96.082,96.646,96.082,96.646,154940.0
2020-12-31,96.667,96.671,96.662,96.662,136650.0
2021-01-04,96.662,96.662,96.652,96.652,160540.0
2021-01-05,96.652,96.652,96.412,96.412,190170.0
2021-01-06,96.422,96.482,96.382,96.392,213769.99999999997
2021-01-07,96.442,96.451,96.432,96.45,163100.0
2021-01-08,96.342,96.382,96.332,96.333,169400.0
2021-01-11,96.387,96.391,96.182,96.182,174710.0
2021-01-12,96.632,96.691,96.632,96.682,131310.0
2021-01-13,96.702,96.711,96.632,96.702,173440.0
2021-01-14,96.712,96.721,96.712,96.717,194280.0
2021-01-15,96.737,96.741,96.732,96.733,193240.0
2021-01-18,96.932,96.941,96.932,96.932,193260.0
2021-01-19,96.942,97.042,96.932,96.95,147330.0
2021-01-20,96.951,97.022,96.942,96.942,198700.0
2021-01-21,96.972,96.981,96.962,96.974,130450.0
2021-01-22,96.982,96.991,96.982,96.984,178950.0
2021-01-26,97.007,97.011,97.003,97.003,178700.0
2021-01-27,96.962,96.962,96.962,96.962,130.0
2021-01-28,96.971,96.971,96.962,96.962,110.00000000000001
2021-01-29,96.962,96.962,96.962,96.962,20.0
2021-02-01,96.967,96.971,96.962,96.967,163810.0
2021-02-02,96.991,96.991,96.983,96.991,202300.0
2021-02-03,97.022,97.031,97.022,97.024,114609.99999999999
2021-02-04,97.052,97.052,97.022,97.052,140910.0
2021-02-05,97.082,97.422,97.052,97.052,147020.0
2021-02-08,97.182,97.182,97.089,97.13,104300.0
2021-02-09,97.132,97.139,97.13,97.133,196610.0
2021-02-10,97.132,97.142,97.132,97.142,200.0
2021-02-18,97.132,97.141,97.132,97.135,167210.0
2021-02-19,97.142,97.151,97.142,97.142,232860.0
2021-02-22,97.162,97.162,97.152,97.154,133500.0
2021-02-23,97.182,97.191,97.182,97.191,220800.0
2021-02-24,97.252,97.261,97.243,97.243,68620.0
2021-02-25,97.241,97.252,97.241,97.251,140910.0
2021-02-26,97.253,97.262,97.253,97.254,169100.0
2021-03-01,97.242,97.322,97.238,97.282,28210.000000000004
2021-03-02,97.322,107.337,97.322,97.332,99860.0
2021-03-03,97.352,97.352,97.332,97.332,165630.0
