date,open,close,high,low,volume,turnover,amount
2020-09-04,88.488,95.962,101.288,88.488,210840.0,0.0,21068900.0
2020-09-07,96.058,93.291,96.058,91.289,204240.0,0.0,20338500.0
2020-09-08,93.293,95.862,95.956,93.293,102080.0,0.0,10159000.0
2020-09-09,95.858,95.866,95.876,95.848,190130.0,0.0,18933200.0
2020-09-10,95.858,95.876,95.877,95.858,152090.0,0.0,15145800.0
2020-09-11,95.868,95.877,95.879,95.868,208390.0,0.0,20753300.0
2020-09-14,95.828,95.828,95.847,95.828,116180.0,0.0,11566400.000000002
2020-09-15,95.808,95.808,95.817,95.808,184050.0,0.0,18317800.0
2020-09-16,95.803,95.811,95.812,95.803,170660.0,0.0,16984400.0
2020-09-17,95.809,95.82,95.823,95.808,177760.0,0.0,17692200.0
2020-09-18,95.828,95.818,95.833,95.818,191850.0,0.0,19097100.0
2020-09-21,95.818,95.818,95.841,95.788,228540.0,0.0,22750400.0
2020-09-22,95.848,95.817,95.848,95.798,194120.0,0.0,19320100.0
2020-09-23,95.808,95.688,95.822,95.688,178469.0,0.0,17761700.0
2020-09-24,95.688,95.827,95.838,95.688,152030.0,0.0,15133500.0
2020-09-25,95.798,95.798,95.818,95.798,158070.0,0.0,15731600.0
2020-09-28,95.798,95.798,95.812,95.798,156290.0,0.0,15553599.999999998
2020-09-29,93.838,95.808,95.815,93.838,153470.0,0.0,15274000.0
2020-09-30,95.833,95.828,95.837,95.828,154030.0,0.0,15332800.0
2020-10-09,95.868,95.868,95.876,95.868,146624.0,0.0,14601500.0
2020-10-12,95.868,95.857,95.868,95.848,152070.0,0.0,15140700.0
2020-10-13,95.857,95.838,95.857,95.838,175160.0,0.0,17438200.0
2020-10-14,95.868,95.871,95.877,95.868,180850.0,0.0,18009900.0
2020-10-15,95.868,95.868,95.877,95.868,151630.0,0.0,15100000.0
2020-10-16,95.868,95.889,95.897,95.868,175100.0,0.0,17440700.0
2020-10-19,95.838,95.828,95.847,95.827,153250.0,0.0,15255800.0
2020-10-20,93.837,95.738,95.747,93.837,174271.0,0.0,17332000.0
2020-10-21,95.763,95.758,95.767,95.758,151020.0,0.0,15022700.0
2020-10-22,95.808,95.816,95.817,95.808,155810.0,0.0,15507000.0
2020-10-23,95.783,95.779,95.787,95.778,178110.0,0.0,17720900.0
2020-10-26,95.953,95.951,95.957,95.949,172400.0,0.0,17182200.0
2020-10-27,95.898,95.898,95.907,95.898,155230.0,0.0,15463200.0
2020-10-28,95.903,95.927,95.927,95.903,176660.0,0.0,17601600.0
2020-10-29,95.983,95.968,95.987,95.968,160300.0,0.0,15981000.0
2020-10-30,96.268,96.268,96.277,96.268,151650.0,0.0,15162700.0
2020-11-02,95.713,95.798,96.176,95.713,180310.0,0.0,17937400.0
2020-11-03,95.798,96.07,96.188,95.288,148760.0,0.0,14797700.0
2020-11-04,96.293,96.288,96.297,96.288,152670.0,0.0,15267800.0
2020-11-05,96.308,96.308,96.317,96.308,156540.0,0.0,15657900.0
2020-11-06,96.333,96.33,96.337,96.328,157670.0,0.0,15774100.0
2020-11-09,96.298,96.298,96.307,96.298,164520.0,0.0,16454700.0
2020-11-10,96.338,96.336,96.338,96.328,164930.0,0.0,16500500.0
2020-11-11,96.338,96.339,96.347,96.288,166020.0,0.0,16610800.0
2020-11-12,96.348,96.297,96.348,96.288,190600.0,0.0,19061400.0
2020-11-13,96.278,96.277,96.278,96.269,156800.0,0.0,15677700.0
2020-11-16,96.243,96.238,96.247,96.238,160840.0,0.0,16076700.0
2020-11-17,96.238,96.258,96.267,96.238,188050.0,0.0,18800300.0
2020-11-18,96.088,96.268,96.277,96.088,194220.0,0.0,19418400.0
2020-11-19,96.253,96.248,96.257,96.248,174110.0,0.0,17405000.0
2020-11-20,96.258,96.188,96.258,95.253,176740.0,0.0,17653900.0
2020-11-23,96.188,96.267,96.267,96.188,160140.0,0.0,16010100.0
2020-11-24,96.228,96.225,96.228,96.218,173630.0,0.0,17351900.0
2020-11-25,96.253,96.248,96.257,96.248,169410.0,0.0,16935000.0
2020-11-26,96.253,96.248,96.257,96.248,156810.0,0.0,15675700.0
2020-11-27,96.233,96.228,96.237,96.228,156420.0,0.0,15633599.999999998
2020-11-30,96.298,96.298,96.307,96.298,222260.0,0.0,22229500.0
2020-12-01,96.293,96.188,96.297,96.188,231719.99999999997,0.0,23172300.0
2020-12-02,96.188,96.19,96.238,96.188,207100.0,0.0,20690600.0
2020-12-03,96.213,96.209,96.217,96.208,207769.99999999997,0.0,20761500.0
2020-12-04,96.243,96.247,96.248,96.238,220130.00000000003,0.0,22003100.0
2020-12-07,96.273,96.27,96.277,96.268,206130.00000000003,0.0,20610200.0
2020-12-08,96.328,96.318,96.337,96.318,181250.0,0.0,18133300.0
2020-12-09,96.343,96.346,96.347,96.339,157600.0,0.0,15768699.999999998
2020-12-10,96.313,96.316,96.317,96.309,194800.0,0.0,19485000.0
2020-12-11,96.358,96.356,96.367,96.348,218510.0,0.0,21866800.0
2020-12-14,96.383,96.387,96.387,96.378,219750.0,0.0,21996000.0
2020-12-15,96.393,96.387,96.396,96.387,175040.0,0.0,17522400.0
2020-12-16,96.354,96.354,96.362,96.353,160640.0,0.0,16075100.0
2020-12-17,96.398,96.338,96.398,96.338,209619.99999999997,0.0,20974600.0
2020-12-18,96.403,96.338,96.407,96.328,194700.0,0.0,19486500.0
2020-12-21,96.412,96.032,96.412,95.22,175620.0,0.0,17510000.0
2020-12-22,96.032,96.482,96.482,96.032,208810.0,0.0,20821200.0
