total_return,cagr,ann_vol,sharpe,max_drawdown,calmar,win_rate,n_obs,avg_turnover,avg_exposure,max_leverage
45.3570701512662,0.4343962254909406,0.24089283151859495,1.6215996080698647,-0.15924217638553484,2.7278968132113524,0.4231464737793852,553.0,0.2902350813743219,0.6537070524412296,1.0
