total_return,cagr,ann_vol,sharpe,max_drawdown,calmar,win_rate,n_obs,avg_turnover,avg_exposure,max_leverage
9.083548937739367,0.24271725330263294,0.14543117604682398,1.5690999483227197,-0.11632625467218016,2.086521688389574,0.40325497287522605,553.0,0.2902350813743219,0.37326979576935265,2.0
