date,dd_scale
2021-07-09,0.9160714176751448
2021-07-12,0.9433328112686096
2021-07-13,0.9583747348971766
2021-07-14,0.9751076088567181
2021-07-15,1.0
2021-07-16,0.9647499346976546
2021-07-19,1.0
2021-07-20,1.0
2021-07-21,1.0
2021-07-22,1.0
2021-07-23,1.0
2021-07-26,1.0
2021-07-27,1.0
2021-07-28,1.0
2021-07-29,1.0
2021-07-30,1.0
2021-08-02,1.0
2021-08-03,0.9136207380034647
2021-08-04,0.7942458385056985
2021-08-05,0.8273087034391489
2021-08-06,0.8350930041374214
2021-08-09,0.8854013261852245
2021-08-10,0.8672262414066362
2021-08-11,0.9134640228185906
2021-08-12,0.9387690309007055
