date,pairs,bollinger,reversal
2022-10-21,1.0712452613212367,0.961057619335468,0.6795176308568422
2022-10-24,1.0661843669129152,0.961057619335468,0.6794496790937565
2022-10-25,1.0724488308391877,0.961057619335468,0.6786263305429406
2022-10-26,1.074769998536977,0.961057619335468,0.6842026457280119
2022-10-27,1.0798072562674428,0.961057619335468,0.6797555081704636
2022-10-28,1.0749277816576286,0.961057619335468,0.6797555081704636
2022-10-31,1.0737585322003598,0.961057619335468,0.679679807556789
2022-11-01,1.078882555579196,0.961057619335468,0.7084936616064763
2022-11-02,1.0797415385056128,0.961057619335468,0.7090657788165889
2022-11-03,1.0814108736041397,0.961057619335468,0.7146146876883669
2022-11-04,1.104287806843996,0.961057619335468,0.6892115583511402
2022-11-07,1.1074257436309205,0.961057619335468,0.689102194409796
2022-11-08,1.1152953015678104,0.961057619335468,0.6936251122349705
2022-11-09,1.1066483019180622,0.9609615135735344,0.6945862862435402
2022-11-10,1.099893129544901,0.9602942784800448,0.7004559105415742
2022-11-11,1.1167364543856846,0.9527269101756225,0.6774734145308633
2022-11-14,1.1188537630848894,0.9604101917092971,0.6794873283403131
2022-11-15,1.1259109511673397,0.9567917515660339,0.6748224401996643
2022-11-16,1.1231284134013124,0.951688358185496,0.6705595436375789
2022-11-17,1.1179084180559031,0.950332543566348,0.6697489434907778
2022-11-18,1.1170198681891292,0.9509852124704407,0.6643461565713413
2022-11-21,1.115652307478369,0.956167057180284,0.6683602833342628
2022-11-22,1.1245469838949829,0.9568737524179056,0.6787816468693785
2022-11-23,1.1182255160006636,0.9568737524179056,0.6787816468693785
2022-11-24,1.1150466820860307,0.9568737524179056,0.6787816468693785
2022-11-25,1.1061867605339397,0.9568737524179056,0.6787137687046916
2022-11-28,1.1166853213678802,0.9568737524179056,0.678251114465629
2022-11-29,1.1188531447787025,0.9568737524179056,0.6837954015048576
2022-11-30,1.1190709878425582,0.9568737524179056,0.6846663013623786
2022-12-01,1.1201209582925082,0.9568737524179056,0.6845978347322423
2022-12-02,1.1078123729082265,0.9568737524179056,0.6883495360544626
2022-12-05,1.106215611555393,0.9568737524179056,0.6768661089384543
2022-12-06,1.1116774531142475,0.9568737524179056,0.6716955746999449
2022-12-07,1.1074497457889005,0.9568737524179056,0.6687736490966252
2022-12-08,1.083206295825123,0.9567780650426638,0.677023874770798
2022-12-09,1.078149343091259,0.9533208723957166,0.6757696043679187
2022-12-12,1.0799826947990094,0.9676936218220247,0.6813156646725019
2022-12-13,1.0883252970658004,0.9694623101872466,0.683413605314067
2022-12-14,1.0878371914996101,0.9871170198992307,0.6833452639535357
2022-12-15,1.085315707200144,0.9871170198992307,0.6833452639535357
2022-12-16,1.0814497136364225,0.9871170198992307,0.6837549046642261
2022-12-19,1.0756151845585122,0.9870183081972408,0.6805310881742694
2022-12-20,1.0657554114639554,0.9910154125770891,0.6776665580117082
2022-12-21,1.0676960441869405,1.001407883964695,0.6894260161106229
2022-12-22,1.061756321533552,1.0059379355951898,0.6810195885985745
2022-12-23,1.0564523413984697,1.0094020927243919,0.6733108721409824
2022-12-26,1.0608665470663992,1.0333847190034824,0.6899620106796684
2022-12-27,1.0659420909657948,1.0373818233833307,0.6899620106796684
2022-12-28,1.0540045359870198,1.0229922476158764,0.6898930144786005
2022-12-29,1.0607542157615701,1.0343483142800136,0.6908297327603095
2022-12-30,1.0720252995301476,1.0343483142800136,0.6850375958665565
2023-01-03,1.0752794655439122,1.0343483142800136,0.6854994189648936
2023-01-04,1.0625722949780914,1.0343483142800136,0.6920592645740407
2023-01-05,1.0686594426846105,1.0343483142800136,0.6920592645740407
2023-01-06,1.062874491636693,1.0343483142800136,0.6920592645740407
2023-01-09,1.0825132779401332,1.0343483142800136,0.6920592645740407
2023-01-10,1.0821257363010488,1.0343483142800136,0.6920592645740407
2023-01-11,1.0882618742962955,1.0343483142800136,0.6919900586475832
2023-01-12,1.0978116880620936,1.0343483142800136,0.6852736845489449
2023-01-13,1.1044478442605818,1.0343483142800136,0.6855731050344746
2023-01-16,1.1226968618377131,1.0343483142800136,0.6854732109495212
2023-01-17,1.1182290823472625,1.0343483142800136,0.6878014231072708
2023-01-18,1.1255296856640313,1.0343483142800136,0.6878014231072708
2023-01-19,1.1203585596034396,1.0343483142800136,0.6878014231072708
2023-01-20,1.116014692870894,1.0343483142800136,0.6878014231072708
2023-01-30,1.1182502070719347,1.0343483142800136,0.6878014231072708
2023-01-31,1.127244242229417,1.0343483142800136,0.6878014231072708
2023-02-01,1.126816808998841,1.0343483142800136,0.6877333066917939
2023-02-02,1.1357446296998643,1.0343483142800136,0.6818074057251516
2023-02-03,1.1330224252649406,1.0343483142800136,0.6829574107749316
2023-02-06,1.148636109551589,1.0343483142800136,0.6845710234446887
2023-02-07,1.1578904077861532,1.0343483142800136,0.6785344516223928
2023-02-08,1.1580555817264886,1.0343483142800136,0.6842110408162748
2023-02-09,1.1520971509574358,1.0343483142800136,0.6878189247877552
2023-02-10,1.150212232036523,1.0343483142800136,0.6823794710527789
