,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,max_daily_loss,calmar,win_rate,payoff_ratio,n_obs,max_total_margin,avg_total_margin,max_cluster_margin,max_port_var95,var_ok,margin_ok,cluster_margin_ok,max_gross_notional,avg_gross_notional,max_dd_pairs,max_dd_bollinger,max_dd_reversal
0,0.4673794446670434,0.04743931142773161,0.1619950212683695,0.36688478846111705,0.6345083892623373,-0.3197326087954341,-0.042571492068648256,0.14837182734177554,0.49256594724220626,1.0432177522074726,2085.0,0.3,0.22582265320599745,0.1,0.03,1.0,1.0,1.0,3.0,2.2582265320599744,-0.3197326087954341,-0.4201751582674904,-0.6405784730778441
