date,NAV,drawdown
2018-06-21,1.0687692798083428,-0.0025208802304670375
2018-06-22,1.0718159777077951,0.0
2018-06-25,1.0848607034216453,0.0
2018-06-26,1.0974270155900112,0.0
2018-06-27,1.1015349975563467,0.0
2018-06-28,1.1098449506953931,0.0
2018-06-29,1.1096341349008783,-0.0001899506722833344
2018-07-02,1.0855890580471177,-0.021855208363183998
2018-07-03,1.0920753903013862,-0.01601084942799713
2018-07-04,1.0986312472470492,-0.010103846885385015
2018-07-05,1.0916894664783592,-0.016358577119856554
2018-07-06,1.1051789495381426,-0.004204191904758403
2018-07-09,1.1160467132792993,0.0
2018-07-10,1.1100162264674138,-0.0054034358420052
2018-07-11,1.1090299034050932,-0.006287200876734289
2018-07-12,1.1023394013555932,-0.012282023467843683
2018-07-13,1.1039163993430752,-0.010869001979837756
2018-07-16,1.108497960555731,-0.0067638322247172145
2018-07-17,1.106911090178504,-0.008185699569825289
2018-07-18,1.1089953089195903,-0.006318198222178051
2018-07-19,1.10364606730267,-0.011111224852042523
2018-07-20,1.103417815863107,-0.01131574267091795
2018-07-23,1.1033162161025478,-0.011406778072349022
2018-07-24,1.1055210898894987,-0.009431167409536978
2018-07-25,1.102806271358758,-0.011863698681246593
2018-07-26,1.1126883842992605,-0.0030091294029896964
2018-07-27,1.1169082159707617,0.0
2018-07-30,1.1054392112102263,-0.010268529317395303
2018-07-31,1.10108008239294,-0.014171382528567533
2018-08-01,1.0924801091450955,-0.021871185542703286
2018-08-02,1.088407715467357,-0.025517316549268476
2018-08-03,1.0903094985276645,-0.02381459556189136
2018-08-06,1.1013571128597341,-0.01392334919616589
2018-08-07,1.1363722594624688,0.0
2018-08-08,1.131157467782786,-0.004588981855426
2018-08-09,1.133837232573809,-0.0022308067339296134
2018-08-10,1.130875725952447,-0.004836912784743519
2018-08-13,1.125182195119388,-0.009847181898274937
2018-08-14,1.1214563919459548,-0.013125863811185856
2018-08-15,1.1205829974370576,-0.013894445146768963
2018-08-16,1.1157542644424165,-0.018143697937333503
2018-08-17,1.1319419184087671,-0.0038986705428706303
2018-08-20,1.1208248074307972,-0.013681653967007157
2018-08-21,1.1130492934809908,-0.020524054320465668
2018-08-22,1.1093491977249679,-0.023780113877721276
2018-08-23,1.101884907817333,-0.030348639152322443
2018-08-24,1.1108590981827435,-0.022451411557506296
2018-08-27,1.0942127574054443,-0.03710008028264167
2018-08-28,1.080057542163396,-0.04955657517168799
2018-08-29,1.092903970604625,-0.038251803927706995
2018-08-30,1.1107533560324105,-0.022544463943687476
2018-08-31,1.1034335937618602,-0.028985805862763114
2018-09-03,1.0940457532716779,-0.03724704280515645
2018-09-04,1.1006874473883361,-0.03140239633358566
2018-09-05,1.1067518991208865,-0.026065719305391588
2018-09-06,1.105264777601402,-0.027374376312020665
2018-09-07,1.1256624527386323,-0.009424558400345395
2018-09-10,1.1429711257707915,0.0
2018-09-11,1.1550252323007486,0.0
2018-09-12,1.1521807291054509,-0.0024627195283272174
2018-09-13,1.1324170085063738,-0.01957379212343302
2018-09-14,1.1467373762218653,-0.0071754762122160365
2018-09-17,1.1539499073695882,-0.0009309969177195843
2018-09-18,1.1645873560398703,0.0
2018-09-19,1.1599435946745291,-0.003987473624247562
2018-09-20,1.1605402228068595,-0.0034751650118999278
2018-09-21,1.1739646596329334,0.0
2018-09-25,1.1651796088013582,-0.007483232786855809
2018-09-26,1.15955127624203,-0.012277527498493979
2018-09-27,1.1477863416385523,-0.022299068187083493
2018-09-28,1.1361130789584015,-0.032242521411476766
2018-10-08,1.1232068099727461,-0.04323626715991424
2018-10-09,1.1172947351356588,-0.04827225762911269
2018-10-10,1.103998519427351,-0.05959816561041875
2018-10-11,1.1043548590911008,-0.059294630354203126
2018-10-12,1.1180283467287404,-0.04764735671147269
2018-10-15,1.1256845265551358,-0.04112571250048824
2018-10-16,1.1234694776458707,-0.04301252305401693
2018-10-17,1.1101988489300194,-0.05431663566674294
2018-10-18,1.102780287314151,-0.06063587326473674
2018-10-19,1.1066601774812699,-0.05733092695712649
2018-10-22,1.1211963743252589,-0.04494878519100709
2018-10-23,1.1203257063947636,-0.04569043267021444
2018-10-24,1.0949657745475254,-0.06729238775391144
2018-10-25,1.1069661287929422,-0.05707031322470968
2018-10-26,1.1038858187107106,-0.05969416570353536
2018-10-29,1.1351535732341869,-0.0330598422024746
2018-10-30,1.1434045943936029,-0.026031503579405757
2018-10-31,1.1437422363464729,-0.025743895302529962
2018-11-01,1.1447497219885752,-0.024885704526653285
2018-11-02,1.1782218619694713,0.0
2018-11-05,1.175710825832048,-0.0021312082371532926
2018-11-06,1.1709270051382916,-0.006191411878053166
2018-11-07,1.159515261329096,-0.01587697635240448
2018-11-08,1.1539034276318176,-0.02063994492260046
2018-11-09,1.134894467447445,-0.03677354488194762
2018-11-12,1.1374734108472544,-0.03458470126679147
2018-11-13,1.1512930924091958,-0.022855431926260827
2018-11-14,1.148097462646933,-0.025567679818963462
2018-11-15,1.1561455513506007,-0.0187369724934221
2018-11-16,1.1612050130877232,-0.014442822214572937
2018-11-19,1.1330021205270486,-0.03837964894560275
2018-11-20,1.144596588819667,-0.028538999517117802
2018-11-21,1.1308658846603723,-0.04019275048074611
2018-11-22,1.1488855259637463,-0.024898821650353287
2018-11-23,1.1445564706036528,-0.028573049314790877
2018-11-26,1.1289282758852408,-0.04183726993643899
2018-11-27,1.1471803571629426,-0.026346060795919057
2018-11-28,1.0983431776866712,-0.06779596174635383
2018-11-29,1.1011255052539726,-0.06543449854735117
2018-11-30,1.1052418284064849,-0.061940824490385626
2018-12-03,1.1040140754623367,-0.06298286333194647
2018-12-04,1.1171735960116276,-0.05181389679512294
2018-12-05,1.1215438045923625,-0.0481047408867189
2018-12-06,1.114007541182393,-0.054501043360152934
2018-12-07,1.1156228946569144,-0.05313003376793468
2018-12-10,1.1010828598019486,-0.06547069330268585
2018-12-11,1.0992662322957234,-0.06701253152930697
2018-12-12,1.1036308590058628,-0.06330811315869245
2018-12-13,1.1093044718286653,-0.05849271038444859
2018-12-14,1.1048994975320536,-0.062231373227835673
2018-12-17,1.0983203754585045,-0.06781531483162817
2018-12-18,1.1003872777886308,-0.06606105920555161
2018-12-19,1.0949454318129,-0.07067975297739737
2018-12-20,1.0992917448261306,-0.06699087811136362
2018-12-21,1.1017604433220145,-0.06489560337952549
2018-12-24,1.0981978063824982,-0.06791934369067631
2018-12-25,1.0945426629877397,-0.07102159761477911
2018-12-26,1.0947708098874036,-0.07082796099418331
2018-12-27,1.1013415208315116,-0.06525115822367222
2018-12-28,1.0966037569200067,-0.06927227178846851
2019-01-02,1.1031179812574283,-0.0637434112676386
2019-01-03,1.105283175817081,-0.061905731430300315
2019-01-04,1.1130803094672217,-0.055288018839984354
2019-01-07,1.1171851938706852,-0.05180405326782811
2019-01-08,1.1148773330476802,-0.05376281918237946
2019-01-09,1.1189014091355671,-0.050347438584059545
2019-01-10,1.1229886962198026,-0.04687840850053748
2019-01-11,1.114608970564354,-0.053990588240133586
2019-01-14,1.101251810313449,-0.06532729882244936
2019-01-15,1.1045238047002646,-0.06255023747905664
2019-01-16,1.08869323099979,-0.07598622454690196
2019-01-17,1.098643522643763,-0.06754104799302241
2019-01-18,1.106480446867599,-0.060889563687056336
2019-01-21,1.1031122000818643,-0.06374831796284663
2019-01-22,1.1035588900345055,-0.06336919585769873
2019-01-23,1.1073252174576471,-0.06017257598099224
2019-01-24,1.1070131268661865,-0.06043745868393158
2019-01-25,1.0992768699322386,-0.06700350297801405
2019-01-28,1.0783692913059462,-0.08474852987077952
2019-01-29,1.0608954585167307,-0.09957921104656997
2019-01-30,1.0453854758428747,-0.11274310078116556
2019-01-31,1.0542688210023758,-0.10520348074334673
2019-02-01,1.0371518673342834,-0.11973126555246616
2019-02-11,1.042607312701814,-0.11510102947926049
2019-02-12,1.0554594167995734,-0.10419297853181297
2019-02-13,1.0655994706068073,-0.0955867438874447
2019-02-14,1.0671190579434873,-0.09429701452005723
2019-02-15,1.0395725426772555,-0.11767674982745169
2019-02-18,1.024230467058582,-0.13069813070136305
2019-02-19,1.023584477376668,-0.1312464057782099
2019-02-20,1.0261995104091466,-0.12902693157145284
2019-02-21,1.0389684002719903,-0.11818950758960634
2019-02-22,1.047301402186534,-0.11111698399832415
2019-02-25,1.0453550841144374,-0.11276889535298451
2019-02-26,1.0658612839478023,-0.09536453332639006
2019-02-27,1.0554854680252872,-0.10417086790345464
2019-02-28,1.048885648107123,-0.10977237652521132
2019-03-01,1.0511101598366135,-0.10788435203568769
2019-03-04,1.0448987571697732,-0.11315619672583588
2019-03-05,1.0431087853470975,-0.11467541129861902
2019-03-06,1.05247943288243,-0.10672219990626808
2019-03-07,1.0641816756141693,-0.09679007836832765
2019-03-08,1.0642052844790497,-0.09677004066096329
2019-03-11,1.064784765812365,-0.0962782136528082
2019-03-12,1.0629429475506487,-0.09784143219522912
2019-03-13,1.079936806003446,-0.08341812279882133
2019-03-14,1.0715347109090203,-0.0905492882996729
2019-03-15,1.0664823003635764,-0.09483745397417365
2019-03-18,1.0709577574858522,-0.0910389697780013
2019-03-19,1.0672552834813578,-0.09418139492219735
2019-03-20,1.0959435977898504,-0.0698325729944339
2019-03-21,1.0942905566106103,-0.07123556952046761
2019-03-22,1.0857175659691918,-0.07851178032433792
2019-03-25,1.0802031769502904,-0.08319204403094038
2019-03-26,1.0801775303628327,-0.08321381122800708
2019-03-27,1.0839602407920939,-0.08000328649462785
2019-03-28,1.0889439554910394,-0.0757734254983169
2019-03-29,1.0576000403236063,-0.10237615303134684
2019-04-01,1.0660739746857366,-0.09518401491572437
2019-04-02,1.083536986432949,-0.08036251795417437
2019-04-03,1.0756155764651687,-0.0870857084019726
2019-04-04,1.07249333107432,-0.0897356722938576
2019-04-08,1.0811659136252099,-0.08237493419280673
2019-04-09,1.1253848830758542,-0.04484467705029416
2019-04-10,1.1256885775662437,-0.044586920425508714
2019-04-11,1.1252448311184813,-0.04496354427037674
2019-04-12,1.135492065655495,-0.03626634141939178
2019-04-15,1.1319649582360582,-0.03925992652698851
2019-04-16,1.1388908604960677,-0.03338165989184705
2019-04-17,1.1452759853162855,-0.027962370854428653
2019-04-18,1.1389798895333345,-0.033306097690753544
2019-04-19,1.1398694107195646,-0.032551128516490224
2019-04-22,1.1396414368374208,-0.0327446182907869
2019-04-23,1.1394135085500534,-0.03293806936712862
2019-04-24,1.1318036179751476,-0.03939686190912528
2019-04-25,1.1243232111102948,-0.045745756889183475
2019-04-26,1.1285416747163606,-0.04216539249243534
2019-04-29,1.1202479095196216,-0.0492046144458248
2019-04-30,1.1273996624240974,-0.04313466010588318
2019-05-06,1.1039170602382995,-0.06306520370192992
2019-05-07,1.1051881648689652,-0.06198637069798185
2019-05-08,1.102089913906591,-0.06461596964057437
2019-05-09,1.1066040599118347,-0.060784648773977934
2019-05-10,1.107906284613677,-0.05967940302708141
2019-05-13,1.104497501027381,-0.06257256236856401
2019-05-14,1.0924338127548487,-0.07281145596061378
2019-05-15,1.0878511428421356,-0.07670093557445579
2019-05-16,1.0803705705027609,-0.08304997099879463
2019-05-17,1.0586343793623534,-0.10149827164742975
2019-05-20,1.0397970075231324,-0.11748623830061433
2019-05-21,1.0434182635202298,-0.11441274585069139
2019-05-22,1.0222560673594563,-0.1323738759602614
2019-05-23,1.0134684170326231,-0.1398322762925588
2019-05-24,1.0153676479550806,-0.13822032952450036
2019-05-27,0.990207068658716,-0.15957503368378934
2019-05-28,0.9885429177228505,-0.1609874594667261
2019-05-29,0.9750988279852351,-0.17239795028476512
2019-05-30,0.9838229951202485,-0.16499343045992454
2019-05-31,0.9808415188638123,-0.16752391843733527
2019-06-03,0.9738822926988262,-0.1734304682897997
2019-06-04,0.9699282587021252,-0.17678640160281056
2019-06-05,0.977816119352295,-0.17009168568828426
2019-06-06,0.9946353231328716,-0.15581661210200548
2019-06-10,0.9974071976025278,-0.15346402082940513
2019-06-11,0.9890288725110595,-0.16057501185911105
2019-06-12,0.9776184227987161,-0.17025947798611885
2019-06-13,0.9588941556903631,-0.18615144851623133
2019-06-14,0.960440075361152,-0.18483936993350603
2019-06-17,0.9568781255368367,-0.1878625270648473
2019-06-18,0.9610518383209667,-0.1843201443279039
2019-06-19,0.9721754170212249,-0.1748791561241505
2019-06-20,0.9687091691227604,-0.1778210875297267
2019-06-21,0.9774440111162879,-0.17040750756192113
2019-06-24,0.9744945372881471,-0.17291083390761508
2019-06-25,0.989776814558546,-0.15994020607963222
2019-06-26,0.9887272320251592,-0.1608310251751398
2019-06-27,0.9781657570297008,-0.16979493539982726
2019-06-28,0.9640703249138998,-0.18175824432386944
2019-07-01,0.9461881826776768,-0.19693547266550948
2019-07-02,0.9389440788339225,-0.20308380862631514
2019-07-03,0.9407889619018918,-0.20151798887070016
2019-07-04,0.9771678401219405,-0.17064190398865675
2019-07-05,1.0095801879551518,-0.14313235856311857
2019-07-08,0.9927556616156072,-0.15741194959992144
2019-07-09,0.9804993747705463,-0.16781430864677693
2019-07-10,0.960306335649321,-0.18495287971986107
2019-07-11,0.9599067623928982,-0.1852920121611441
2019-07-12,0.960871159736509,-0.18447349285273573
2019-07-15,0.9591103250764429,-0.1859679776496167
2019-07-16,0.9445908867060427,-0.19829115619438586
2019-07-17,0.9488008627982913,-0.19471799546113366
2019-07-18,0.9445040512425272,-0.19836485662918368
2019-07-19,0.9340886880270994,-0.20720475644059777
2019-07-22,0.943645710465621,-0.19909336184930548
2019-07-23,0.9422231023427349,-0.20030078140992036
2019-07-24,0.9417664786928532,-0.2006883346073448
2019-07-25,0.9381440067127108,-0.20376285910656533
2019-07-26,0.9517594244332841,-0.19220695596128312
2019-07-29,0.9431388713263217,-0.1995235347697536
2019-07-30,0.9583321356371816,-0.1866284554971085
2019-07-31,0.9553668160442841,-0.18914523072307543
2019-08-01,0.9466422073295534,-0.19655012533277738
2019-08-02,0.9491782475740203,-0.19439769519519046
2019-08-05,0.9328334543782005,-0.2082701191616736
2019-08-06,0.9367684179893117,-0.20493037158261107
2019-08-07,0.9179140019374286,-0.22093280428265172
2019-08-08,0.9129551875413029,-0.22514153148097138
2019-08-09,0.8920072932978315,-0.24292077571300053
2019-08-12,0.8719503960644618,-0.259943798185053
2019-08-13,0.858030386592992,-0.2717582194929393
2019-08-14,0.8624076237186589,-0.2680430982013092
2019-08-15,0.8442309782025311,-0.2834702822511319
2019-08-16,0.8446370648396486,-0.2831256216653584
2019-08-19,0.8281185655014038,-0.29714547639003064
2019-08-20,0.8235918208613425,-0.3009874901789231
2019-08-21,0.8116004231639967,-0.3111650281150309
2019-08-22,0.8200278423322767,-0.30401236914620733
2019-08-23,0.8363597418497227,-0.29015088851628057
2019-08-26,0.8183320588302228,-0.30545164264535907
2019-08-27,0.8291671610301393,-0.29625549500148074
2019-08-28,0.8259984719302598,-0.29894487736838304
2019-08-29,0.8173606126274026,-0.30627614457846397
2019-08-30,0.8761136239932161,-0.25641031432845973
2019-09-02,0.8868905022628466,-0.24726358346436228
2019-09-03,0.9013570313432531,-0.23498531096971964
2019-09-04,0.9092919026039885,-0.22825069543010312
2019-09-05,0.919866286531497,-0.21927582892250597
2019-09-06,0.928533189258523,-0.21191991149576717
2019-09-09,0.9307527437974162,-0.21003609435526427
2019-09-10,0.9253026398274966,-0.2146617969889002
2019-09-11,0.9293686070779018,-0.21121086182834514
2019-09-12,0.9279053702630187,-0.21245276444627592
2019-09-16,0.9268815498142648,-0.2133217183180386
2019-09-17,0.925722539665855,-0.21430541263387182
2019-09-18,0.9367142822553308,-0.20497631856061937
2019-09-19,0.9311860789237257,-0.2096683069798161
2019-09-20,0.9285877984426065,-0.21187356268333524
2019-09-23,0.9178161595657686,-0.22101584668308427
2019-09-24,0.9198376762585212,-0.21930011150789952
2019-09-25,0.9124853847406326,-0.225540270305835
2019-09-26,0.9177795851457761,-0.22104688873142253
2019-09-27,0.9202493874855462,-0.21895067712689364
2019-09-30,0.9024207460768883,-0.2340824973588287
2019-10-08,0.901115125619171,-0.23519062520797163
2019-10-09,0.8986706515771259,-0.23726533975957476
2019-10-10,0.9027206722294805,-0.23382793906019828
2019-10-11,0.9024379964251512,-0.23406785635714666
2019-10-14,0.9040837971718793,-0.2326710050510803
2019-10-15,0.9002751910237389,-0.23590350842847818
2019-10-16,0.9139381107211547,-0.22430728861756977
2019-10-17,0.915704065655151,-0.22280845805687688
2019-10-18,0.9123832915522011,-0.22562692052997935
2019-10-21,0.894273598926318,-0.24099727921235148
2019-10-22,0.8978568179892709,-0.23795607010003428
2019-10-23,0.9034754262171452,-0.23318735173787253
2019-10-24,0.9057239506979515,-0.23127894674779037
2019-10-25,0.9083822548279997,-0.2290227467774345
2019-10-28,0.9264747824751353,-0.2136669566405135
2019-10-29,0.9300596562658611,-0.2106243431001965
2019-10-30,0.9309019418793819,-0.20990946448462489
2019-10-31,0.9371935084196479,-0.20456958178227103
2019-11-01,0.9371935084196479,-0.20456958178227103
2019-11-04,0.9370685492851919,-0.20467563917136677
2019-11-05,0.9345648676022007,-0.2068006054139776
2019-11-06,0.9337183484029667,-0.2075190772286314
2019-11-07,0.931844472232068,-0.2091095044914275
2019-11-08,0.9239549292206481,-0.2158056482874967
2019-11-11,0.9145018972468103,-0.22382878236687664
2019-11-12,0.9137848087819206,-0.2244374015820142
2019-11-13,0.9196790323799717,-0.21943475837167814
2019-11-14,0.9180622452536128,-0.2208069847566616
2019-11-15,0.9255355941392258,-0.2144640801418034
2019-11-18,0.920972341715719,-0.21833707942215885
2019-11-19,0.9070363875144516,-0.23016503360556928
2019-11-20,0.8949389069932104,-0.2404326079154021
2019-11-21,0.9075290880104263,-0.22974686066897887
2019-11-22,0.9088987046126102,-0.22858441695070109
2019-11-25,0.921897699635981,-0.2175516943006205
2019-11-26,0.930962121474141,-0.20985838786085687
2019-11-27,0.9131065314844855,-0.22501308033940992
2019-11-28,0.9157002070783675,-0.22281173297216073
2019-11-29,0.9110615829467518,-0.2267487029786941
2019-12-02,0.9136032670487888,-0.22459148269270446
2019-12-03,0.9111325687613967,-0.22668845472075883
2019-12-04,0.9154740211165558,-0.22300370527305957
2019-12-05,0.9166660533718817,-0.22199198388695895
2019-12-06,0.9105307448488031,-0.22719924469336006
2019-12-09,0.9238415703145514,-0.21590186013838464
2019-12-10,0.9238383997658122,-0.21590455109909545
2019-12-11,0.9188006586856782,-0.22018026626169918
2019-12-12,0.9102852300604553,-0.22740762207649357
2019-12-13,0.9042378424612935,-0.2325402611781422
2019-12-16,0.9329916874334844,-0.20813582097863081
2019-12-17,0.9270750871592504,-0.21315745609270353
2019-12-18,0.9293359329929601,-0.21123859351963037
2019-12-19,0.9288111359459842,-0.21168400797332143
2019-12-20,0.9249350416206973,-0.2149737910357471
2019-12-23,0.9235084196750635,-0.2161846172745755
2019-12-24,0.9290881420484427,-0.21144890275977912
2019-12-25,0.9237203921611443,-0.21600470847053532
2019-12-26,0.9209625723105411,-0.21834537107375107
2019-12-27,0.913447280070267,-0.22472387454822562
2019-12-30,0.9196112142961058,-0.21949231806060843
2019-12-31,0.9178801164335542,-0.22096156414950552
2020-01-02,0.9133420641833673,-0.22481317512080534
2020-01-03,0.9093851761215647,-0.228171530783285
2020-01-06,0.9028657676716492,-0.2337047912500514
2020-01-07,0.898408508623241,-0.23748783007514807
2020-01-08,0.8898747924361653,-0.24473070721274504
2020-01-09,0.8930324864630901,-0.24205065676651882
2020-01-10,0.8838138148122001,-0.24987488066564123
2020-01-13,0.868724934221894,-0.26268136565572964
2020-01-14,0.8672898059632927,-0.26389941151358054
2020-01-15,0.8780376897442166,-0.25477728933282406
2020-01-16,0.8874335817443306,-0.2468026520396337
2020-01-17,0.8875511006752164,-0.24670290942351103
2020-01-20,0.8811079139054931,-0.2521714777616957
2020-01-21,0.8968339461103714,-0.2388242188858578
2020-01-22,0.8972522681766176,-0.23846917364374443
2020-01-23,0.8965437091752472,-0.23907055359113905
2020-02-03,0.8783536636008104,-0.2545091107606954
2020-02-04,0.9068757815596975,-0.230301345755206
2020-02-05,0.9057653735172484,-0.23124378968558168
2020-02-06,0.9095748368610184,-0.22801055877489207
2020-02-07,0.8989976710899452,-0.23698778633489748
2020-02-10,0.9061741059979126,-0.2308968834755909
2020-02-11,0.9175530640289687,-0.22123914549062806
2020-02-12,0.9289466504847874,-0.21156899182638222
2020-02-13,0.9278943899100671,-0.2124620838735467
2020-02-14,0.9248540327786492,-0.2150425462037362
2020-02-17,0.9266256952904242,-0.21353887141296846
2020-02-18,0.9253778794864128,-0.21459793833770324
2020-02-19,0.9196638381550066,-0.2194476542662931
2020-02-20,0.9242550953866043,-0.21555088628074315
2020-02-21,0.9240878979763438,-0.21569279283981946
2020-02-24,0.9238711347488764,-0.21587676772134567
2020-02-25,0.9068267727643596,-0.23034294131281685
2020-02-26,0.9188755208640271,-0.22011672799206983
2020-02-27,0.9165599232690577,-0.22208206038804046
2020-02-28,0.907755593982358,-0.22955461676378341
2020-03-02,0.9087478297848847,-0.22871246993681138
2020-03-03,0.9115911945445593,-0.2262992022395699
2020-03-04,0.9253059634348093,-0.21465897612177842
2020-03-05,0.9283245861543764,-0.21209696058208938
2020-03-06,0.921642037612595,-0.2177686840133718
2020-03-09,0.9125774363144038,-0.22546214276742949
2020-03-10,0.9090509912687834,-0.22845516569413504
2020-03-11,0.9136729928054632,-0.22453230389206846
2020-03-12,0.902443667470305,-0.234063043133647
2020-03-13,0.8981182569474324,-0.23773417729138746
2020-03-16,0.8933225953476492,-0.24180443074243685
2020-03-17,0.8844767024519392,-0.24931226367376913
2020-03-18,0.8798078078185192,-0.25327492536264307
2020-03-19,0.8900155641006996,-0.24461122915086375
2020-03-20,0.8763461234670773,-0.25621298351890187
2020-03-23,0.8493581403037751,-0.2791186721964062
2020-03-24,0.8501975384892548,-0.27840624424665095
2020-03-25,0.8550399821907704,-0.27429628511431814
2020-03-26,0.87266416676329,-0.2593379948793537
2020-03-27,0.8761857906020001,-0.2563490638873388
2020-03-30,0.8572081269001803,-0.2724561013769482
2020-03-31,0.8538332385499321,-0.27532049259152547
2020-04-01,0.8715561382582697,-0.2602784192092572
2020-04-02,0.8783041927564674,-0.25455109847620105
2020-04-03,0.8836976807449314,-0.2499734478973462
2020-04-07,0.8886998337786106,-0.24572793761177247
2020-04-08,0.8943874199072548,-0.2409006751816416
2020-04-09,0.8980302736432069,-0.2378088519405902
2020-04-10,0.8873230946468335,-0.2468964264814968
2020-04-13,0.8856093532849701,-0.24835094147326475
2020-04-14,0.8852583226833044,-0.2486488739875019
2020-04-15,0.8882119761352308,-0.2461420002421877
2020-04-16,0.8948010874160633,-0.24054958043271446
2020-04-17,0.9002189229515629,-0.23595126519992526
2020-04-20,0.9027052550949999,-0.23384102414627428
2020-04-21,0.8949146345212255,-0.24045320885039434
2020-04-22,0.8894853600795536,-0.24506123270134939
2020-04-23,0.8960079493593107,-0.23952527254792444
2020-04-24,0.9020521722850179,-0.23439531942041758
2020-04-27,0.9022133662359663,-0.23425850821689864
2020-04-28,0.8910444404861774,-0.24373798412062986
