,0
total_return,2.4206733475940077
cagr,0.1320353628010824
ann_vol,0.12804665435269402
sharpe,1.034734101727091
max_drawdown,-0.24968710571684727
calmar,0.5288032893088781
win_rate,0.680672268907563
n_obs,119.0
avg_turnover,1.1496107680993486
avg_cost,0.0022992215361986976
