,0,1,2,3,6,12
rev_1,0.06635900696213733,0.023494765705799444,0.010009248915397109,-0.0060285378179305285,-0.011668448208329088,0.011021591003518814
vol_12,0.04175239876867272,0.03229078977612155,0.032854824099784095,0.03064918628601306,0.030204002974051413,0.022140007506968474
max_ret,0.044745260951854306,0.03173730318201259,0.03102779782290925,0.026790081115170332,0.025088514245626727,0.01963944578598843
skew_12,0.02676895437809868,0.021448069376130502,0.02118524219324113,0.017844358908860606,0.017894946248936817,0.0084009934886203
downside_vol,0.005184299732953858,0.0094787530719461,0.013816569537023251,0.017067262824423175,0.013645517782750987,0.006990349114372306
mom_12_1,-0.016942024096208118,-0.012309562672124968,-0.006481076543955735,-0.007403897381037212,-0.008847326278714497,-0.012651273293806987
mom_6,-0.05253367161914257,-0.014655828838127119,-0.00353696254725746,0.0008238682244053863,0.002652167253648093,-0.010103751796651364
liquidity_proxy,0.03533278028812006,0.029755563903666928,0.027839863765357693,0.025705269329936595,0.024048876960212733,0.02059097837831068
composite,0.07129740464688954,0.03375220926862431,0.022394232193613105,0.005170107687489613,0.002263394839578523,0.017575512816115503
