,rev_1,vol_12,max_ret,skew_12,downside_vol,mom_12_1,mom_6,liquidity_proxy,composite
2013-01-31,0.11959243258528658,0.010685299695418605,0.029698206817556957,0.05060237145987394,-0.010493831124510303,-0.016050217236683192,-0.010185393064704923,0.05390221972508139,0.08807695989321392
2013-02-28,0.079851978068127,-0.024658057371410046,-0.013913996672802159,0.03238538593985904,-0.025370256902254543,-0.008277461826162472,-0.010379840601809168,-0.011476077634539662,0.07588825695850135
2013-03-31,0.010904987748112363,0.11621529111808585,0.09324310497505554,0.08920218804408284,0.11533912347696688,0.09561962223860687,3.846253464749656e-05,0.11431086116665644,0.09107532627694276
2013-04-30,0.046844362238790904,0.008318223442483683,-0.023279434046101097,-0.029318313158790337,0.056975089642522764,0.09012986769029709,0.07173404305964058,-0.030186073742999406,0.02684776867902564
2013-05-31,0.11803297410316928,-0.15993470857401532,-0.10172724572362114,0.02672140749209425,-0.18224495091908452,-0.03683509753752093,-0.04081504748967916,-0.17851654159303101,0.04816059388419193
2013-06-30,-0.01734264394851149,0.1051366853063699,0.03277998482960332,0.011798507412560867,0.16501011618758005,0.09498570423998978,0.059523181254687633,0.06773535315108137,0.007841657742699888
2013-07-31,0.16913961840959602,-0.1071865255478032,-0.038133014567011285,0.0556970492500604,-0.122538663270514,0.0391313480664733,-0.020049915510784177,-0.11642775447361658,0.09109742889114064
2013-08-31,0.19643058355785678,0.08934577814893663,0.1292257977806562,0.08117581757471695,-0.08693137297662587,-0.16226227944518734,-0.22807662965775277,0.10279581674513022,0.20927342958506895
2013-09-30,0.10172846142654698,0.016849309178367883,0.023765641261240606,0.01727608941121146,0.003649407616774555,-0.005495175054192122,-0.043920562452210384,-0.0026472971652949846,0.08885745073782092
2013-10-31,0.1271754627730085,0.1590817707597956,0.13623863295966165,0.06806249571238862,0.07272595137611916,-0.039193365884457515,-0.10588490907297256,0.1655888136628886,0.12751470149469718
2013-11-30,0.13775864886110592,-0.09789932099468505,-0.06024077218117384,-0.03658745428982273,-0.05788271380861302,0.02379813354042425,0.01708650721963279,-0.10487239446375142,0.052456211354783705
2013-12-31,0.0632284482994827,0.1627052826577947,0.12998813016158076,0.05503190001841748,0.11484981403064125,-0.03505960923156483,-0.06418195704627544,0.14087125238602863,0.09051861912817569
2014-01-31,-0.05847345923704218,-0.07751086134144347,-0.11238016423275851,-0.08490790450665889,0.07090590665906756,0.15922512772176617,0.1379055783859539,-0.10282525626253394,-0.06750079728329059
2014-02-28,0.09410277175196115,0.061910441147940476,0.08341167291864456,0.03758146836604672,-0.012978092399241825,-0.15993515466875036,-0.13046037115405165,0.13001763907146013,0.0786830856026884
2014-03-31,0.11551091479362487,0.2169225723256208,0.21607675021375855,0.11412584628277996,0.009141825884331224,-0.19402937073540774,-0.244193154064348,0.24974251292339575,0.1673245904058868
2014-04-30,-0.018899816109099556,0.07973950186724618,0.05947300075499364,0.010496015495720051,0.03753116200301701,-0.04404030068374837,-0.03237981649039093,0.09419044613461931,-0.005169555255828671
2014-05-31,0.07437878231836552,-0.08619201433009313,-0.044670960084751514,0.003982056816445639,-0.07944823718014882,0.020100149919794186,-0.008771662828620162,-0.10547911803027456,0.03696564334227416
2014-06-30,-0.015798989154932126,-0.06910601599195035,-0.053148141375601116,-0.03395052529510486,-0.036316367310444936,0.07799541309934759,0.019083316909457384,-0.054770753084003955,-0.0337715413503969
2014-07-31,0.20487200357167862,0.18870312685789958,0.1631132213299319,0.01891418521220501,0.0835735158514466,-0.22231273296621148,-0.16904290121081114,0.18144050860068972,0.18796592374859544
2014-08-31,0.12727794878693474,0.04939827883648184,0.055447014572959155,0.0768959373443252,0.00126167480927745,0.049994053436625024,-0.0724612807137295,0.0634120255545573,0.13233486681882187
2014-09-30,-0.033170830342452336,0.08595442516424762,0.041734135756120186,-0.015844039343312445,0.08414912264493561,0.007722310639477757,0.022781665503458868,0.06017781184869759,-0.01398082827516708
2014-10-31,0.04759729299973357,0.14171919004012454,0.11417619902861695,0.030767153903448665,0.08245848909756041,-0.07795919379949946,-0.0732761351271989,0.13157215553159296,0.09785413030301518
2014-11-30,-0.006878052560893696,0.03726462021122763,0.01318491655400919,-0.046062902423750926,0.02086398154110981,-0.07658606625120937,-0.01717996878293906,0.017543952207547273,-0.004830563171718187
2014-12-31,-0.037783049939839004,0.21493860779368815,0.19181274768948728,0.06236261427494853,0.06787050693385127,-0.2792723250627435,-0.12127314291836007,0.2000947339846738,0.04786804581133311
2015-01-31,0.34314100724858526,-0.12317525401078135,-0.04080771529287261,0.06437272888595562,-0.25985464900689,0.06697603772618835,-0.22055662027672626,-0.07148288605435171,0.22153676213883325
2015-02-28,-0.14102721382511527,-0.1266976337786218,-0.06940807009464153,0.026442788783418405,-0.1548674838063711,-0.03278379253104546,-0.07222485356044904,-0.0952056336622026,-0.1555878984345185
2015-03-31,-0.10009049015221326,-0.05394884339375627,-0.020573813330829416,0.047202072495059415,-0.06914473786744432,-0.03175910396886076,-0.027506427412976264,-0.06919471338266997,-0.08313729319422379
2015-04-30,-0.01526922252883866,-0.021636097862241965,-0.022095721929022198,-0.0155191229712236,0.02731517097961699,0.05035639526638137,0.025679185134249653,-0.020338571488139126,-0.02837569464702022
2015-05-31,-0.020503520604143465,-0.06326443808860455,-0.05074083028725912,-0.009403017805587591,-0.021320907557660394,-0.0023019604041904637,-0.0776573155407129,-0.028874427689854296,-0.014005183594038271
2015-06-30,0.39151071863336273,0.31437438422178055,0.31523159122013417,0.18405666383035627,0.03345322216047463,-0.13304541767786263,-0.37126418004808154,0.3934701015025775,0.4141272551493671
2015-07-31,0.02167946068166178,0.025002367506278475,0.026071723415303952,0.006214614408425589,0.018081719824077854,-0.03849065404490071,-0.09024605794632852,0.025125127585725805,0.07619206219231309
2015-08-31,0.06790687157063992,0.1562470246380316,0.13943787172586516,0.03650899074751609,0.0619640163568069,-0.10487563657755652,-0.11303789676928942,0.16569496859155447,0.17909251147612115
2015-09-30,0.14823995053018454,-0.09986601192003507,-0.042767541849096036,-0.01841089925549099,-0.17012282804068835,-0.07300665974732885,-0.11245033362643536,-0.11333225056393051,0.13962795536810474
2015-10-31,0.1449606506070088,-0.22219514539632548,-0.1073244263562397,0.01734472593958612,-0.3413256814975567,-0.16980525654750547,-0.2898510639435886,-0.26167432324149276,0.19670333142471463
2015-11-30,-0.11349960113025298,-0.09805460078004978,-0.022880983155702785,0.04959609115950827,-0.2198793679941943,-0.17450338173143876,-0.032084074462989026,-0.1914031602764317,-0.014044091848247562
2015-12-31,0.17668147985042892,0.0980066836258313,0.12847310489319536,0.10483512706233646,-0.029646736114700947,-0.18378742733327885,-0.20151309994291475,0.12907334234093032,0.2665448444769128
2016-01-31,0.09968928571361359,0.17265710648235408,0.107621608301779,-0.049729195632705975,0.19219454435932345,-0.06490667136778805,-0.04938537703146968,0.21872373848500862,0.05199677188618618
2016-02-29,0.023693294982637295,0.047325406868932274,0.05348347808572888,0.03592922224186654,-0.01462498709251476,-0.06843035114498328,-0.05440736805126296,0.07292292608763895,0.05176528795345156
2016-03-31,0.31648818655421246,-0.1659686570096797,-0.05776939755567729,0.04520211997956631,-0.26656483824178295,-0.06151789215294289,-0.14239272715936047,-0.26535452275719784,0.20500191228545214
2016-04-30,0.05054393276798044,0.06467963421716247,0.07273011382867378,0.11984418044253799,-0.003051366982311852,-0.02280615017702226,-0.04725318700505659,0.036891982787765946,0.060699609627659454
2016-05-31,0.04913507796599765,0.04096437576820193,0.04239228820423287,-0.032882246129731965,0.05464558547662367,-0.06519203145943891,-0.0752363677247062,0.017409956989273348,0.07396784749455797
2016-06-30,0.010269003623450835,-0.09636968549561492,-0.05785976295127034,-0.0016057762839477264,-0.07656784975590752,0.008473302940548683,-0.09519817724235415,-0.06928825959596877,0.052471519963435936
2016-07-31,0.2193243969609708,0.2446599684584361,0.21667785205921486,0.09360798840194802,0.09714894195822919,-0.04443034834975228,-0.13838049416187034,0.23001904254761968,0.20773114132089038
2016-08-31,0.12305661718848726,0.0015567468824695023,0.020328583127416578,0.03834205734999603,-0.041014550720043355,-0.0619703141020457,-0.08598875587787075,0.028314514604243383,0.11820376153893651
2016-09-30,-0.03854874483781365,0.08722577864998239,0.08765999787657512,0.06895215883633535,-0.06047980916978398,-0.04322926421779844,-0.10433523826530779,0.13371056831203876,0.08243727057414592
2016-10-31,0.1733335808529783,-0.05871008544091884,-0.04575023060406169,-0.004203448778848987,-0.016277989979655752,0.018462702349885795,-0.03193508142859124,-0.05477125866557766,0.09403260521054806
2016-11-30,0.03375762666683855,0.0964564136712323,0.10569701802634122,0.09036885136818328,0.02363606686519381,-0.1487753773410052,-0.14740332026200773,0.1368949841491277,0.16516913351217583
2016-12-31,0.031766820192995995,0.14471637454212913,0.14702953214338227,0.13270020578998926,0.01111613019852349,-0.013143885941292222,0.030630913153561094,0.1797269182790309,-0.004771895007307437
2017-01-31,-0.04487293526925581,0.16513681393384486,0.14969229156707686,0.10463532027609543,0.05325322433890902,-0.015553072807446312,0.05849319311060543,0.16145819983076942,-0.05558249465701139
2017-02-28,0.11954628378644572,-0.0010279812442849767,0.02110732790364603,-0.0067361770091238825,-0.01729236354524063,-0.06352301913496951,-0.1369514838444726,-0.019130888641369467,0.12745392360888338
2017-03-31,0.03115878179466179,0.11394508201917965,0.07437703677563945,-0.0062536490475569115,0.16137056919255463,0.03740794699540407,0.05865695827863706,0.11949835493969685,0.003925184644817088
2017-04-30,-0.17876846171933766,0.1730987153702352,0.09219787402753844,0.008527286424092968,0.21430338340149213,0.0066951396652357095,0.10155417286841883,0.18521491321144504,-0.029681425657759834
2017-05-31,-0.2128495743401242,0.13569237197911274,0.06820786319781331,0.0021737802136955705,0.16569278860890096,0.02009318370217491,0.11834251573435545,0.20993596491546032,-0.06010005404348845
2017-06-30,0.2161057653086536,-0.05299079904497446,-0.031444510446243606,0.02916056841766348,-0.06312485607403492,0.06774098413854494,-0.07198036638456307,-0.09081930671651253,0.01324525109223549
2017-07-31,-0.13872034622847185,0.11165823642288517,0.08642248958668805,0.08462439178037032,0.11180513912966578,0.010881773835521372,0.06735428008126687,0.1146160996710821,-0.04266506938455299
2017-08-31,0.3170482111946132,-0.11170330500257358,-0.004173405532888328,0.011820424812647215,-0.173630807183939,-0.10942680132628191,-0.20625475646791813,-0.13564217684302593,0.19007947500474642
2017-09-30,0.032297230965184595,0.07614858002502566,0.08243793440853427,0.03930760386015364,0.021804403342327344,-0.09835012235952705,-0.05356764018322296,0.06995583450832682,0.07111314551198888
2017-10-31,0.08517516050684307,0.13742168858057566,0.04423858731272249,-0.009371997430903167,0.1882208798438415,0.16169952535940016,0.08116972361867295,0.1546568439392023,0.05701715170638132
2017-11-30,-0.06667733666827985,0.14774964439592594,0.06492049285389616,0.01707230728668298,0.21705288479783102,0.155817123744386,0.20453391540211696,0.14518291550525714,0.038780317948111875
2017-12-31,-0.015738767123171873,0.037971592276487554,-0.04320934279765424,-0.013123281854145089,0.1024211846990781,0.1654191108457606,0.15377453256816442,0.00413474486728356,0.023097103311979908
2018-01-31,0.03549909603751785,0.11668029120524834,0.0368305397072284,0.0003065571204440631,0.1722976147129428,0.1550236099744667,0.029567265169649824,0.1329792088081913,0.08612245249242674
2018-02-28,0.03544930420651034,0.01773283104766182,-0.04106904221267407,0.017293357916182556,0.07684117437062023,0.20367399884009454,0.14416966610831722,0.006529405275177719,0.06009763519980657
2018-03-31,0.19391277892934747,-0.06492215741977037,0.0321270615849871,-0.026233715047460953,-0.19164912144594423,-0.2538014046963289,-0.25590824104271637,-0.1689689992876107,0.024019754747741186
2018-04-30,0.06544094573802622,0.11926637278414325,0.06905301227641013,0.03708857715492324,0.10348359516577176,0.09461829964809015,0.12296100710950013,0.14930243797520043,0.09432553888278854
2018-05-31,-0.004020394068559477,0.03526584308161549,-0.006324841648170138,-0.05219635636624157,0.06858512788808059,0.02384093813882147,0.006937079293678309,-0.00997860650062033,-0.00667382253497301
2018-06-30,0.0032698397439807946,0.014567037425539152,-0.029129801459607255,0.01666417743774551,0.08869910144446022,0.22750374735342738,0.15759403220605214,0.01565665311228836,0.02668502061536408
2018-07-31,0.1769867424533641,0.08441829533064567,0.10843483848609436,0.011153558931506467,0.0065363997610583344,-0.11343505662964885,-0.19792875906915558,0.02756600938312737,0.11012947152918454
2018-08-31,-0.15825049035668426,0.24871612464373685,0.19115324740482262,0.09352592956437834,0.1984279960701425,0.04461828605242766,0.06842831032860018,0.21420784006199284,0.12034486612106751
2018-09-30,0.03988745310617376,0.015175279660783657,0.0647937338105494,0.07385939251999737,-0.006226243128637675,-0.09692744601135644,-0.0978856711801157,-0.03550323757005136,0.0018219095101040918
2018-10-31,0.010060298769468129,0.0898381994777018,0.058821148764268825,-0.017349894251012597,0.07442414023027064,0.006388691656078682,0.08426325838000158,0.11418582236207864,0.04552429080156842
2018-11-30,0.20291755608542625,0.016427958679827208,0.11631598406057213,0.05885382041222736,-0.09022107876176189,-0.238520549719324,-0.2873303902097156,-0.08133064795355871,0.08091648618357668
2018-12-31,0.15522022060562318,0.13047336611636137,0.05883872122089177,-0.014924852089199513,0.14571676051622418,0.13772188448681222,0.0889209609189834,0.1747501352170933,0.12466000469731389
2019-01-31,0.013611619153556312,0.2223016738615107,0.10675116205720642,-0.011785694655220395,0.24307389509129151,0.19159041002494925,0.12769799018733052,0.2054893325544867,0.22123986351159078
2019-02-28,0.33330705535921074,-0.2603708416068571,-0.06004209190794392,-0.030084190488079438,-0.3530594042148629,-0.3930945603000042,-0.40568054584256585,-0.34762900784147716,-0.11384195073730659
2019-03-31,-0.003594925408077261,0.016827319444343833,0.014214398886296577,0.016234142893920143,-0.002383187010145783,-0.017996896716469916,0.022366424694680254,0.023448904083401022,0.0031218029505057972
2019-04-30,0.12486798456814342,0.18569468098227207,0.16900430050934265,0.09895016465739521,0.10330102491505694,0.04007851438100483,-0.045278241391313735,0.19379731192448135,0.17345405477433107
2019-05-31,0.11156391698317256,0.09891924619541227,0.09887645383945404,0.006692039302320158,0.07367678282243585,0.08580798588240773,-0.0764062785114216,0.07032743178719769,0.14862835561824905
2019-06-30,0.1323403030278017,0.14167825910405765,0.12473982090380771,0.06722269360119315,0.07900922039279361,0.07642531674453004,-0.03683713736771024,0.13343153817405043,0.20607950959393415
2019-07-31,0.0004060749843419091,0.18158168166679486,0.1683096838915406,0.05649945099093987,0.14219969160938714,0.041159045907439365,-0.03163085563431664,0.18346500335927135,0.16183315115973984
2019-08-31,-0.033570825284841184,0.0059684925503180365,0.013773353194881167,0.05779883620711525,0.00596397549482324,0.05399680552916357,0.07129303607054366,-0.010959504298452771,-0.00040392370257118926
2019-09-30,0.060299489706573714,0.06341563462155493,0.0685691548595602,0.035180916401627745,-0.008520558253144019,-0.04088631232378715,-0.06302514068481879,0.06680281698502485,0.07552636211960007
2019-10-31,-0.011962413668886953,0.08737753101792461,0.04795883863669141,0.000767319223998852,0.09142057635256531,0.0703977666857408,0.04600899290629384,0.14448727773253106,0.0776807389996953
2019-11-30,0.039808608504305655,0.09027898242151447,0.09441274343885447,0.04895158178572261,0.049876225439623056,-0.05215430376411267,-0.027027811894795802,0.047780913896188236,0.0842571776737155
2019-12-31,0.09355851787523427,-0.040837668873442215,-0.04037096032280369,-0.03463716385669386,-0.049665114928723025,0.013062775983307276,-0.06418049530629927,-0.0244322341669231,0.008437128461042477
