year,sharpe,cagr,maxdd
2018,-0.9372974887383421,-0.05239323521999928,-0.08131547165909359
2019,0.6367104358381852,0.03335324757324032,-0.03841290410871956
2020,-0.09480786563636377,-0.005909943068511669,-0.04734890281721371
2021,2.5062920713198507,0.11515190594645985,-0.013928666470777173
2022,1.8269021503529483,0.07342359339426707,-0.02342749481353701
2023,1.35707827867716,0.060650642280316136,-0.024969210514444118
2024,1.548717981308917,0.07780810929857673,-0.04234218317348337
2025,2.0081013106311483,0.10016528193391405,-0.01602386655425636
2026,1.3521372896205177,0.05472836859202479,-0.019282004724476054
