book,n,tv,soft,hard,is_sharpe,is_cagr,is_dd,oos_sharpe,oos_cagr,oos_dd,oos_vol,full_sharpe,full_cagr,full_dd,oos_hit,full_hit,score
carry_pairs,4,0.12,0.07,0.099,-0.15679566913771584,-0.008976878549455947,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.10711275299977459,-0.00419727568985373,-0.09899999999999998,0,0,-153.13591338275432
univ_core,21,0.36,0.07,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.28,0.08,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.24,0.07,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.24,0.08,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.12,0.08,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.16,0.07,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.16,0.08,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.2,0.07,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.12,0.07,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.28,0.07,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.32,0.07,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.32,0.08,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.2,0.08,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
univ_core,21,0.36,0.08,0.099,-0.16445400416365155,-0.01231670255779993,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11234414382200668,-0.005764036133002137,-0.09899999999999998,0,0,-153.28908008327303
carry_pairs,4,0.16,0.07,0.099,-0.16813341043855565,-0.008976878549455947,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.1148575229024353,-0.00419727568985373,-0.09899999999999998,0,0,-153.3626682087711
carry_pairs,4,0.16,0.08,0.099,-0.16813341043855565,-0.008976878549455947,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.1148575229024353,-0.00419727568985373,-0.09899999999999998,0,0,-153.3626682087711
carry_pairs,4,0.36,0.08,0.099,-0.16813372525369313,-0.008976878549455947,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11485773795023836,-0.00419727568985373,-0.09899999999999998,0,0,-153.36267450507387
carry_pairs,4,0.32,0.08,0.099,-0.16813372525369313,-0.008976878549455947,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11485773795023836,-0.00419727568985373,-0.09899999999999998,0,0,-153.36267450507387
carry_pairs,4,0.28,0.07,0.099,-0.16813372525369313,-0.008976878549455947,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11485773795023836,-0.00419727568985373,-0.09899999999999998,0,0,-153.36267450507387
carry_pairs,4,0.32,0.07,0.099,-0.16813372525369313,-0.008976878549455947,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.11485773795023836,-0.00419727568985373,-0.09899999999999998,0,0,-153.36267450507387
