date,trend_tsmom60,trend_tsmom120,trend_donchian55,trend_dualma_atr,pair_RB_HC,pair_I_RB,pair_Y_M,pair_C_M,pair_MA_TA,cal_RB,cal_HC,cal_I,cal_CU,book_live_pre_registered,book_is_filtered_arb,book_oracle_oos_filter,book_all_sleeves_eq,book_live_activity
2018-05-03,-0.0020747924584480666,0.0,-0.00021454429203556446,-0.0014901043352897698,0.0008744046286662488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9975957873997582,0.99073358079169,1.006609222343962
2018-05-04,-0.0024672588754409636,0.0,-0.0030678430234448027,-0.0034710488299307812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9969032466616387,0.9900472195639431,1.006609222343962
2018-05-07,-0.003145649988207026,0.0,0.0007001816236533528,-0.0013955179319801968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9966250073902055,0.9897546997329226,1.006609222343962
2018-05-08,-0.0012439837716260488,0.0,-0.004963152507074035,-0.0024866375300672434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9961293583608495,0.9890927994647962,1.006609222343962
2018-05-09,0.00419318358710593,0.0,0.0013242555467533315,0.004010255423619305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.996928304993248,0.9898177051634348,1.006609222343962
2018-05-10,-0.003661122816906748,0.0,-0.000892354896614587,-0.003489094467900026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9962326295864791,0.9892053451372637,1.006609222343962
2018-05-11,-0.003087115762559742,0.0,-0.0014382293416511844,-0.007066860775873151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.994824582127745,0.9883232626743014,1.006609222343962
2018-05-14,-0.0040080926412599215,0.0,-0.006667284636029259,-0.0032125610704518996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9941853951828507,0.9872674340174046,1.006609222343962
2018-05-15,-0.0006367892420591456,0.0,-0.00242214532871976,-0.0005827215472514792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9940695285325035,0.9869908733642336,1.006609222343962
2018-05-16,-0.0011982879607607148,0.0,-0.004688399437282058,-0.0027760539412508734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9935176104059915,0.9863331774688338,1.006609222343962
2018-05-17,-0.0010958853586041297,0.0,0.0006987400766350576,-1.3120386791114043e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9935150033389251,0.9863020498810895,1.006609222343962
2018-05-18,-5.126943356640609e-05,0.0,0.006786317464695303,-5.126943356640609e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9935048159486329,0.9868091440758378,1.006609222343962
2018-05-21,-0.0005382482791405959,0.0,-0.0033676092807275034,-0.000700781648765963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9933655699600374,0.9864594614839501,1.006609222343962
2018-05-22,0.0005736807115268909,0.0,-0.0014694735213603494,-0.0019323442019837712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.992981665120125,0.9862448582136671,1.006609222343962
2018-05-23,0.0017700550046477858,0.0,-0.0024523101773664085,0.00018626167639371722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9930186560060397,0.9862072296724781,1.006609222343962
2018-05-24,-0.0027875711809878566,0.0,0.0018564299215124973,-0.006865326952661031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.991655176457325,0.9856157732634996,1.006609222343962
2018-05-25,-0.0012780229123919233,0.0,-0.009332408821695665,0.0016697997666995095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.991986349573784,0.9849379249642687,1.006609222343962
2018-05-28,-0.0027608399200736915,0.0,-0.0037214040869357995,-0.0003778555155219506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9919113840710821,0.9844181732574402,1.006609222343962
2018-05-29,-0.0027659331423192522,0.0,0.0071342072634021985,0.0023868593463977463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9923848946626559,0.9849297021919147,1.006609222343962
2018-05-30,0.0024251050974627825,0.0,-6.495962072334036e-05,-0.0012447101474658642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9921378483529402,0.9850142118370436,1.006609222343962
2018-05-31,-0.002745434583271599,0.0,0.0063777955499880875,0.006444561370457268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.993416627003273,0.9857777435073278,1.006609222343962
2018-06-01,0.00010467230281188051,0.0,0.0064963490536556435,0.0018415852770137862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001279252516651,1.001279252516651,0.9937825192901191,0.9864179384085949,1.006609222343962
2018-06-04,-0.0017750832986504906,0.0,-0.001025818145853903,-0.00021410197072406002,0.0,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0012191757615,1.001279252516651,0.9936803381797915,0.986166401575159,1.006609222343962
2018-06-05,-0.0031487532361978154,0.0,-0.00963405650265906,0.0010805973651725083,0.0,0.008355358402619884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0028922847721127,1.001279252516651,0.9955556029234695,0.9859125127338326,1.010814512755995
2018-06-06,-0.0032994167794833397,0.0,-0.000870332338016058,0.002731848965782782,0.0,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0028321112350265,1.001279252516651,0.9960398110961391,0.9857807113872589,1.0105112684021684
2018-06-07,-0.0006752613315909011,0.0,0.013054134778187095,0.006106234529341207,0.0,-0.005698921765521725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0016890988858502,1.001279252516651,0.9961209510418055,0.9867502787517537,1.0047524437403663
2018-06-08,0.0013854988340539197,0.0,-0.007711373649182356,-0.0032420851266204017,0.0,-0.00200085915127729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001288251125802,1.001279252516651,0.9950764297137338,0.9858721606390712,1.0027420756185403
2018-06-11,0.0004486321135841495,0.0,0.0020895885923345823,0.0006510801943426625,0.0,0.0036061059906538073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0020104014379532,1.001279252516651,0.9959236748396523,0.9863874992909151,1.006358069824509
2018-06-12,0.001536790901388542,0.0,0.0013151662877515025,0.0024149207232635004,0.0,-0.0032447787580913707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0013601410247586,1.001279252516651,0.9957583797869242,0.9865409280084643,1.0030926605365085
2018-06-13,-0.0025018545087422046,0.0,-0.006748352124448299,-0.006214924988215734,0.0,-0.002500936567540191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008592733859654,1.001279252516651,0.9940226013506829,0.98517752327125,1.0005839894211415
2018-06-14,-0.00028574031015009244,0.0,0.0003599103618493131,0.0018961258706102781,0.0,-0.002802664551088685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000298258824736,1.001279252516651,0.993842377363204,0.9851144439740077,0.997779688143604
2018-06-15,0.00012911396050721156,0.0,0.0018826063348088605,-0.00028578132960325043,0.0,-0.00011353601272912078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0002755448495666,1.001279252516651,0.9937630056638389,0.9852366287000454,0.99766640421623
2018-06-19,-0.007742747024036413,0.0,-0.014457144330541565,-0.013058878421684282,0.0,-0.007746487249857826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987258204986622,1.001279252516651,0.9896278851191015,0.9819773706655227,0.9899379941363574
2018-06-20,0.0002837414794469362,0.0,0.001690698864194517,0.005069576143659768,0.0,-0.0035930420166384596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980081277314315,1.001279252516651,0.9899201289881876,0.9822380459606715,0.9863811053295587
2018-06-21,-0.0019439940883966313,0.0,-0.004202019670263505,-0.0019280804179940638,0.0,0.0057636887608069065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991585693772315,1.001279252516651,0.9906795181692807,0.9820634791836685,0.992066299020219
2018-06-22,-0.0026929073286109206,0.0,-0.0002086732106294909,-7.559996401039035e-05,0.0,0.006689654446107974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0004953744904317,1.001279252516651,0.9919899998307747,0.9823439318818764,0.9987028797482934
2018-06-25,-0.0006076399289451011,0.0,-0.004267014839671855,0.0007309077228282896,0.0,0.012024037902569451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0029013733512753,1.001279252516651,0.9945205555325306,0.9829394054130013,1.010711321027792
2018-06-26,-0.0024010014855490587,0.0,-0.006033362986990464,-0.001654474669681062,0.0,0.00483003487176642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0038701830725212,1.001279252516651,0.9951521875117916,0.9825417834174026,1.0155930919536453
2018-06-27,0.004321322447060663,0.0,-0.004410458680090421,0.004421152003286394,0.0,-0.0012134583563154777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00362655214006,1.001279252516651,0.9957906161817216,0.9827774844145705,1.0143607120295979
2018-06-28,0.004348601281362024,0.0,0.008874045374588347,0.005197372509164896,0.0,-0.002754030028497279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0030737486076617,1.001279252516651,0.996277227684595,0.9839618060603053,1.0115671321689406
2018-06-29,0.004424096501081796,0.0,0.004371621974345261,0.0038123743418787136,0.0,-0.0014615898807075482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.002780532119548,1.001279252516651,0.996745634289767,0.9848054778419016,1.0100886358849062
2018-07-02,-0.002140065252357065,0.0,-0.005470260533321209,-0.0053985953656375445,0.0,-0.004248502924326659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0019284689149144,1.001279252516651,0.9948224936689498,0.9834981543216605,1.00579727136152
2018-07-03,0.0016797205754661825,0.0,0.0013292090897604218,0.0018310534278009505,0.0,-0.00026659557451347293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.001875046975756,1.001279252516651,0.9951337652415192,0.9838441480280804,1.0055291302601173
2018-07-04,-0.00019624417929580502,-0.00029999999999999987,-0.0012031049941665724,-0.0008696755319694142,0.0,-0.005076716164865103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008577999265247,1.001279252516651,0.9939502742097448,0.9832655159194204,1.000424344270283
2018-07-05,-0.002893196006857982,0.0025044379688473895,0.0006900753168077352,-0.00304733352226184,0.0,-0.006613232128696024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995340189347787,1.001279252516651,0.9920298498341866,0.9825576215979379,0.993808305854425
2018-07-06,0.000766081893011422,-0.0012626798523427047,0.0009567896685154039,-0.00018092617311274116,0.0,0.0037941918388731954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0002925036982422,1.001279252516651,0.9927467433133498,0.9828654990279384,0.9975790052179024
2018-07-09,0.009233659402889713,-0.012573560693235666,-0.0033670792452963165,0.01125137659350384,0.0,-0.0038904450669157153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995141870909451,1.001279252516651,0.9942082514735042,0.9829149410177119,0.9936979788981938
2018-07-10,0.004197732081473122,0.0033114702875127176,0.0084339868238988,0.005463918569171659,0.0,-0.006886104738493215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981376352149615,1.001279252516651,0.9939254616285701,0.9840128572354369,0.9868552705370719
2018-07-11,0.0025838178360033377,0.0023776636084245554,0.006282934293368657,0.0014717886318892839,0.0,0.002701028624810809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986768348798047,1.001279252516651,0.9947549554922016,0.985179838426943,0.9895207948713379
2018-07-12,0.001106139588380228,0.001100348149454714,-0.003279547150114367,-0.00016218440861642976,0.0,-0.009806350851110255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9967181597938631,1.001279252516651,0.9927717055224792,0.9843430725457936,0.9798172067823601
2018-07-13,-0.0003097657736767728,0.002065819668037277,-0.00046195546840629623,-0.0005748111481296665,0.0,-0.0010810571584010664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9965026579335525,1.001279252516651,0.99244292568192,0.9843156798015011,0.9787579683770435
2018-07-16,0.0018227094365486627,0.0019130010527619351,0.0024876612421296323,0.001070361128754223,0.0,0.0033660353395522087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997173510566065,1.001279252516651,0.9933234997400183,0.9851228011078134,0.982052502287469
2018-07-17,-0.003822351482550837,-0.000615021389002437,-0.0053277348086487415,-0.0023189168810204314,0.0,0.0010745878939161237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9973878206825827,1.001279252516651,0.9930762954951586,0.9842885205625583,0.9831078040176172
