date,trend_tsmom60,trend_tsmom120,trend_donchian55,trend_dualma_atr,pair_RB_HC,pair_I_RB,pair_Y_M,pair_C_M,pair_MA_TA,cal_RB,cal_HC,cal_I,cal_CU,book_live_pre_registered,book_is_filtered_arb,book_oracle_oos_filter,book_all_sleeves_eq,book_live_activity
2019-04-19,0.001820668374677512,-0.0011978036913231043,0.0017799005246018447,-0.00018898026730216139,0.0,0.0,0.0,0.0,0.0,-0.00054,0.0,-0.007,0.0,0.9775764675689971,1.0037772199495703,0.9782552012858355,0.9775616649586448,0.9332697218295536
2019-04-23,0.0038881760491872412,-0.00239115869002454,0.008608207935284143,0.003499741600398668,0.0,0.0,0.0,0.0,,0.00072,0.0,0.0015,-0.00013766199999999998,0.9780105115205978,1.0040507167196246,0.9792334059309706,0.9787413040272386,0.9343056512207844
2019-04-24,-0.0032635537568394754,0.0020727344804762895,-0.0004751747161514225,-0.0005061473536209892,0.0,0.0,0.0,0.0,0.0,-0.0027,0.0,-0.0015,0.0002,0.9771889826909206,1.0037896635332775,0.9788405086297935,0.978276617129565,0.9323436093532207
2019-04-25,-0.0011293848563571503,0.0006071139253976552,0.0001180024563816717,-0.0007162282105288243,0.0,0.0,0.0,0.0,0.0,-0.0027,-0.00019167119999999996,-0.004,0.0003,0.9758420896571269,1.0030083796683915,0.9778796984787324,0.9776962607057669,0.9292202582618875
2019-04-26,0.0025932721371668354,0.005986490435872941,-2.949543074095355e-05,0.0018912050664036508,0.0,0.0,0.0,0.0,0.0,-0.00018,0.00054,-0.0005,0.000162352,0.9758147660786165,1.00304897181872,0.9782573957243393,0.9784832177674231,0.9289043233740785
2019-04-29,0.0003020477549929143,0.0026737886595643726,0.001255238795499134,-0.0001385815463925756,0.0,0.0,0.0,0.0,0.0,-0.00432,0.005206842,0.008,0.0,0.977549148408098,1.0056983936765345,0.980814220211938,0.9794601456231665,0.9313671891088008
2019-04-30,-0.0011941646742208332,-0.005574753663777363,0.001664082352141387,-0.002103417318352031,0.0,0.0,0.0,0.0,0.0,0.00846,0.0,-0.01751834,0.0,0.9757781538974999,1.0021747603969586,0.9769651604912605,0.9782345702503563,0.9293859683845277
2019-05-06,-0.005836475046285044,0.007587761795412775,-0.0019448569427491227,-0.003175871169505626,0.0,0.0,0.0,0.0,0.0,-0.0059546448,0.0,0.00433494,0.0,0.9754620593855793,1.0030436338881257,0.9771916344644613,0.9778591429232176,0.9285939708161748
2019-05-07,0.0019083619774542884,-0.0031269697617319404,0.0023699897332270553,-0.001780837252200317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9768435906114228,0.9778117953368064,0.9285939708161748
2019-05-08,-0.0038701823838352876,0.0011416060724777418,-0.00374673564849531,-0.004073783538291305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9760477007436391,0.9770183314900203,0.9285939708161748
2019-05-09,0.0027698795475639554,-0.003327641408778116,-0.000984675194077345,0.0048139123532260075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9769874223604287,0.9772642000544125,0.9285939708161748
2019-05-10,0.0014215157096573508,0.0011031921021940237,0.0011633874658800295,-0.0007161401955639178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9768474903676861,0.977487614308718,0.9285939708161748
2019-05-13,0.00018373034909408795,0.008326771028061179,-0.0005942873676661912,0.0004778842362198907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9769408543710536,0.9781187779293696,0.9285939708161748
2019-05-14,-0.00021136991257702414,0.003319791827858429,0.0029417005195252303,0.005011954553576498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9779201310037816,0.9789510875620802,0.9285939708161748
2019-05-15,-0.00013795610602564104,-0.0025568532691694536,0.004780733746564302,0.000926738032595827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9781013861594301,0.9791779528802971,0.9285939708161748
2019-05-16,-0.0011386087546115095,0.0016360822908831239,0.006164959318917087,-0.0004244848525795919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9780183483148878,0.9796478037384023,0.9285939708161748
2019-05-17,0.004898537635873567,0.004109160458261123,0.008102437772906656,0.004757609802425791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9789489542510669,0.9812957028936179,0.9285939708161748
2019-05-20,-0.0011197288582908006,-0.003139491577310437,0.005281510226926847,0.0030972533762380055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9795553648418105,0.9816066636634807,0.9285939708161748
2019-05-21,0.004654547531971727,-0.002764724635211097,-0.0012513370299728885,-0.0014426041901846034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9792727427070428,0.981545946132356,0.9285939708161748
2019-05-22,0.0015361501581389971,-0.0013557353239588318,0.0027266326177531573,0.005100235849911482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.980271647096882,0.9821505243219298,0.9285939708161748
2019-05-23,1.88144876267545e-05,0.0014561462390142285,0.003693123961918611,0.005693594039306817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9813879008582443,0.9829711245878983,0.9285939708161748
2019-05-24,-0.004143199287664195,0.00038842275835494175,-0.0027551775264346434,-0.0006170064157595683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9812667963320086,0.9824322325610084,0.9285939708161748
2019-05-27,0.0003875294519600034,-0.0027483200001396455,0.002903646940085845,0.0030507672724447922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9818655196575659,0.9827038088471278,0.9285939708161748
2019-05-28,1.782300995676558e-05,-0.0015671189878549326,0.0007502511572363219,-4.7297209015349636e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9818562317578242,0.9826398316520393,0.9285939708161748
2019-05-29,-0.002142125799109992,-0.005659804357698657,-0.0005748031651278614,-0.002193852526817201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9814254222028216,0.981840825598279,0.9285939708161748
2019-05-30,0.00026413786257664456,-0.0019308342333618706,-0.004924263524507157,-0.0012232947543932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9811853076886597,0.9812506445031496,0.9285939708161748
2019-05-31,-0.0011196476361597435,-0.00268204582866595,-0.0055296978636740785,0.00042305051718983004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9754620593855793,1.0030436338881257,0.9812683258790351,0.9805782356444918,0.9285939708161748
2019-06-03,0.006606972223966926,-0.006219032330830215,0.00033779419398436583,0.00513264890979977,0.0,0.0,0.0,0.0,-0.0003,0.0,0.0,0.0,0.0,0.9754620593855793,1.0029834512700924,0.982275627039644,0.9809974994438885,0.9285939708161748
2019-06-04,0.0008427370244840866,0.003779442897405391,0.0034324242391601946,0.00026170024485333885,0.0,0.0,0.0,0.0,-0.004371392881433544,0.0,-0.00019748399999999997,0.0,-0.000194187,0.9754235317557121,1.0020279964200083,0.98228824265008,0.9812656317569213,0.9285297851711419
2019-06-05,-0.0013180687685989858,0.0008158731398319909,-0.0004949777101803397,0.0008752800003209143,0.0,0.0,0.0,0.0,-0.0003,0.0,-0.0004,0.0,0.000705813,0.9753454978731716,1.002029161377757,0.9823816150413363,0.9812568697840892,0.9283997872597602
2019-06-06,-0.0003076371468000359,-0.002577091861802152,-0.0005783941325532821,-0.0016053031353850738,0.0,0.0,0.0,0.0,-0.0012361312720148845,0.0,-0.0002,0.0,0.0,0.9753064840532566,1.0017413522949319,0.9820269157193805,0.980765897339518,0.9282141073023084
2019-06-10,-0.004559331531844757,-0.005031213455477121,-0.004568895423783523,-0.00038687678605347576,0.0,0.0,0.0,0.0,0.010654999511133799,0.0,-0.0012,0.0,0.0,0.9750724104970838,1.0036356450941781,0.9817152445762136,0.9803817903580584,0.9271002503735456
2019-06-11,-0.004215982000995321,0.004343427250836376,0.00020185288733995055,-8.508763999747675e-05,0.0,0.0,0.0,0.0,-0.0052465413209608625,0.0,0.0003899872,0.0,0.0,0.9751484636489173,1.002660802928553,0.9817751094854376,0.9800339551503949,0.9274618076043081
2019-06-12,0.0072486717921495135,0.002170088882723233,0.006035598159810554,0.0051741856465993335,0.0,0.0,0.0,0.0,-0.00512603348494456,0.0,-0.000579919,0.0,0.0,0.9750353622245391,1.0015165759485478,0.9826772168134316,0.9811589279854155,0.926923954880304
2019-06-13,0.00039128984165563376,0.0020494889705994163,0.0012029606576256272,0.00043280084321653984,0.0,0.0,0.0,0.0,-0.00740391354453621,0.0,0.0012,0.0,0.0,0.975269370711473,1.000273911498427,0.9829981200510761,0.980998367120863,0.9280362636261604
2019-06-14,0.0009668082111336318,-0.0011847885933093777,0.0010564183896764922,-0.00034745819702740663,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004,0.0,0.0,0.9751913491618162,1.0001938895855071,0.9828511700505772,0.9810052325859027,0.92766504912071
2019-06-17,-0.002826648253270771,-0.00336176648168482,-0.00234591022219545,-0.002754487901883203,0.0,0.0,0.0,0.0,-0.0003,0.0,-0.0008,0.0,0.0,0.9750353185459503,0.9999738469297983,0.9821524635319179,0.9800703487212689,0.9269229170814134
2019-06-18,-0.00047097586734572426,-0.0015160444019803614,0.001754551815116955,0.0014435344637994398,0.0,0.0,0.0,0.0,0.006010231144570555,0.0,-0.0024,0.0,0.0,0.9745673015930482,1.0006958742749867,0.9819645845353854,0.9804338264430509,0.924698302080418
2019-06-19,-0.006477935941263469,-0.0028368032664232443,-0.009035534333941216,-0.006132280665850231,0.0,0.0,0.0,0.0,0.01246416954856766,0.0,0.0035899969999999997,0.0,0.0,0.9752670403308515,1.0039089419210019,0.9814652980306439,0.9797981744151146,0.9280179662107918
2019-06-20,-0.00133590062082934,0.004341811197929499,0.002459205715021942,0.0017412585563422948,0.0,0.0,0.0,0.0,-0.0038722076686803497,0.0,0.0032299430000000003,0.0,0.0,0.975897051720861,1.0037799868722082,0.982441110394057,0.9802929054282541,0.9310154113446286
2019-06-21,0.0011405742380539612,0.005400766604345092,0.0011915503321970188,0.0018286990588137738,0.0,0.0,0.0,0.0,-0.002720359488932456,0.0,0.0,0.0,0.0,0.975897051720861,1.0032338583897904,0.9828004282208405,0.9808087831177318,0.9310154113446286
2019-06-24,0.0028701166127915786,0.0015815253025269478,-0.0007223468002119605,-0.0006938903594011074,0.0,0.0,0.0,0.0,0.009079056135640196,0.0,0.0,0.0,0.0,0.975897051720861,1.0050555416932896,0.9826640370723689,0.9817227807827292,0.9310154113446286
2019-06-25,0.004481372068284344,0.00419930752377044,0.006489832804564748,0.0020641131836056474,0.0,0.0,0.0,0.0,0.0056832636876442124,-0.00019202539999999997,-0.00019214999999999998,0.0,0.0,0.9758220685928203,1.0061593165416567,0.9830319392522195,0.9834244623396313,0.9308365167333388
2019-06-26,-0.005407910897935374,-0.004064486776418972,-0.006060579832288455,-0.005829306530016661,0.0,0.0,0.0,0.0,0.016877718785313266,0.00019,-0.00018,0.0,0.0,0.9758240202369575,1.0095194296058239,0.9818504712018669,0.9830859702683614,0.9306689661603268
2019-06-27,0.0011595721962312257,0.0005417133443280544,0.004746661588702673,0.001928560489384492,0.0,0.0,0.0,0.0,0.0,0.00114,-0.00072,0.0,0.0,0.9759059894546573,1.0093740588079605,0.9820877963390624,0.9837511797473807,0.9308644066432205
2019-06-28,0.00828376907923728,0.004998863237348265,0.00919166143227258,0.0046647230786473655,0.0,0.0,0.0,0.0,0.0,0.00038,-0.0018,0.0,0.0,0.9756288321536523,1.0090106841467896,0.9826504782541484,0.9856974192201501,0.9302034929145038
2019-07-01,-0.007693760420960058,-0.005925718897210998,-0.00561046581096087,-0.008496893195705933,0.0,0.0,0.0,0.0,0.0,-0.00038,0.00108,0.0,0.0,0.9757654201901538,1.0092286304545652,0.9811928355249644,0.9836481665442676,0.930529064137024
2019-07-02,-2.1071336255350843e-05,-0.00023281408225695962,0.0037776029071433445,-0.0008975938175850714,0.0,0.0,0.0,0.0,0.0,0.00133,0.00306,0.0,0.0,0.9766221422290806,1.0098462783764035,0.9816171830157006,0.984179043250827,0.9325715754328047
2019-07-03,0.0065351221363543245,-0.00022118911843862514,0.009853581900971251,0.005318633598106773,0.0,0.0,0.0,0.0,0.0,0.0,-0.00036,0.0,0.0,0.9765518254348402,1.0097735694443604,0.9825906790045367,0.9857784211458293,0.9324037125492268
2019-07-04,-0.0027335281603315196,-0.004959029104573533,-0.006798029613018296,-0.003505825558088458,0.0,0.0,0.0,0.0,0.0,0.00114,0.00358785,0.0,0.0,0.9774752235444167,1.0104981526645864,0.9826067982949513,0.9847722778743642,0.9346078449954148
2019-07-05,-0.002426179789866879,-0.0042255309858465736,-0.005253468282886505,-0.0024403642810023516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9774752235444167,1.0104981526645864,0.9821272145883856,0.9836855783826807,0.9346078449954148
2019-07-08,0.00023454513690476076,0.0024692675052675563,-0.0019332864687970476,-0.0011024640647179108,0.0,0.0,0.0,0.0,0.0,-0.00285,0.0,0.0,0.0,0.9769180626669964,1.0104981526645864,0.9819106625961725,0.9834448071199866,0.9332760288162963
2019-07-09,0.0059350727135606875,0.005083051414668673,0.011961060718575278,0.0068111219419418265,0.0,0.0,0.0,0.0,0.0,-0.00095,0.0,0.0,0.0,0.9767324482350896,1.0104981526645864,0.9832482452479797,0.9856265648082282,0.9328327227026086
2019-07-10,-0.003665304106937233,-0.0013046953036943826,-0.0029080174267113604,0.00045030843754377884,0.0,0.0,0.0,0.0,0.0,0.00057,0.0,0.0,0.0,0.9768437957341884,1.0104981526645864,0.9833367982441868,0.9851066309949551,0.9330985800285789
2019-07-11,-0.001984077459253285,0.001753065550048239,-0.004633030379237415,-0.0021343363171841033,0.0,0.0,0.0,0.0,0.0,0.00114,0.0,0.0,0.0,0.9770665161196157,1.0104981526645864,0.9829170439560837,0.9846626981017795,0.9341623124098114
2019-07-12,0.00265250467495988,-3.5862814137718074e-05,-1.5819235802121826e-05,-0.00035026078375158254,0.0,0.0,0.0,0.0,0.0,0.00171,0.0,0.0,0.0,0.9774006728681287,1.0104981526645864,0.982848188497248,0.9849626840639812,0.9357597299640322
2019-07-15,0.004193637179614039,0.003138427624425417,0.0035338375343496285,0.0012951955042736268,0.0,0.0,0.0,0.0,0.0,-0.00323,0.0,0.0,0.0,0.9767692720334559,1.0104981526645864,0.983102784608273,0.9856393608411157,0.9327372260362484
2019-07-16,0.002553318713759426,0.0020849143168200136,0.007225464022973933,0.003118045186702664,0.0,0.0,0.0,0.0,0.0,-0.00247,0.0,0.0,0.0,0.9762867480130714,1.0104981526645864,0.9837158563893895,0.9865879812737846,0.930433365087939
2019-07-17,0.0016821518692629793,-0.0012277919562170966,-0.001617161707001944,0.0021686709495647083,0.0,0.0,0.0,0.0,0.0,0.00019,0.0,0.0,0.0,0.9763238469094958,1.0104981526645864,0.9841425275894652,0.9866787374381,0.9306101474273055
2019-07-18,-0.0019141687677705576,-0.003609196721461332,-0.004685692228877512,-0.0024563204231907803,0.0,0.0,0.0,0.0,0.0,0.0049330004,0.0,0.0,0.0,0.9772870880949627,1.0104981526645864,0.9836590537114954,0.9860918626144707,0.9352008476568086
2019-07-19,-0.0009020081062069256,-0.0017789701975995074,-0.005299017900639871,0.0002902546008099257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772870880949627,1.0104981526645864,0.983716156024689,0.9855085709513204,0.9352008476568086
2019-07-22,-0.0037926297925465306,-0.002077045603390955,-0.00656696704012246,-0.0073556633230637295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772870880949627,1.0104981526645864,0.9822689790548538,0.9840081488771276,0.9352008476568086
2019-07-23,-0.002544123709202122,-0.002505632915186503,-0.011490015075150661,-0.00409022946134997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772870880949627,1.0104981526645864,0.9814654379514337,0.9824466035499231,0.9352008476568086
2019-07-24,-0.004355017105532132,-0.0014279117202271655,-0.0030112192115287688,-0.004452990730492637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772870880949627,1.0104981526645864,0.9805913466519344,0.9814454799738338,0.9352008476568086
2019-07-25,0.0014682853269483186,0.0015245252205692034,-0.0014704199605121027,0.002470689053592144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772870880949627,1.0104981526645864,0.9810758939131784,0.9817469407403292,0.9352008476568086
2019-07-26,-0.00019431217695307375,0.0003396879248088386,0.007128645167437151,0.0010231060039565735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772870880949627,1.0104981526645864,0.9812766428406584,0.9823735314303221,0.9352008476568086
2019-07-29,0.00024034875554751047,-0.0030453566925372332,0.0008848156013089118,-0.0014989154857634832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772870880949627,1.0104981526645864,0.980982472689504,0.982115159043792,0.9352008476568086
2019-07-30,-0.0014929663615449577,-0.00041960201791112314,-7.857494008270074e-05,-0.00010113238258967772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772870880949627,1.0104981526645864,0.9809626308705557,0.981957093221949,0.9352008476568086
2019-07-31,0.00026956361721433737,0.0016029034562281066,-0.00629692819390497,-0.0011577513600712372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772870880949627,1.0104981526645864,0.9807354887065418,0.9815354399034004,0.9352008476568086
2019-08-01,-0.0031052980049106056,-0.0021098688851699954,-0.003401400145763316,-0.003121234837694857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772870880949627,1.0104981526645864,0.9801232675517589,0.9806492038629817,0.9352008476568086
2019-08-02,0.005447521259162972,0.0003454435361832948,0.014545565101957526,0.003295039748532217,0.0,0.0,0.0,0.0,0.0,-0.000197876,0.0,0.0,0.0,0.9772484117629939,1.0104981526645864,0.9807691765767678,0.9824170649641943,0.935108320755343
2019-08-05,0.009731580488138498,-0.0031556514236413414,0.023677628696802053,0.008825848466880316,0.0,0.0,0.0,0.0,0.0,-0.0016,0.0,0.0,0.0,0.9769356922712298,1.0104981526645864,0.9825004006034584,0.9852494040613704,0.9343602340987387
2019-08-06,-0.009983316468891812,0.002261205224448262,-0.007339440978419419,-0.011333863508945318,0.0,0.0,0.0,0.0,0.0,-0.0046,0.0,0.0,0.0,0.9760369114343402,1.0104981526645864,0.9802732955158737,0.9829003106091859,0.9300621770218844
2019-08-07,-0.004583988782750554,-0.00909969064266926,-0.02221906745408871,-0.009055201596687124,0.0,0.0,0.0,0.0,0.0,-0.0036,-0.0001909348,0.0,0.0,0.9752968929756121,1.0104595648120505,0.9784605473965997,0.9792145188773379,0.9267139531846056
2019-08-08,-0.0044183392183886104,-0.003013561087364,0.00453807160738782,0.00470695996950318,0.0,0.0,0.0,0.0,0.0,0.004,0.00076,0.0,0.0,0.9762253756177249,1.0106131546659018,0.9795303883254708,0.9797096346908136,0.930420808997344
2019-08-09,-0.001833402824354603,0.005478898402580797,0.015098112704713014,-0.0018172957013525353,-0.0003,0.0,0.0,0.0,0.0,-0.0046094486,-0.0019098924,0.0,0.0,0.9748939328718869,1.0101664853999346,0.9787414377005152,0.9804713191089695,0.9273879437336693
2019-08-12,-0.0009439351512701187,-0.001711311532559114,-0.0072403689130421485,0.0001242102791483907,-0.00025463572463357923,0.0,0.0,0.0,0.0,0.0041904506,0.010602152,0.0,0.0,0.9777285280125043,1.0122570282296357,0.9807912602411498,0.9808308173318953,0.934247184387511
2019-08-13,0.007034095559848233,0.005110577345143151,0.008048987507270936,0.0001549020506618922,0.0035268583830710964,0.0,0.0,0.0,0.0,-0.0012,0.0,0.0,0.0,0.9781835351768592,1.0129710456668026,0.9815134679322911,0.9825416443751047,0.9350290747912086
2019-08-14,-0.008077485687708583,-0.008086061798665512,-0.007094219734472666,-0.004037191024385417,-0.0057332836967651235,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.977335785823774,1.0118095155905193,0.9795954974269108,0.9801511778484598,0.9335915987018103
2019-08-15,0.004088703720666737,0.006166182821441467,0.0021261169269468647,0.003492407507898262,0.0024772042638073755,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.9786018665275958,1.0123108073597558,0.9807650583895007,0.9818363302987575,0.9356506337950002
2019-08-16,0.0021408683483984366,0.0025142129435316908,0.004689690371866831,0.0031969808187132217,-0.0010746910263299547,0.0,0.0,0.0,0.0,0.0008,-0.00019295639999999993,0.0,0.0,0.9785103383987392,1.0120541567218366,0.9811435029449473,0.98274823760645,0.9354846221998984
2019-08-19,-0.006722867256127053,-0.007341709237425251,-0.016667729208376395,-0.0074261488857147555,0.0022961402040132524,0.0,0.0,0.0,0.0,0.0022092640000000003,-0.00114,0.0,0.0,0.9791689549600427,1.0122881720216814,0.9799131472886554,0.980118021533722,0.937591990374723
2019-08-20,0.0011935737484378083,-0.0014055315039500627,0.0035167181144834044,0.0021327183033152592,-0.0015987155545530978,0.0,0.0,0.0,0.0,0.0,0.00114,0.0,0.0,0.9790791229540076,1.0121953015556422,0.9802412227490772,0.9804933888757864,0.9374147610653325
2019-08-21,0.005568799781547061,0.007281625862815344,0.0006759133007999607,0.004211403475301638,-0.0032401111665792404,0.0,0.0,0.0,0.0,0.0,-0.00228,0.0,0.0,0.9779981978340909,1.011077815438267,0.9799846529035734,0.9814148740044137,0.9356575530942997
2019-08-22,0.0014165421437148918,0.0045463291782471245,-0.0023640423963117957,-0.0008314931153007896,0.004740255194020937,0.0,0.0,0.0,0.0,0.0,0.00076,0.0,0.0,0.979074045767567,1.0121900526394516,0.9808997159406142,0.9820390229877888,0.9374388845044033
2019-08-23,-0.0023220862866171095,-0.001479290659282909,-0.004576350487886534,-0.004518090391840327,-0.0013462574044157405,0.0,0.0,0.0,0.0,0.0,0.00076,0.0,0.0,0.9789592478858065,1.0120713718568444,0.9798983452799322,0.9810205672964997,0.9372264056147946
2019-08-26,0.013473269556683085,0.00789034255733167,0.033833040094364,0.01974569290425072,-0.03787128834391305,0.0,0.0,0.0,0.0,0.0,-0.0015299428000000001,0.0,0.0,0.9712448079645225,1.0040960002455106,0.976046259400606,0.9837026106648027,0.918762468493891
2019-08-27,-0.004282895866407912,-0.0018259795825340615,0.003919882285905957,0.0014586492902545478,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.9716721556800268,1.0045378024856186,0.9767604615914484,0.9838138187085814,0.9197731072092343
2019-08-28,-0.0031602077349646156,-0.0047245529276386845,-0.0014311366410210329,-0.004377414122118669,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.9718276232249355,1.0046985285340162,0.9760616062576035,0.9828380788663077,0.920141016452118
2019-08-29,0.003642609622697512,0.004391712519897065,0.008406424597825528,0.005572884572049152,0.0,0.0,0.0,0.0,0.0,0.0,-0.003,0.0,0.0,0.9712445266510006,1.0040957094168959,0.9765638650272256,0.9842755650871862,0.9187608049274398
2019-08-30,0.002058576894465617,-0.007345453509299974,-0.013502367982869114,-0.004325365918664874,-0.0003,0.0,0.0,0.0,0.0,0.0,-0.0014,0.0,-0.000195909,0.9709143035119392,1.0037149745984268,0.9753870341012787,0.9823819309925632,0.9179798582432515
2019-09-02,-0.00489256922076661,-0.0016341412754564372,-0.00806953681150829,-0.0039298051044029956,0.0007293587828396394,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0006,0.9721821930789433,1.005146143432351,0.9758941482917581,0.9815207074622188,0.9233041414210623
2019-09-03,-0.002803304450760119,0.0008551341804042358,-0.0019055381415995507,0.0018094019767074707,0.0002800253134060958,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.000254217,0.9720422037649884,1.00505251252386,0.9761067814352404,0.9813311936227845,0.9229717636161371
2019-09-04,-0.0002361839050867163,-0.0006355993199679144,0.0015564625358085414,-0.0010506969095306913,0.0013462269148053485,0.0,0.0,0.0,0.0,0.0,-0.0012,0.0,0.0,0.9720706315114919,1.0050819056694849,0.9759302095761492,0.98131460228015,0.92303924527286
2019-09-05,-0.003721533397826102,-0.004176051569767516,-0.00023558686837044546,-0.00435769053081525,0.005656034490390371,0.0,0.0,0.0,0.0,0.0,-0.0016,0.0,0.0,0.9728591819131931,1.0058972350444975,0.9758713305275988,0.9806778930676253,0.9249111847802652
2019-09-06,0.000522504407049624,-0.005152124859245782,-0.003914945131731829,-0.005684236826329511,-0.0005876470110174332,0.0,0.0,0.0,0.0,0.0,-0.0024,0.0,0.0,0.9722778699477963,1.0052961818709631,0.9741788019638923,0.9793791398872744,0.9235295307119326
2019-09-09,-0.008056253287282421,-0.004840830385576215,-0.008124727889626317,-0.008925812636669434,-0.0035021597188042977,0.0,0.0,0.0,0.0,-0.00019974359999999996,0.00740358,0.0,0.0,0.972997681611562,1.0060805984534753,0.9731998706588019,0.977401852694531,0.9253310691326339
2019-09-10,0.0012151362633895423,-0.0004784911786663351,-0.0004508990476848333,0.00039830454018381965,-0.001723294407840359,0.0,0.0,0.0,0.0,0.00105,0.0,0.0,0.0,0.9728666588319879,1.005733843839645,0.9729419746652364,0.9774026613945219,0.9245337602042152
2019-09-11,0.0016732719910842657,0.00019177497529906885,0.0002522231050432158,0.0010118983032618187,0.0012811924683494569,0.0,0.0,0.0,0.0,-0.00147,0.0,0.0,0.0,0.9728299219214921,1.0059915515648234,0.97338818351792,0.9776237318955563,0.924386074380144
2019-09-12,-0.005767462187563212,-0.004524064707130259,-0.00580087204049912,0.00029661490320456214,0.002228190179323409,0.0,0.0,0.0,0.0,-0.0025296376,-0.00019447259999999996,0.0,0.0,0.9727334327544932,1.0064007321054371,0.9738418471383521,0.9763985660097945,0.9240734648579937
2019-09-16,0.0025421240000149505,-0.00042589714597888496,0.004005286698794097,-0.008015073890474865,0.0026738094606325036,0.0,0.0,0.0,0.0,0.0016,-0.00019,0.0,0.0,0.9735279243535644,1.0069006736373554,0.9727645317844784,0.9765630703254014,0.9252438006603605
2019-09-17,0.0007097955726578536,-0.0012320439720732777,0.004978372686215306,0.0015530585860487123,0.000561167227833892,0.0,0.0,0.0,0.0,0.002,0.00228,0.0,0.0,0.9744705266501167,1.0074728282764798,0.9736194411877578,0.9773781511875881,0.9268071846756628
2019-09-18,0.00026345040881011486,0.0014526020715319966,-0.008384494369992206,-0.0013273128346794976,-0.002968930675651183,0.0,0.0,0.0,0.0,0.0023904772,-0.0019,0.0,0.0,0.9739874906773776,1.0064917652047838,0.9724128845589595,0.9765906694763842,0.9261842266590058
2019-09-19,0.0021076721779805744,0.0009776133360073888,0.00047869220779378773,0.0020740251598796535,-0.0020608575718796254,0.0,0.0,0.0,0.0,0.00378,0.0011301468,0.0,0.0,0.9745425250904798,1.0063044146592468,0.9726352392873581,0.9772282548828098,0.9272633101116515
