date,live_v3_unlevered,fixed_IS_vol10,target_vol10,fixed_IS_vol12,target_vol12,fixed_IS_vol14,target_vol14
2018-11-22,0.9996688482519306,0.996846326510735,0.9920871975552573,0.9958527145454312,0.9825516511857967,0.9947390536198909,0.979811343954975
2018-11-23,0.9994317710499437,0.9954902733934091,0.9904192345831762,0.9942270727885714,0.9805693337729238,0.9928445925157082,0.9775050903680758
2018-11-26,0.9990658821401137,0.9933997839901937,0.9878507893643645,0.9917216687090685,0.9775178519004794,0.9899256855035218,0.9739561532480419
2018-11-27,0.9984805584410801,0.9900613645859944,0.9837598125643506,0.9877223327932685,0.9726600297717377,0.985268243415608,0.9683093441366929
2018-11-28,1.0001407593960678,0.9995041041975044,0.9953301295166831,0.9990268500250142,0.986387752357179,0.9984240785223899,0.9842533827394768
2018-11-29,1.0001407593960678,0.9995041041975044,0.9953301295166831,0.9990268500250142,0.986387752357179,0.9984240785223899,0.9842533827394768
2018-11-30,1.0001407593960678,0.9995041041975044,0.9953301295166831,0.9990268500250142,0.986387752357179,0.9984240785223899,0.9842533827394768
2018-12-03,1.0001407593960678,0.9995041041975044,0.9953301295166831,0.9990268500250142,0.986387752357179,0.9984240785223899,0.9842533827394768
2018-12-04,1.0001407593960678,0.9995041041975044,0.9953301295166831,0.9990268500250142,0.986387752357179,0.9984240785223899,0.9842533827394768
2018-12-05,1.000113001889488,0.9993449863991848,0.9951328902008869,0.9988359998398026,0.986153191654616,0.9982015543159407,0.9839803207259454
2018-12-06,1.0003517312633101,1.0007133045187324,0.9968290165430114,1.0004771452888377,0.9881701770307876,1.0001150078372454,0.9863282854470087
2018-12-07,1.0003189793760694,1.000525369318829,0.9965958945586918,1.0002516762701492,0.9878928606340635,0.9998520558625832,0.9860053527026873
