date,v3_eq_tv,v4_core_eq_tv,v4_core_act_tv,v4_ballast_eq_tv,v4_ballast_act_tv
2018-12-05,0.986153191654616,1.0108320558097879,1.0096178726553435,0.9419687273827844,1.088088793384214
2018-12-06,0.9881701770307876,1.0129254632986864,1.0109077026948348,0.9493363901860485,1.1038696009937758
2018-12-07,0.9878928606340635,1.0126375239532917,1.0104798142166667,0.9485829610962095,1.102865985498118
2018-12-10,0.9889113949207139,1.01368157040731,1.012031238549556,0.95492440404402,1.1113161507091398
2018-12-11,0.9861733779980754,1.0108749718503538,1.0077947995107701,0.9552953966434765,1.1118106637861818
2018-12-12,0.9847989043895321,1.0094660705340703,1.0056547352102905,0.9503017638493718,1.1051507989476261
2018-12-13,0.9806698154747081,1.0052335565221697,0.9992259383728195,0.9420871040561061,1.0941731434939344
2018-12-14,0.9796256409359542,1.0041632275810128,0.997598774947234,0.9416274729992232,1.0935603531237876
2018-12-17,0.977538897221158,1.0020242152724108,0.9943449123478656,0.9378144932353639,1.0884770506077137
2018-12-18,0.9770155246110123,1.0014877332659482,0.9935246827909886,0.9381298275684721,1.088897864346958
2018-12-19,0.9746514144345438,0.9990644070421761,0.9898031883193085,0.9411172093926512,1.0928856167633596
2018-12-20,0.9749133637208905,0.9993329176138156,0.9902148406712382,0.9389448387045101,1.0899860034573614
2018-12-21,0.9738637963043351,0.9982570607144746,0.9885633157671355,0.9424502723114366,1.0946646206390203
2018-12-24,0.9738637963043351,0.9982570607144746,0.9885633157671355,0.9487005325215756,1.1030127847492175
2018-12-25,0.9762246412311522,1.0006770399008769,0.9922854300804049,0.9623221951131273,1.1211789931394032
2018-12-26,0.9743813533189054,0.9987875814567774,0.9893682611759423,0.9589988964856675,1.116781422000524
2018-12-27,0.9748969032847363,0.9993160448779405,0.9901856148273966,0.9558971845521352,1.1126793070423342
2018-12-28,0.9762668038490017,1.0007202586046897,0.9923600492309715,0.9574057850960254,1.1146733317030342
2019-01-02,0.9770538522654776,1.0015270209485132,0.9936268951212653,0.9603207951472816,1.1185407903504332
2019-01-03,0.9745307907074587,0.9989407619413835,0.989565405918586,0.9523632710730333,1.1079835714020576
2019-01-04,0.975061861711083,0.9994851351700839,0.9904184969540705,0.9438043662538896,1.0966163287341406
2019-01-07,0.9758608107867166,1.0003040962598473,0.9917053042446213,0.9410651547486307,1.0929923221388385
2019-01-08,0.974254864797074,0.9986579246603171,0.9891053134759036,0.9395809292141518,1.0910195499035926
2019-01-09,0.9782933527203539,1.0027975683141042,0.9956591379426626,0.9395711335469078,1.0910065292327964
2019-01-10,0.9782933527203539,1.0027975683141042,0.9956591379426626,0.9403939494421092,1.092101627562063
2019-01-11,0.9782933527203539,1.0027975683141042,0.9956591379426626,0.9406521503231067,1.0924454236541208
2019-01-14,0.9780359514582372,1.0025337196852508,0.9952350205075002,0.9429421797374062,1.0954967626201861
2019-01-15,0.9750468884213479,0.9994697868305553,0.9903107895109868,0.9403641888527389,1.0920609809961737
2019-01-16,0.9724971465035752,0.9968561791761017,0.9867607119789183,0.9379317304826262,1.0891940796947381
2019-01-17,0.9710083274288812,0.99533006827735,0.9908695972900555,0.9358519396876571,1.0902536049161264
2019-01-18,0.9656424159071675,0.9898297518223722,0.9863557469399595,0.9288333495642812,1.0842250063398104
2019-01-21,0.9628372948566607,0.9869543683185868,0.9839891956428735,0.9239206114110171,1.0801584360852277
