strategy_id,category,name,params,source,full_return,full_cagr,full_vol,full_sharpe,full_sortino,full_maxdd,full_calmar,full_winrate,full_payoff,is_sharpe,is_maxdd,is_return,oos_sharpe,oos_maxdd,oos_return,oos_cagr,wf_mean_sharpe,wf_median_sharpe,wf_pos_frac,wf_n,stress_oos_sharpe,avg_corr_others,stability_0_1,risk_reward_proxy,deployable,deploy_note
trend_tsmom,趋势,时间序列动量 TSMOM,"L=60,skip=1,inv-vol,lev≤1",AQR / Baltas,0.1870746850324203,0.020953546835022152,0.08449286998935557,0.28768912216414705,0.46708163469882125,-0.149147245270968,0.14048899660837938,0.5009596928982726,0.987018667151731,0.3227976970419582,-0.149147245270968,0.09744293551229033,0.2557967186670896,-0.094001714291989,0.09224276274234566,0.020196529890069703,0.22793998806464622,0.20204339744960853,0.5,6.0,0.11650058024971749,0.2328390197429971,0.5282910855336541,0.2353247506615532,0,落地高：逆波动分散；震荡磨损仍在，作趋势卫星仓。
trend_donchian,趋势,唐奇安长周期突破,"entry=55,exit=20,inv-vol",Turtle System2,0.20061069823216982,0.02235427827709424,0.10947050960537842,0.2566714852006376,0.4234410579161488,-0.19227904745227486,0.11625956428062056,0.4928023032629559,1.0194512534031481,0.24613996280242448,-0.17602251652756784,0.08672875611991948,0.2668739497454652,-0.1482468262455512,0.11437648191081173,0.024845307410629625,0.23626844879808093,0.21163429946472317,0.8333333333333334,6.0,0.18344512351204362,0.22893750003927843,0.7228243819951707,0.2172340720513146,0,落地高：55/20 降低假突破；交易频次低，适合日频执行。
trend_dualma,趋势,双均线+ATR止损,"MA20/60, ATR trail 2.5/3",经典CTA+止损,0.17547641165211414,0.019742121539610746,0.08468193150078504,0.2732262179894823,0.4392847040850938,-0.1533703764448371,0.12872186922427892,0.4942418426103647,1.0139576403591612,0.14592365538938784,-0.13026970659638026,0.03508221728215033,0.3918851873474543,-0.11617648503863742,0.13614320248107137,0.029347873227594246,0.23606747467987702,0.33492545006774976,0.6666666666666666,6.0,0.1871366873692251,0.24303220078367777,1.0,0.3222498804617285,0,落地高：ATR止损贴近实盘；与 TSMOM 相关偏高时可降权。
arb_calendar,套利,跨期价差回归,z20±2; RB/HC/I/CU; ~1x,国内跨期主流,0.15213733688722297,0.01796786260147698,0.038234443839911425,0.48479573845871554,0.8170807737973093,-0.06600312053015278,0.2722274713249136,0.20958083832335328,1.3105869716458194,0.4483940386819736,-0.04490051749784618,0.060813017893970756,0.514766909520734,-0.066003120530153,0.037696467580951465,0.008420902813253361,0.5177728717712836,0.5305189629737957,1.0,6.0,0.3599714238470134,-0.05180720035721788,0.7653490235714097,0.32117515692243626,0,落地中：需组合单与交割前移仓；远月流动性为硬约束。
arb_pairs,套利,产业配对(相关+半衰期),"z60, corr≥0.55, HL 5-45d",产业链统计套利,0.23066924001233002,0.025415810027984875,0.0982555910253222,0.3046990556363584,0.4704118448990156,-0.2052016471243907,0.12385772913693098,0.3550863723608445,1.1651584003784907,-0.20491274926039096,-0.19269865593948865,-0.0961861122447315,0.7864199049353204,-0.09135475204229004,0.35803812762108445,0.07181624950593335,0.651432657198153,0.7191880554600569,0.8333333333333334,6.0,0.6688019634310984,-0.07901415247755048,0.5,0.7862724254120785,0,落地中高：相关/半衰期门控降低失效对；需单腿对账。
arb_xs_reversal,套利,截面短周期反转,"L=5, top/bottom 3",商品截面短反转,-0.4079487887538238,-0.06141548185316237,0.08446235408228286,-0.7080924471568075,-1.1326944915195891,-0.44782559607858174,-0.13714151757057128,0.47072936660268716,0.9906699788844978,-0.9261073681314526,-0.31724930010965013,-0.2787556304712152,-0.5053357171366962,-0.26589916042833617,-0.18816841566202192,-0.046142960047657944,-0.5725829470690794,-0.5262744921152499,0.16666666666666666,6.0,-1.1755256566116652,-0.09573428293789565,0.0,-0.2526678585683481,0,落地中：换手较高、成本敏感；适合小权重卫星。
