sleeve,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,max_daily_loss,calmar,win_rate,payoff_ratio,n_obs,members
portfolio_all6,0.0830007460240203,0.009688371018792719,0.04338256089538478,0.24394801350649678,0.393820330031096,-0.08776878933428378,-0.021700162858204034,0.110385150487752,0.5047984644913628,1.0189641925985322,2084.0,
portfolio_deploy_eq,0.0830007460240203,0.009688371018792719,0.04338256089538478,0.24394801350649678,0.393820330031096,-0.08776878933428378,-0.021700162858204034,0.110385150487752,0.5047984644913628,1.0189641925985322,2084.0,
portfolio_deploy_invvol,0.0830007460240203,0.009688371018792719,0.04338256089538478,0.24394801350649678,0.393820330031096,-0.08776878933428378,-0.021700162858204034,0.110385150487752,0.5047984644913628,1.0189641925985322,2084.0,
