year,sharpe,cagr,maxdd,n_days,avg_lev
2018,0.074035166187425,0.0007469448097137121,-0.13159982611725574,243,13.246665770903395
2019,0.6554565996060837,0.0969292692330157,-0.1069744908882323,243,6.501315652859812
2020,0.49556476859456433,0.05606132421386856,-0.12112899996473525,243,5.698312565648816
2021,1.48928129043137,0.18603791700024108,-0.0604002016887194,243,5.249768637427109
2022,2.1475595346334604,0.2897124132952813,-0.09160796599867826,242,6.488252517251528
2023,1.3797059260257358,0.16379943001036268,-0.11522763240909217,242,9.775903210801557
2024,0.844062827468443,0.11247164716907476,-0.09167332445140852,242,10.012936994550238
2025,1.6159645828131564,0.22842489197998317,-0.08392173032216077,243,9.761080308225628
2026,-0.3617774341582996,-0.04734755859435891,-0.08818346959267853,143,11.103496307740205
