model,total_return,cagr,sharpe,calmar,profit_factor,max_drawdown,n_trades,win_rate,expectancy,ann_vol
A,-0.09022130053809119,-0.33226061276086216,-1.8415089708525985,-3.00051307810253,0.8902125023463213,-0.11073459908762595,485.0,0.32989690721649484,-179.66523869626965,0.2077067607450636
B,-0.09570336622703801,-0.3492775816364606,-2.1899639800051554,-3.135098151587105,0.8719137334965724,-0.11140881871900665,416.0,0.3245192307692308,-214.89003383430793,0.18815734670370132
C,-0.061868155035183836,-0.23873852271797646,-3.1569040137718276,-3.458431158590065,0.7123667644521879,-0.06903087318219325,104.0,0.3269230769230769,-534.3490414163572,0.08523818810918762
D,-0.022553412680863416,-0.09283663373471018,-1.070010999421449,-1.7589319424312182,0.8956784015797428,-0.05278011701032059,86.0,0.37209302325581395,-185.97342489953186,0.08754976112244803
E,0.04998356971409157,0.2316134429707135,1.2083101096981237,3.6231025554974265,1.1190901328730378,-0.06392682498575164,268.0,0.373134328358209,212.23806533006896,0.18648728586240876
SCORE,-0.09931073169962235,-0.36029270193474694,-4.312402828468816,-3.5126962411569225,0.7947626753084747,-0.10256870426578157,1275.0,0.40862745098039216,-77.63012982024125,0.10231294151798237
BHS,0.0555637421682722,0.25981427392366707,1.0678140422669469,2.9736435554401033,inf,-0.08737236628389855,1.0,1.0,46546.95556500682,0.24348010877952883
DONCHIAN20,-0.043607956724966424,-0.17340542485754284,-0.75925518381236,-1.7735784596543305,0.9535137208146229,-0.09777149914830352,527.0,0.3377609108159393,-75.78012564193918,0.21977216239260614
RANDOM,-0.21586962051915248,-0.6460738486007751,-4.894035541167618,-2.919807537121632,0.784858209273864,-0.22127275184640405,855.0,0.41871345029239765,-260.05011396490045,0.20746285232642822
