ts,equity
2026-07-18 00:00:00+00:00,732675.2097072459
2026-07-19 00:00:00+00:00,369646.72713809967
2026-07-20 00:00:00+00:00,330069.21104967804
2026-07-21 00:00:00+00:00,207411.01940740363
2026-07-22 00:00:00+00:00,119035.651619534
2026-07-23 00:00:00+00:00,72789.72877568049
2026-07-24 00:00:00+00:00,48986.07477979686
2026-07-25 00:00:00+00:00,24941.25166571085
2026-07-26 00:00:00+00:00,15805.56041641153
2026-07-27 00:00:00+00:00,10519.192366964262
2026-07-28 00:00:00+00:00,5403.643280368482
2026-07-29 00:00:00+00:00,4696.353784390693
2026-07-30 00:00:00+00:00,2966.674163844433
2026-07-31 00:00:00+00:00,2482.762716097933
2026-08-01 00:00:00+00:00,1183.3193913212272
2026-08-02 00:00:00+00:00,646.2644823479528
2026-08-03 00:00:00+00:00,428.49276885856233
2026-08-04 00:00:00+00:00,244.83066053167354
2026-08-05 00:00:00+00:00,129.60758963279915
2026-08-06 00:00:00+00:00,86.05325637487852
2026-08-07 00:00:00+00:00,44.39433139897224
2026-08-08 00:00:00+00:00,23.25725346444267
2026-08-09 00:00:00+00:00,11.750759980492115
2026-08-10 00:00:00+00:00,7.133321681554865
2026-08-11 00:00:00+00:00,3.555490598713152
2026-08-12 00:00:00+00:00,2.1341592685784185
2026-08-13 00:00:00+00:00,1.272836217393988
2026-08-14 00:00:00+00:00,0.7054795122837693
2026-08-15 00:00:00+00:00,0.3595596074084681
2026-08-16 00:00:00+00:00,0.1731607413449552
2026-08-17 00:00:00+00:00,0.09754883579466023
2026-08-18 00:00:00+00:00,0.061940135696230594
2026-08-19 00:00:00+00:00,0.057220975486282515
2026-08-20 00:00:00+00:00,0.03063383526227387
2026-08-21 00:00:00+00:00,0.015911119655245384
2026-08-22 00:00:00+00:00,0.006446710948716711
2026-08-23 00:00:00+00:00,0.004358205287370951
2026-08-24 00:00:00+00:00,0.0038338473792602066
2026-08-25 00:00:00+00:00,0.0019116058781317913
2026-08-26 00:00:00+00:00,0.0015398985144556578
2026-08-27 00:00:00+00:00,0.0007699962314001789
2026-08-28 00:00:00+00:00,0.000654476478993961
2026-08-29 00:00:00+00:00,0.0003308553855480845
2026-08-30 00:00:00+00:00,0.00023380586974180995
2026-08-31 00:00:00+00:00,0.00015853959784711054
2026-09-01 00:00:00+00:00,0.00010878526736610449
2026-09-02 00:00:00+00:00,7.300026485787848e-05
2026-09-03 00:00:00+00:00,4.907171414888398e-05
2026-09-04 00:00:00+00:00,2.6899090238830657e-05
2026-09-05 00:00:00+00:00,1.4569349523937344e-05
2026-09-06 00:00:00+00:00,7.021309039151538e-06
2026-09-07 00:00:00+00:00,5.495559500984973e-06
2026-09-08 00:00:00+00:00,3.978236553043971e-06
2026-09-09 00:00:00+00:00,2.8873036498645033e-06
2026-09-10 00:00:00+00:00,2.276489005241609e-06
2026-09-11 00:00:00+00:00,2.0630040875057546e-06
2026-09-12 00:00:00+00:00,1.1330084749791138e-06
2026-09-13 00:00:00+00:00,6.168007446806166e-07
2026-09-14 00:00:00+00:00,4.1816813283761346e-07
2026-09-15 00:00:00+00:00,4.674792446886166e-07
2026-09-16 00:00:00+00:00,3.7905919915336184e-07
