Datetime,equity
2024-09-17 00:00:00+00:00,1000000.0
2024-09-18 00:00:00+00:00,1000000.0
2024-09-19 00:00:00+00:00,993529.3254788116
2024-09-20 00:00:00+00:00,991153.8048827248
2024-09-21 00:00:00+00:00,991153.8048827248
2024-09-22 00:00:00+00:00,991153.8048827248
2024-09-23 00:00:00+00:00,991153.8048827248
2024-09-24 00:00:00+00:00,991153.8048827248
2024-09-25 00:00:00+00:00,991153.8048827248
2024-09-26 00:00:00+00:00,991153.8048827248
2024-09-27 00:00:00+00:00,991153.8048827248
2024-09-28 00:00:00+00:00,991153.8048827248
2024-09-29 00:00:00+00:00,991153.8048827248
2024-09-30 00:00:00+00:00,991153.8048827248
2024-10-01 00:00:00+00:00,991153.8048827248
2024-10-02 00:00:00+00:00,991153.8048827248
2024-10-03 00:00:00+00:00,991153.8048827248
2024-10-04 00:00:00+00:00,991153.8048827248
2024-10-05 00:00:00+00:00,991153.8048827248
2024-10-06 00:00:00+00:00,991153.8048827248
2024-10-07 00:00:00+00:00,991153.8048827248
2024-10-08 00:00:00+00:00,991153.8048827248
2024-10-09 00:00:00+00:00,991153.8048827248
2024-10-10 00:00:00+00:00,991153.8048827248
2024-10-11 00:00:00+00:00,991153.8048827248
2024-10-12 00:00:00+00:00,991153.8048827248
2024-10-13 00:00:00+00:00,991153.8048827248
2024-10-14 00:00:00+00:00,986525.837899501
2024-10-15 00:00:00+00:00,980694.6547925781
2024-10-16 00:00:00+00:00,980694.6547925781
2024-10-17 00:00:00+00:00,980694.6547925781
2024-10-18 00:00:00+00:00,980694.6547925781
2024-10-19 00:00:00+00:00,980694.6547925781
2024-10-20 00:00:00+00:00,980694.6547925781
2024-10-21 00:00:00+00:00,980694.6547925781
2024-10-22 00:00:00+00:00,980694.6547925781
2024-10-23 00:00:00+00:00,980694.6547925781
2024-10-24 00:00:00+00:00,980694.6547925781
2024-10-25 00:00:00+00:00,980694.6547925781
2024-10-26 00:00:00+00:00,980694.6547925781
2024-10-27 00:00:00+00:00,980694.6547925781
2024-10-28 00:00:00+00:00,980694.6547925781
2024-10-29 00:00:00+00:00,985397.5864724793
2024-10-30 00:00:00+00:00,985397.5864724793
2024-10-31 00:00:00+00:00,981435.6769417443
2024-11-01 00:00:00+00:00,987123.0559077053
2024-11-02 00:00:00+00:00,987123.0559077053
2024-11-03 00:00:00+00:00,987123.0559077053
2024-11-04 00:00:00+00:00,987123.0559077053
2024-11-05 00:00:00+00:00,987123.0559077053
2024-11-06 00:00:00+00:00,985556.8586962548
2024-11-07 00:00:00+00:00,980006.0716414236
2024-11-08 00:00:00+00:00,980006.0716414236
2024-11-09 00:00:00+00:00,980006.0716414236
2024-11-10 00:00:00+00:00,974466.5490548983
2024-11-11 00:00:00+00:00,988696.5579171979
2024-11-12 00:00:00+00:00,968025.3774490752
2024-11-13 00:00:00+00:00,968025.3774490752
2024-11-14 00:00:00+00:00,968025.3774490752
2024-11-15 00:00:00+00:00,968025.3774490752
2024-11-16 00:00:00+00:00,968025.3774490752
2024-11-17 00:00:00+00:00,968025.3774490752
2024-11-18 00:00:00+00:00,968025.3774490752
2024-11-19 00:00:00+00:00,968025.3774490752
2024-11-20 00:00:00+00:00,968025.3774490752
2024-11-21 00:00:00+00:00,968717.5310920972
2024-11-22 00:00:00+00:00,962453.0898567375
2024-11-23 00:00:00+00:00,962453.0898567375
2024-11-24 00:00:00+00:00,962453.0898567375
2024-11-25 00:00:00+00:00,962453.0898567375
2024-11-26 00:00:00+00:00,962453.0898567375
2024-11-27 00:00:00+00:00,962453.0898567375
2024-11-28 00:00:00+00:00,962453.0898567375
2024-11-29 00:00:00+00:00,962453.0898567375
2024-11-30 00:00:00+00:00,962453.0898567375
2024-12-01 00:00:00+00:00,962453.0898567375
2024-12-02 00:00:00+00:00,962453.0898567375
2024-12-03 00:00:00+00:00,962453.0898567375
2024-12-04 00:00:00+00:00,962453.0898567375
2024-12-05 00:00:00+00:00,962453.0898567375
2024-12-06 00:00:00+00:00,962453.0898567375
2024-12-07 00:00:00+00:00,962453.0898567375
2024-12-08 00:00:00+00:00,962453.0898567375
2024-12-09 00:00:00+00:00,962453.0898567375
2024-12-10 00:00:00+00:00,962453.0898567375
2024-12-11 00:00:00+00:00,961886.5407696905
2024-12-12 00:00:00+00:00,958076.2640301363
2024-12-13 00:00:00+00:00,958076.2640301363
2024-12-14 00:00:00+00:00,958076.2640301363
2024-12-15 00:00:00+00:00,958076.2640301363
2024-12-16 00:00:00+00:00,958076.2640301363
2024-12-17 00:00:00+00:00,958076.2640301363
2024-12-18 00:00:00+00:00,958076.2640301363
2024-12-19 00:00:00+00:00,958076.2640301363
2024-12-20 00:00:00+00:00,959583.5786883167
2024-12-21 00:00:00+00:00,959583.5786883167
2024-12-22 00:00:00+00:00,959583.5786883167
2024-12-23 00:00:00+00:00,959583.5786883167
2024-12-24 00:00:00+00:00,959583.5786883167
2024-12-25 00:00:00+00:00,959583.5786883167
2024-12-26 00:00:00+00:00,959583.5786883167
2024-12-27 00:00:00+00:00,959583.5786883167
2024-12-28 00:00:00+00:00,959583.5786883167
2024-12-29 00:00:00+00:00,952534.7706358845
2024-12-30 00:00:00+00:00,959647.6374932865
2024-12-31 00:00:00+00:00,959647.6374932865
2025-01-01 00:00:00+00:00,959647.6374932865
2025-01-02 00:00:00+00:00,957095.2536553023
2025-01-03 00:00:00+00:00,952176.7577533852
2025-01-04 00:00:00+00:00,952176.7577533852
2025-01-05 00:00:00+00:00,952176.7577533852
2025-01-06 00:00:00+00:00,952176.7577533852
2025-01-07 00:00:00+00:00,954447.9616503542
2025-01-08 00:00:00+00:00,981500.9245684773
2025-01-09 00:00:00+00:00,981500.9245684773
2025-01-10 00:00:00+00:00,981500.9245684773
2025-01-11 00:00:00+00:00,981500.9245684773
2025-01-12 00:00:00+00:00,981500.9245684773
2025-01-13 00:00:00+00:00,981500.9245684773
2025-01-14 00:00:00+00:00,981500.9245684773
2025-01-15 00:00:00+00:00,981500.9245684773
2025-01-16 00:00:00+00:00,981500.9245684773
2025-01-17 00:00:00+00:00,986857.3028191783
2025-01-18 00:00:00+00:00,985798.3190833138
2025-01-19 00:00:00+00:00,985798.3190833138
2025-01-20 00:00:00+00:00,985798.3190833138
2025-01-21 00:00:00+00:00,985798.3190833138
