symbol,model,entry_time,exit_time,side,entry_price,exit_price,weight,regime,PnL,exit_reason,bars_held
QQQ,D,2023-11-02 14:30:00+00:00,2023-11-09 18:30:00+00:00,1.0,361.7400109863281,370.6634161376953,0.8803474186649713,trend,21468.31399842701,stop,39
QQQ,D,2023-11-15 15:30:00+00:00,2023-11-21 14:30:00+00:00,1.0,386.81999755859374,387.6081793212891,1.1197023476884889,trend,2028.9958558985,stop,28
QQQ,D,2023-12-12 15:30:00+00:00,2023-12-14 17:30:00+00:00,1.0,396.14009643554687,402.11747192382813,1.289511350583024,trend,19592.418739130233,stop,17
QQQ,D,2024-01-04 15:30:00+00:00,2024-01-08 14:30:00+00:00,-1.0,397.74,400.6710794067383,1.0254296781848153,transition,12777.564351558056,stop,14
QQQ,D,2024-04-19 15:30:00+00:00,2024-04-22 17:30:00+00:00,-1.0,418.31510375976563,420.6115090942383,0.8527642123598815,trend,3135.435614098548,stop,10
QQQ,D,2024-05-15 17:30:00+00:00,2024-05-17 17:30:00+00:00,1.0,451.93001342773437,450.9585287475586,1.7751927732113308,trend,-4511.5619621385395,stop,15
QQQ,D,2024-05-31 15:30:00+00:00,2024-05-31 19:30:00+00:00,-1.0,445.3499853515625,448.8181130981445,1.1563811195998266,trend,-664.333866985784,stop,5
QQQ,D,2024-06-06 13:30:00+00:00,2024-06-20 15:30:00+00:00,1.0,464.2400109863281,482.43643020629884,1.0447793425831167,trend,42901.457031900296,stop,66
QQQ,D,2024-07-09 14:30:00+00:00,2024-07-11 13:30:00+00:00,1.0,498.3699853515625,499.4923078918457,1.6104032882822872,trend,3499.8983519969897,stop,14
QQQ,D,2024-09-06 15:30:00+00:00,2024-09-10 13:30:00+00:00,-1.0,450.0300085449219,456.8584391276042,0.6580107984883906,trend,-3734.8788467421077,stop,13
QQQ,D,2024-11-07 15:30:00+00:00,2024-11-12 17:30:00+00:00,1.0,510.936513671875,511.138250579834,1.0386324636395063,trend,175.9361084072607,stop,24
QQQ,D,2024-11-15 17:30:00+00:00,2024-11-18 15:30:00+00:00,-1.0,496.5999853515625,501.2601572672526,1.0669283279063637,trend,-7307.706890020327,stop,6
QQQ,D,2024-12-04 15:30:00+00:00,2024-12-09 15:30:00+00:00,1.0,521.290029296875,522.5661032104492,1.4818997382830734,trend,3522.1859329691524,stop,22
QQQ,D,2024-12-20 14:30:00+00:00,2024-12-20 15:30:00+00:00,-1.0,510.3599951171875,516.8397521972656,0.7982834043235645,trend,-10032.495833882507,stop,2
QQQ,D,2025-03-28 15:30:00+00:00,2025-03-31 17:30:00+00:00,-1.0,472.31000732421876,466.6834619140625,0.8677731762694911,trend,22302.447979460492,stop,10
QQQ,D,2025-04-07 13:30:00+00:00,2025-04-07 13:30:00+00:00,-1.0,407.74,423.3212483723958,0.2691113766368157,shock,11290.929272264348,stop,1
QQQ,D,2025-05-13 15:30:00+00:00,2025-05-19 13:30:00+00:00,1.0,515.749990234375,515.542131652832,0.7560083374973657,trend,-510.2092802305051,stop,27
QQQ,D,2025-06-05 15:30:00+00:00,2025-06-05 16:30:00+00:00,1.0,532.790029296875,528.4612121582031,1.2303829167814924,trend,-11475.152683322107,stop,2
QQQ,D,2025-06-26 14:30:00+00:00,2025-06-27 18:30:00+00:00,1.0,543.7650048828125,545.6186773681641,1.273425388693632,trend,4450.74576896127,stop,12
QQQ,D,2025-08-07 14:30:00+00:00,2025-08-07 17:30:00+00:00,1.0,570.645009765625,565.8138224283854,1.1811302226854763,trend,-11388.189672254211,stop,4
QQQ,D,2025-08-13 13:30:00+00:00,2025-08-13 14:30:00+00:00,1.0,582.8300073242187,579.1636098225912,1.588036562583029,trend,-11359.533902804931,stop,2
QQQ,D,2025-09-10 14:30:00+00:00,2025-09-10 18:30:00+00:00,1.0,582.8099877929687,578.9404246012369,1.5087977270001753,transition,-11247.658939736888,stop,5
QQQ,D,2025-09-15 14:30:00+00:00,2025-09-17 13:30:00+00:00,1.0,590.290029296875,589.6432821655274,1.951382153738541,transition,-2799.46748445358,stop,14
QQQ,D,2025-10-28 13:30:00+00:00,2025-10-29 18:30:00+00:00,1.0,630.3300073242187,631.6580297851563,1.49779462109783,trend,2977.738918600722,stop,13
QQQ,D,2025-11-07 15:30:00+00:00,2025-11-07 20:30:00+00:00,-1.0,604.9199926757813,608.8944604492187,0.8316446760196449,trend,-791.887037378664,stop,6
QQQ,D,2025-12-26 15:30:00+00:00,2025-12-29 14:30:00+00:00,1.0,624.3400170898437,621.724365234375,2.395945515448221,trend,-11367.46255642769,stop,7
QQQ,D,2026-01-02 14:30:00+00:00,2026-01-02 14:30:00+00:00,-1.0,620.0600073242188,620.3258493041992,1.617835558960741,shock,337.7896752602097,stop,1
QQQ,D,2026-01-27 15:30:00+00:00,2026-01-29 14:30:00+00:00,1.0,630.3400170898437,630.9990789794922,1.4379455401105692,trend,1222.6263916982207,stop,14
QQQ,D,2026-03-20 18:30:00+00:00,2026-03-23 13:30:00+00:00,-1.0,582.8499853515625,587.9109780883789,0.9612517038876845,trend,11391.940730407427,stop,3
QQQ,D,2026-04-14 15:30:00+00:00,2026-04-21 19:30:00+00:00,1.0,624.479970703125,642.6543295288086,1.2453839148816606,trend,38745.444789315756,stop,40
QQQ,D,2026-05-05 14:30:00+00:00,2026-05-07 16:30:00+00:00,1.0,681.1400048828125,692.8934881591797,1.054411771651126,trend,20007.719773536974,stop,17
QQQ,D,2026-05-11 13:30:00+00:00,2026-05-12 13:30:00+00:00,1.0,710.3699853515625,705.3042547607422,1.068187426521015,trend,-8923.9944297523,stop,8
QQQ,D,2026-06-05 18:30:00+00:00,2026-06-08 13:30:00+00:00,-1.0,710.8200170898438,717.427495727539,0.811678497408421,trend,22955.91142499191,stop,3
QQQ,D,2026-06-09 16:30:00+00:00,2026-06-09 18:30:00+00:00,-1.0,693.49,706.2879541015625,0.5266398863176485,transition,-8109.51348846435,stop,3
QQQ,D,2026-08-04 14:30:00+00:00,2026-08-05 19:30:00+00:00,1.0,716.0900170898437,717.9216024780274,0.6384503073017463,trend,1704.8003314235493,stop,13
