Datetime,equity
2024-04-23 00:00:00+00:00,1000000.0
2024-04-24 00:00:00+00:00,998386.6293020629
2024-04-25 00:00:00+00:00,998675.7912001705
2024-04-26 00:00:00+00:00,997761.5633645332
2024-04-28 00:00:00+00:00,997761.5633645332
2024-04-29 00:00:00+00:00,996461.1867109992
2024-04-30 00:00:00+00:00,996331.4722008896
2024-05-01 00:00:00+00:00,996419.9330276895
2024-05-02 00:00:00+00:00,995228.6077243412
2024-05-03 00:00:00+00:00,995228.6077243412
2024-05-05 00:00:00+00:00,995042.6315969621
2024-05-06 00:00:00+00:00,995042.6315969621
2024-05-07 00:00:00+00:00,995258.3633314234
2024-05-08 00:00:00+00:00,994073.3177051255
2024-05-09 00:00:00+00:00,992339.7124912065
2024-05-10 00:00:00+00:00,992465.6009718095
2024-05-12 00:00:00+00:00,992429.2037945489
2024-05-13 00:00:00+00:00,991406.1264971395
2024-05-14 00:00:00+00:00,991719.7886851471
2024-05-15 00:00:00+00:00,993232.1534951249
2024-05-16 00:00:00+00:00,993488.3055128407
2024-05-17 00:00:00+00:00,990309.0615105537
2024-05-19 00:00:00+00:00,989973.8788492584
2024-05-20 00:00:00+00:00,989276.3190566712
2024-05-21 00:00:00+00:00,989944.0397371813
2024-05-22 00:00:00+00:00,988767.7514421407
2024-05-23 00:00:00+00:00,987396.6855940094
2024-05-24 00:00:00+00:00,986509.1199317193
2024-05-26 00:00:00+00:00,986479.4912102544
2024-05-27 00:00:00+00:00,986437.6913166796
2024-05-28 00:00:00+00:00,988305.2148983936
2024-05-29 00:00:00+00:00,986280.7152932362
2024-05-30 00:00:00+00:00,987756.1610451768
2024-05-31 00:00:00+00:00,987665.9959985024
2024-06-03 00:00:00+00:00,987747.0342641814
2024-06-04 00:00:00+00:00,987330.3401488457
2024-06-05 00:00:00+00:00,986934.2761278969
2024-06-06 00:00:00+00:00,986404.8307900607
2024-06-07 00:00:00+00:00,985168.3441472909
2024-06-09 00:00:00+00:00,985168.3441472909
2024-06-10 00:00:00+00:00,985832.4753097853
2024-06-11 00:00:00+00:00,986045.0124136156
2024-06-12 00:00:00+00:00,985436.0658232096
2024-06-13 00:00:00+00:00,985953.8780037224
2024-06-14 00:00:00+00:00,984541.9151017976
2024-06-16 00:00:00+00:00,984541.9151017976
2024-06-17 00:00:00+00:00,985625.8068933177
2024-06-18 00:00:00+00:00,988295.5315261506
2024-06-19 00:00:00+00:00,988295.5315261506
2024-06-20 00:00:00+00:00,988587.4989922171
2024-06-21 00:00:00+00:00,987991.112696198
2024-06-23 00:00:00+00:00,988123.4473448341
2024-06-24 00:00:00+00:00,985837.8532295952
2024-06-25 00:00:00+00:00,984145.6996745848
2024-06-26 00:00:00+00:00,983553.430500096
2024-06-27 00:00:00+00:00,984123.6269484725
2024-06-28 00:00:00+00:00,984655.5132415498
2024-07-02 00:00:00+00:00,984197.2327378504
2024-07-03 00:00:00+00:00,983313.875307464
2024-07-05 00:00:00+00:00,982941.9250942185
2024-07-07 00:00:00+00:00,982941.9250942185
2024-07-08 00:00:00+00:00,983353.8916528426
2024-07-09 00:00:00+00:00,982481.4679053173
2024-07-10 00:00:00+00:00,981565.3140546542
2024-07-11 00:00:00+00:00,980278.6647935322
2024-07-12 00:00:00+00:00,978187.4519384614
2024-07-14 00:00:00+00:00,978187.4519384614
2024-07-15 00:00:00+00:00,977480.6534600514
2024-07-16 00:00:00+00:00,978156.8498012278
2024-07-17 00:00:00+00:00,980012.4796519576
2024-07-18 00:00:00+00:00,980042.0048029687
2024-07-19 00:00:00+00:00,981948.1049239975
2024-07-21 00:00:00+00:00,981505.3461965094
2024-07-22 00:00:00+00:00,981845.2495542411
2024-07-23 00:00:00+00:00,981744.626516688
2024-07-24 00:00:00+00:00,982138.2596938402
2024-07-25 00:00:00+00:00,983645.6724034048
2024-07-26 00:00:00+00:00,983521.7360899629
2024-07-28 00:00:00+00:00,983521.7360899629
2024-07-29 00:00:00+00:00,983276.7067328704
2024-07-30 00:00:00+00:00,982788.9710148972
2024-07-31 00:00:00+00:00,983920.6051192749
2024-08-01 00:00:00+00:00,981613.0287289259
2024-08-02 00:00:00+00:00,985887.7597587418
2024-08-04 00:00:00+00:00,985887.7597587418
2024-08-05 00:00:00+00:00,986736.2925645489
2024-08-06 00:00:00+00:00,986505.5433169574
2024-08-07 00:00:00+00:00,987891.2956509115
2024-08-08 00:00:00+00:00,987291.0491637492
2024-08-09 00:00:00+00:00,985906.3595923057
2024-08-11 00:00:00+00:00,985682.9181089759
2024-08-12 00:00:00+00:00,988998.9495628988
2024-08-13 00:00:00+00:00,986833.5403555995
2024-08-14 00:00:00+00:00,987984.080241823
2024-08-15 00:00:00+00:00,987671.3514696035
2024-08-16 00:00:00+00:00,987344.4470649133
2024-08-18 00:00:00+00:00,987344.4470649133
2024-08-19 00:00:00+00:00,988282.0670732097
2024-08-20 00:00:00+00:00,987833.6821491009
2024-08-21 00:00:00+00:00,988158.130848984
2024-08-22 00:00:00+00:00,986986.8160166874
2024-08-23 00:00:00+00:00,986791.7198760043
2024-08-25 00:00:00+00:00,986791.7198760043
2024-08-26 00:00:00+00:00,986991.2934188722
2024-08-27 00:00:00+00:00,985935.7252176825
2024-08-28 00:00:00+00:00,984314.8667747597
2024-08-29 00:00:00+00:00,983621.1984684543
2024-08-30 00:00:00+00:00,983646.0466477027
2024-09-01 00:00:00+00:00,983646.0466477027
2024-09-02 00:00:00+00:00,983038.5918033066
2024-09-03 00:00:00+00:00,985188.6608448707
2024-09-04 00:00:00+00:00,985869.5482016478
2024-09-05 00:00:00+00:00,983783.3380448485
2024-09-06 00:00:00+00:00,983859.5262927327
2024-09-08 00:00:00+00:00,983859.5262927327
2024-09-09 00:00:00+00:00,983495.7283341052
2024-09-10 00:00:00+00:00,982934.3899819172
2024-09-11 00:00:00+00:00,984343.1758420705
2024-09-12 00:00:00+00:00,984544.1171401148
2024-09-13 00:00:00+00:00,982679.7819888276
2024-09-15 00:00:00+00:00,982679.7819888276
2024-09-16 00:00:00+00:00,982643.4088363649
2024-09-17 00:00:00+00:00,981198.9525265457
2024-09-18 00:00:00+00:00,980557.571176021
2024-09-19 00:00:00+00:00,980375.3329645473
2024-09-20 00:00:00+00:00,981164.2303185206
2024-09-22 00:00:00+00:00,981111.4290674315
2024-09-23 00:00:00+00:00,980672.536864974
2024-09-24 00:00:00+00:00,980245.4198236626
2024-09-25 00:00:00+00:00,980675.559239911
2024-09-26 00:00:00+00:00,980325.591270666
2024-09-27 00:00:00+00:00,979744.9189869931
2024-09-29 00:00:00+00:00,979744.9189869931
2024-09-30 00:00:00+00:00,979074.167998295
2024-10-01 00:00:00+00:00,980190.6623246063
2024-10-02 00:00:00+00:00,979067.5230487981
2024-10-03 00:00:00+00:00,979613.591894034
2024-10-04 00:00:00+00:00,978659.5656313373
2024-10-06 00:00:00+00:00,978659.5656313373
2024-10-07 00:00:00+00:00,979598.0214265307
2024-10-08 00:00:00+00:00,979762.3083517072
2024-10-09 00:00:00+00:00,979913.4883734607
2024-10-10 00:00:00+00:00,981527.895527576
2024-10-11 00:00:00+00:00,981621.3471788367
2024-10-13 00:00:00+00:00,981621.3471788367
2024-10-14 00:00:00+00:00,980908.2453596477
2024-10-15 00:00:00+00:00,980315.4122443147
2024-10-16 00:00:00+00:00,980249.8992693247
2024-10-17 00:00:00+00:00,980003.3136785066
2024-10-18 00:00:00+00:00,982013.911641628
2024-10-20 00:00:00+00:00,982013.911641628
