symbol,model,entry_time,exit_time,side,entry_price,exit_price,weight,regime,PnL,exit_reason,bars_held
GC=F,D,2024-04-30 13:00:00+00:00,2024-05-01 12:00:00+00:00,-1.0,2316.700048828125,2310.699884033203,0.4725425050047352,transition,3239.8110155774943,stop,23
GC=F,D,2024-05-10 02:00:00+00:00,2024-05-13 01:00:00+00:00,1.0,2357.1,2364.8625549316407,0.42561622231008583,trend,1249.238519067045,stop,23
GC=F,D,2024-05-15 09:00:00+00:00,2024-05-15 11:00:00+00:00,1.0,2379.1,2367.991658528646,0.5393409871331887,transition,-2739.099082496532,stop,3
GC=F,D,2024-05-17 15:00:00+00:00,2024-05-20 12:00:00+00:00,1.0,2417.99990234375,2429.287420654297,0.5255576161711438,shock,2265.6363760021422,stop,21
GC=F,D,2024-05-22 19:00:00+00:00,2024-05-23 19:00:00+00:00,-1.0,2380.79990234375,2333.400048828125,0.41820970105970523,trend,7228.570989197647,time_stop,24
GC=F,D,2024-06-06 02:00:00+00:00,2024-06-06 12:00:00+00:00,1.0,2386.70009765625,2376.1625427246095,0.47973961586572095,trend,-2327.5825751873417,stop,11
GC=F,D,2024-07-05 13:00:00+00:00,2024-07-08 08:00:00+00:00,1.0,2380.400048828125,2382.1750549316407,0.4529162293255159,trend,171.7086759201269,stop,19
GC=F,D,2024-07-19 07:00:00+00:00,2024-07-22 07:00:00+00:00,-1.0,2422.200048828125,2404.1,0.41070122746912685,trend,3005.9561362839195,time_stop,24
GC=F,D,2024-07-25 18:00:00+00:00,2024-07-26 02:00:00+00:00,-1.0,2355.29990234375,2375.583251953125,0.29187423643115484,trend,-1757.9568885605806,stop,8
GC=F,D,2024-07-30 17:00:00+00:00,2024-07-31 17:00:00+00:00,1.0,2445.299951171875,2471.099951171875,0.1571491602470316,trend,1610.4005884692817,time_stop,24
GC=F,D,2024-08-12 16:00:00+00:00,2024-08-13 04:00:00+00:00,1.0,2499.400048828125,2500.200079345703,0.560348682556398,trend,-31.456547701657996,stop,12
GC=F,D,2024-08-26 08:00:00+00:00,2024-08-26 15:00:00+00:00,1.0,2557.1,2547.049932861328,0.5446799079539493,trend,-2374.2429158374107,stop,8
GC=F,D,2024-09-20 16:00:00+00:00,2024-09-23 16:00:00+00:00,1.0,2648.400048828125,2653.00009765625,0.5482758620689655,transition,757.7344655774036,time_stop,24
GC=F,D,2024-10-16 07:00:00+00:00,2024-10-16 15:00:00+00:00,1.0,2693.799951171875,2684.5250915527345,0.5648620686122864,transition,-2177.1950292065985,stop,9
GC=F,D,2024-11-12 10:00:00+00:00,2024-11-12 13:00:00+00:00,-1.0,2599.29990234375,2616.9998575846353,0.369645833357416,trend,-1217.0052776898633,stop,4
GC=F,D,2024-11-14 10:00:00+00:00,2024-11-14 14:00:00+00:00,-1.0,2548.099951171875,2566.333251953125,0.3518388668982416,trend,-1492.0026926927865,stop,5
GC=F,D,2024-11-19 10:00:00+00:00,2024-11-19 15:00:00+00:00,1.0,2634.299951171875,2624.762487792969,0.5602767622035925,trend,-2246.7365024001174,stop,6
GC=F,D,2024-11-21 09:00:00+00:00,2024-11-22 09:00:00+00:00,1.0,2671.20009765625,2705.599951171875,0.5415211635629413,trend,6777.145051546471,time_stop,24
GC=F,D,2024-11-25 19:00:00+00:00,2024-11-26 13:00:00+00:00,-1.0,2620.099951171875,2639.337579345703,0.23851968492300415,transition,-381.0883535195933,stop,18
GC=F,D,2024-12-11 03:00:00+00:00,2024-12-11 09:00:00+00:00,1.0,2736.20009765625,2699.7918294270835,0.1884970167385399,trend,-2607.306845453908,stop,7
GC=F,D,2025-01-02 11:00:00+00:00,2025-01-03 11:00:00+00:00,1.0,2654.900048828125,2672.00009765625,0.54734206313783,trend,3341.135389107799,time_stop,24
GC=F,D,2025-01-06 08:00:00+00:00,2025-01-06 11:00:00+00:00,-1.0,2638.50009765625,2650.4334309895835,0.5585070628851233,transition,-784.6748813479096,stop,4
